Quarter,Hour
0,0
0,266.202946
0,923.757537
0,309.541082
0,276.894413
0,117.296744
0,110.937923
0,217.930933
0,288.484854
0,308.561659
0,324.531292
0,294.383248
0,150.701294
0,186.416259
0,354.823469
0,180.881399
0,160.689719
0,91.321619
0,0
0,0
0,0.34932
0,0.34932
0,0.34932
0,0.34932
0,0.34932
0,0.34932
0,0.34932
0,0.218959
0,0.059628
0,0.059628
0,0.059628
0,0.059628
0,0.265405
0,0.831292
0,0.831292
0,0.831292
0,0.831292
0,0.831292
0,0.715543
0,0.043727
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
