Quarter,Hour
4.574141,0
3.622921,0
3.622921,0
3.622921,0
3.622921,0
3.622921,0
3.622921,0
3.24298,0
2.989685,0
2.850554,0
2.885779,0
8.397544,0
3.874,0
8.471157,0
15.339094,0
7.500406,0
3.234331,0
6.547307,0
10.562312,0
12.161595,0
12.379688,0
12.752477,0
16.099841,0
15.937318,0
19.078553,0
31.782436,0
22.37899,21.42862
32.252121,39.212786
24.516291,16.840704
21.090586,16.840704
20.270104,16.840704
20.984653,16.840704
27.122133,20.981602
28.644284,45.3314
27.033986,46.731905
31.543119,35.632173
30.868817,30.118891
23.347382,62.027717
13.622445,65.725098
17.20317,71.074783
21.139722,87.08749
24.035841,50.529769
20.893664,26.556314
15.800617,52.189507
12.858713,50.577725
17.33106,38.745464
16.56985,30.578953
30.154617,32.912684
27.187732,50.432391
23.554175,35.97708
23.846003,13.248976
18.260823,13.248976
16.58371,13.248976
17.401715,12.315859
10.70797,10.704112
3.456385,10.704112
3.091279,9.46236
11.547356,6.010258
9.287356,5.338968
16.469253,5.216876
22.343157,5.14098
22.258035,5.14098
11.400341,5.14098
7.46254,4.721058
12.063267,3.479945
12.102403,2.871922
13.859262,2.441367
16.016314,2.38096
25.814417,2.38096
13.747367,2.38096
12.257926,2.38096
17.651711,2.38096
16.533172,2.38096
18.480284,2.38096
7.827558,2.38096
6.294058,2.38096
12.300104,2.38096
11.840513,2.38096
4.844892,2.38096
3.052392,2.38096
3.052392,2.38096
3.204609,2.38096
3.813479,2.38096
6.804431,2.38096
7.89205,2.38096
7.89205,0
4.085383,0
5.483479,0
12.163479,0
5.483479,0
3.813479,0
5.155079,0
5.051879,0
8.805017,0
6.03194,0
3.813479,0
3.813479,0
3.813479,0
3.813479,0
3.813479,0
3.813479,0
3.813479,0
3.813479,0
3.255348,0
3.052392,0
3.052392,0
2.687745,0
4.720702,0
11.728269,0
15.316801,0
6.18242,0
7.176127,0
7.966967,0
5.19208,0
10.322379,0
13.654343,0
12.060114,0
17.710976,0
17.632493,0
9.592861,0
15.134392,0
17.84129,0
17.787777,0
15.715966,0
19.306215,0
14.250038,0
12.535122,37.805024
9.123124,31.047643
16.556947,41.330917
10.608027,46.832305
16.98896,38.064429
19.265492,97.474915
19.306905,111.478216
18.113309,101.396054
16.778745,129.474264
29.366837,93.107979
16.927697,68.485649
11.911997,88.066748
8.302147,98.738358
12.864207,55.385397
20.200569,61.235954
18.13935,45.562778
14.436848,43.776793
10.597099,51.83742
9.496182,37.952301
12.958125,36.460384
14.642318,38.347187
22.625395,23.751261
17.216479,21.754224
17.134289,22.119609
9.965681,63.478106
7.906702,60.825757
9.402848,35.621289
19.848274,64.893758
10.412941,41.527889
7.284707,71.710242
25.245585,87.116579
19.888241,97.728055
6.257235,94.463742
5.070311,96.672111
4.898138,68.930058
7.626102,52.454628
7.085174,78.331977
10.079623,59.423675
11.602896,69.056429
9.515335,83.0996
14.074716,51.130547
16.268374,34.929745
14.125549,33.556952
3.112645,41.433341
2.836353,40.060444
2.881502,23.161016
2.916534,23.74188
3.012873,23.74188
3.012873,30.12188
3.199221,35.727198
7.723081,44.131748
9.95113,47.88752
9.95113,95.810569
7.01644,94.078157
13.178522,67.184119
7.231599,96.02844
3.266984,91.305148
3.266984,90.176231
3.266984,71.138699
3.258926,0
3.242809,0
5.648809,0
12.866809,0
3.242809,0
3.646357,0
3.675182,0
3.675182,0
3.675182,0
3.675182,0
3.675182,0
12.563182,0
5.897182,0
4.984273,0
8.944273,0
9.739887,0
5.825655,0
3.061131,0
3.094968,0
6.993244,0
7.418418,0
8.855889,0
12.444509,0
9.691609,0
5.673147,0
5.597369,0
11.941677,0
14.867914,0
23.266844,0
17.866028,0
13.699499,0
10.69291,0
17.306713,0
14.762642,0
20.530365,0
24.006241,0
17.709669,0
19.067365,0
21.581758,0
12.926087,0
19.088917,0
21.033875,51.768921
23.33958,47.622657
32.47936,46.953253
26.769978,73.02415
25.396999,65.342189
18.120146,92.354418
23.108373,113.923187
25.202608,73.246688
18.569795,64.86003
16.219976,49.88913
24.00916,58.222167
26.117805,69.284877
10.85914,77.263655
8.899857,72.853311
12.838463,28.731446
25.742616,75.323263
28.884815,71.829948
29.965357,54.396986
22.168427,40.741153
21.07174,75.550755
20.417244,50.348145
23.573523,68.945068
17.224234,39.225501
18.192897,22.042394
12.154237,49.224662
12.483725,32.22015
14.296329,21.684341
13.536251,33.8373
12.905569,67.91961
11.971724,75.056344
3.498144,90.351936
2.516625,59.402459
2.516625,48.541323
3.093599,36.672383
6.712339,57.227246
9.058662,72.364846
5.665625,61.0539
3.906884,36.606344
10.439384,74.805433
25.426884,57.241661
5.916884,46.554859
3.906884,19.261479
7.55147,29.094438
13.114862,30.151839
9.29637,19.166352
5.122442,19.166352
4.480299,41.156232
4.480299,57.461783
8.328026,34.001717
16.023481,60.539695
6.01939,70.52408
7.556615,57.867229
11.072404,79.731723
11.072404,96.365983
13.291648,97.770547
5.684306,72.988575
9.324417,76.944235
4.742928,41.138265
4.808585,58.356046
4.808585,0
4.808585,0
9.608585,0
4.808585,0
4.808585,0
4.808585,0
4.808585,0
4.808585,0
4.808585,0
4.808585,0
4.808585,0
4.808585,0
4.70734,0
5.531642,0
6.748398,0
2.914851,0
5.672696,0
9.591993,0
15.530976,0
23.785362,0
5.928278,0
3.967006,0
5.593345,0
8.32276,0
7.542145,0
18.294456,0
19.177688,0
12.906361,0
9.348462,0
12.461231,0
14.614232,0
15.337887,0
13.872675,0
24.11312,0
20.174221,0
20.678402,0
21.345157,0
17.62015,0
15.3808,0
16.038133,0
23.697294,0
30.620526,142.16882
18.599587,81.398624
13.284729,77.976938
17.972624,60.088492
16.330227,48.491987
20.985182,54.130127
10.42344,38.327345
10.069593,73.981204
11.692906,26.235918
20.648902,40.73497
21.309499,38.439697
17.453332,37.078064
15.985858,38.742414
21.48054,25.076932
29.329292,23.177108
15.746742,32.732516
11.943659,16.60682
8.415078,25.606821
10.561932,28.993744
13.665528,47.341867
12.844153,40.524516
11.10245,88.560657
8.74445,70.936345
7.454826,106.464577
12.535866,93.575273
14.502366,106.375362
23.783907,64.06116
22.640131,73.337335
11.590119,66.494326
16.109752,44.174634
10.777351,83.782952
12.839154,57.336862
16.171191,47.407251
10.999177,22.387681
14.852112,31.380152
13.489712,37.935171
7.933951,66.038304
13.489902,22.043904
4.426861,33.713904
6.770425,52.684955
9.772232,28.59285
14.662486,22.043904
12.605343,34.529187
7.460835,49.657577
4.627724,31.724599
4.627724,70.606769
6.601724,77.411095
5.943724,108.372228
4.627724,120.891037
4.627724,103.360788
4.627724,104.070964
13.102724,66.196974
10.842724,67.978129
9.970827,70.728621
9.614621,56.481071
4.627724,68.075771
4.627724,53.010796
4.627724,51.881449
4.627724,41.198696
4.627724,0
4.627724,0
4.627724,0
4.627724,0
4.627724,0
4.627724,0
4.627724,0
4.627724,0
10.635605,0
8.220734,0
8.750809,0
13.886217,0
12.541569,0
6.788778,0
8.324611,0
6.417254,0
7.081539,0
13.66949,0
18.907071,0
18.734536,0
29.017072,0
17.996921,0
13.027451,0
20.11803,0
18.557207,0
17.228257,0
17.28691,0
19.288743,0
14.727345,0
18.498672,0
35.510303,0
40.000949,0
26.781798,0
19.695606,0
23.804628,0
24.73123,0
32.751031,0
25.774055,0
21.448217,0
31.782088,0
39.305951,0
30.984064,10.893893
24.732045,9.886688
27.409958,9.886688
20.209639,9.886688
17.149816,9.886688
19.102171,9.886688
19.230134,28.014255
16.403099,32.590161
24.945383,25.365983
22.174189,9.37756
8.761591,28.652796
9.376796,23.387947
5.619614,15.728172
6.421099,7.884332
11.549671,19.902725
12.163459,20.231326
10.645616,60.349228
13.100601,73.286787
22.18038,40.132591
28.019498,72.056814
23.859828,121.937738
23.829712,121.565269
23.448615,91.776096
11.504875,89.987822
15.40665,44.298904
13.794583,76.574991
3.935762,37.015771
3.276739,41.010796
2.65588,56.925198
10.45764,47.567983
15.595842,96.197167
13.825923,58.606161
23.488508,20.505125
25.153028,29.778493
18.955043,22.699669
12.897975,20.76908
14.565726,20.76908
10.96805,20.62104
10.697896,24.103035
2.771742,36.330308
10.547896,48.895364
11.803736,40.239537
19.835336,64.575854
19.951905,79.586558
8.335589,84.442691
12.769471,102.502512
12.606964,69.917315
12.584583,60.741668
2.997917,85.686538
2.313155,61.755853
2.313155,77.366056
9.956012,74.149735
9.329964,75.087144
15.665655,60.30485
13.475988,46.596973
3.198155,39.617602
2.40283,52.944662
2.985716,69.554312
2.985716,43.786996
2.985716,0
2.985716,0
2.985716,0
2.985716,0
2.973592,0
2.803857,0
3.819903,0
4.798132,0
7.267611,0
14.47572,0
12.291378,0
13.328731,0
9.969745,0
9.032351,0
12.07675,0
10.515156,0
10.852237,0
19.05004,0
26.434676,0
23.060255,0
18.356208,0
17.269243,0
11.781286,0
11.438602,0
12.035887,0
12.359781,0
14.168006,0
16.441149,0
20.375486,0
17.699478,0
18.385763,0
27.322331,0
26.194251,0
28.154959,0
20.652469,0
19.760903,0
12.312461,0
11.969117,0
8.678097,0
9.555786,0
19.716918,0
21.874756,59.514857
26.613666,66.473187
24.226897,73.289778
16.472319,40.141245
18.759063,24.80696
12.962357,16.931668
21.007149,16.575443
16.355386,17.83718
18.658871,29.09718
22.039126,26.101466
12.324823,37.693421
15.647061,42.078679
22.945636,56.913716
13.332741,75.283153
9.74963,64.267069
18.204296,98.517548
13.500396,115.89242
16.090805,113.976551
21.497233,80.915715
23.247898,57.418683
30.135103,52.743626
23.317239,58.176217
22.309079,69.708159
21.319947,68.642428
34.001621,42.851315
26.930676,58.148102
32.141355,63.486553
23.888112,35.513749
6.824802,40.765398
9.416734,64.168977
24.919975,22.615619
4.106449,28.391174
16.49264,47.365795
9.126991,26.282375
8.108335,36.049716
13.770464,26.924354
22.240582,39.932977
42.688763,47.182237
32.879901,43.991678
29.89628,77.911286
20.52241,64.514237
17.454313,63.501489
26.225198,76.950445
7.552932,54.160576
5.469682,50.879012
17.030524,51.026725
6.580524,71.096399
10.659603,68.780366
20.747059,56.228571
9.325284,74.77572
7.550152,29.984391
10.712597,64.195373
20.917738,61.413973
9.540781,53.315917
12.436954,39.582295
15.509118,41.252916
5.646896,39.205515
3.18134,74.360184
3.18134,48.396637
3.0812,45.594265
3.460846,14.102294
3.66856,49.177379
8.115909,45.831694
2.794642,62.604353
3.611785,67.354923
6.035277,59.185309
8.726865,51.545213
5.095849,64.328193
7.822598,62.805387
10.435504,53.231622
8.953231,43.860554
12.555538,54.432251
3.605038,0
6.312535,0
16.212494,0
15.021431,0
11.383041,0
11.166185,0
12.756676,0
16.512684,0
13.498557,0
13.191757,0
15.370431,0
17.94658,0
21.362502,0
32.086302,0
22.593925,0
20.364989,0
14.374383,0
15.696512,0
16.524914,0
14.208135,0
18.641712,0
18.331233,0
15.263701,0
17.539105,0
20.39931,0
30.625928,0
20.62418,0
21.964849,0
11.701488,0
14.696183,0
14.177754,0
11.653926,0
22.32407,0
20.90121,0
19.585615,0
23.154037,0
12.929677,0
25.264854,0
13.142719,0
15.632109,0
16.26705,0
13.872756,89.621527
13.095258,110.650024
19.448535,89.855251
24.433002,51.55874
14.129533,61.666197
7.34666,58.982303
21.859086,89.988912
24.348054,64.030388
14.974391,34.508714
13.479326,47.340489
17.466868,20.396322
16.472092,41.960072
16.605682,32.000072
10.898104,13.543807
5.563386,22.694191
8.937214,11.404192
8.283487,11.404192
11.57164,31.652079
3.208563,42.646663
3.208563,59.420172
5.473948,101.952916
10.004717,88.11401
5.927025,97.903721
3.208563,93.616314
3.208563,91.099048
3.208563,66.958669
3.208563,70.860335
3.208563,61.250129
3.208563,40.173971
3.208563,45.735769
3.208563,46.035984
3.208563,45.172546
4.315438,39.162497
8.742938,43.996306
8.742938,29.145469
8.742938,29.277632
3.208563,51.372432
3.208563,19.191731
4.152774,35.106801
10.290142,17.919179
3.773511,15.881224
2.691386,21.039888
2.691386,61.706018
4.883393,70.856085
10.003246,91.741484
9.274026,107.521578
6.327521,111.832058
4.696998,94.097744
8.491943,81.909848
10.99609,68.132751
3.709656,71.446458
9.185625,83.514267
20.27086,53.494257
15.169254,94.667379
15.910035,78.096875
14.093966,50.983892
21.286325,30.970083
12.708169,50.406539
12.685772,38.637242
20.582688,0
25.541624,0
21.93874,0
20.991389,0
25.465587,0
27.852394,0
15.926422,0
22.66937,0
24.262997,0
25.779628,0
25.093336,0
18.174678,0
17.976749,0
30.237542,0
23.60491,0
28.871133,0
25.767797,0
21.658535,0
21.887231,0
20.129247,0
28.606038,0
22.196681,0
16.257733,0
15.229192,0
20.589784,0
12.635926,0
14.682752,0
14.360686,0
18.49945,0
16.209205,0
9.839901,0
17.161353,0
15.670883,0
19.803973,0
16.690627,0
24.899782,0
13.962925,0
12.73893,0
19.871957,0
14.036223,0
7.347551,0
7.704898,68.284258
14.946473,95.929989
8.52789,89.035732
8.39632,59.681742
7.281987,52.712299
13.17132,55.911275
11.249653,59.886132
8.506214,77.225663
14.255133,76.195354
17.8484,63.81243
6.838684,60.919339
4.904512,32.645704
8.451179,44.470308
11.997846,22.121975
4.904512,29.151519
5.452975,23.940894
5.492151,24.014084
5.492151,60.076438
5.492151,68.567629
5.492151,80.483002
5.492151,81.436219
5.492151,74.104685
5.492151,45.123816
5.492151,53.60764
5.492151,68.762744
5.492151,62.258062
5.492151,56.648645
5.492151,76.10095
5.492151,44.408485
5.492151,30.865332
5.416086,18.187168
5.365377,51.215073
5.365377,26.357352
7.197519,17.543036
9.945734,17.543036
8.064877,42.860369
8.175377,31.411237
8.175377,54.618424
8.153455,48.449601
7.029267,63.894537
4.733574,59.152791
5.227006,89.663327
10.760552,110.001232
24.367802,116.648442
11.909404,106.391742
10.827487,66.689293
11.686257,60.916821
9.294819,71.548702
11.20256,50.988838
12.123591,56.239373
17.473362,55.369786
20.844506,75.262784
17.295364,57.378303
13.793011,45.071651
18.311028,63.675921
6.642952,60.794133
12.07854,24.27771
10.82832,21.919254
14.727368,49.488038
17.913655,0
23.103123,0
22.192263,0
24.736085,0
27.880411,0
26.24603,0
22.602706,0
13.616425,0
20.836034,0
17.104527,0
25.220267,0
26.618699,0
17.93294,0
18.056061,0
23.319445,0
20.11417,0
31.879521,0
36.259439,0
14.932499,0
10.234765,0
21.486595,0
21.779128,0
13.679486,0
13.413499,0
12.789731,0
23.023784,0
20.238718,0
8.68132,0
15.351553,0
21.441205,0
16.303119,0
4.839786,0
3.882862,0
2.447478,0
2.465042,0
2.940165,0
2.940165,0
9.090165,0
7.273021,0
8.607611,0
3.894497,0
4.295251,29.641925
5.645476,42.333473
18.392879,25.188524
11.92236,29.713515
4.356905,27.585231
5.696599,14.474372
7.575017,14.474372
11.231588,14.474372
11.175588,23.951741
13.438027,56.86517
16.425782,35.65869
9.373282,46.064902
8.288282,59.473728
4.802568,54.345247
4.553588,66.202589
4.553588,73.218577
4.553588,62.094303
4.553588,75.375594
4.553588,48.880389
4.553588,58.31336
4.553588,85.414055
4.553588,66.116862
4.553588,43.276709
4.553588,40.496935
4.777364,52.022136
4.972485,18.257304
13.914739,27.134752
4.903201,22.204752
10.500682,18.847145
12.079423,36.492362
5.339497,12.766909
6.781317,17.702597
15.49536,10.894752
12.9024,20.205562
5.155342,46.360696
4.145608,46.828481
5.296605,52.661781
9.65735,59.307629
9.846247,45.22245
7.47765,61.348126
8.953104,57.121441
25.060126,52.767306
22.691544,58.722389
15.581811,87.500635
17.018825,77.567241
16.357499,49.255842
29.247008,57.612489
31.286724,84.566709
30.545273,89.681692
18.226723,91.171388
22.361381,56.688485
14.242336,49.343855
16.931175,74.130117
16.087565,25.892566
19.530036,30.778904
19.733278,29.69498
30.357994,8.170136
32.567131,52.268122
31.198662,19.095938
28.885837,0
31.13926,0
27.784716,0
21.398307,0
23.856924,0
18.900936,0
27.997422,0
22.729026,0
23.497886,0
11.642533,0
16.3791,0
24.088762,0
17.899764,0
14.881479,0
15.254768,0
20.057995,0
19.363869,0
15.950453,0
7.691033,0
12.932851,0
9.134983,0
12.617822,0
16.929018,0
19.139727,0
9.967592,0
12.36932,0
9.757485,0
17.117504,0
18.785295,0
12.120396,0
12.420732,0
12.159963,0
9.836125,0
13.76287,0
16.307302,0
10.822126,0
13.203892,0
11.469763,0
12.626399,0
14.995284,0
8.026843,0
13.233587,34.50267
5.805952,14.069068
8.393343,20.874911
11.161463,14.013201
11.23862,18.455735
11.23862,7.633623
11.298773,78.112113
10.358597,92.021552
12.071496,82.078132
15.352865,121.263178
16.478097,99.385147
10.988406,81.194311
9.701979,115.382256
9.104906,107.720028
4.24943,69.055993
4.24943,90.672175
4.24943,56.189066
4.24943,53.307324
4.24943,66.94649
4.24943,32.90547
4.24943,96.374789
4.24943,72.754061
4.168458,51.236473
6.629635,31.011584
8.783164,50.190209
8.783164,22.926679
8.16787,20.69568
5.374227,39.591679
12.600834,15.309598
11.389725,21.977981
11.642136,66.371693
13.543466,58.896357
4.428482,64.218139
8.05412,102.689814
12.406406,118.616055
10.280673,139.832955
5.569484,117.017456
10.420504,110.751683
10.329229,136.626756
10.446603,130.227209
9.341118,123.030217
16.17823,93.310577
11.589704,70.562851
12.440187,58.910005
17.761589,69.994196
17.660125,53.204809
8.7368,42.989372
7.595348,59.863045
11.335361,49.632601
20.544605,28.656535
25.31686,32.528912
19.032582,40.300512
23.916108,28.536099
39.50654,23.409927
24.899518,94.508463
22.626134,76.05831
21.926215,92.744296
18.949725,80.638786
14.466457,90.671344
19.416382,0
13.538952,0
14.81865,0
22.498216,0
11.298093,0
6.665374,0
7.995502,0
14.501004,0
17.346098,0
21.651549,0
17.717316,0
19.901911,0
18.880863,0
9.567406,0
5.991473,0
4.897869,0
4.115114,0
7.351363,0
12.642504,0
9.566592,0
5.934059,0
17.3148,0
17.513036,0
11.326565,0
4.836443,0
5.967012,0
12.969989,0
16.700537,0
16.830347,0
12.284072,0
11.624222,0
9.084381,0
11.509143,0
16.137185,0
18.010134,0
16.401555,0
11.857567,0
7.312112,0
7.402373,0
17.08931,0
16.062435,0
9.387748,39.602944
8.406748,65.840106
9.495748,24.547758
17.659748,70.729681
7.302748,77.618873
4.482748,77.960243
4.482748,170.266473
4.482748,161.488499
8.277748,113.745096
5.747748,132.592549
4.482748,152.865541
8.226748,148.107887
13.218748,89.575546
4.482748,66.019069
5.042054,49.427999
5.321707,100.117198
5.321707,105.013557
5.313849,78.258152
9.425715,26.671262
10.631965,104.818756
5.20384,71.407165
5.20384,38.454912
5.20384,63.783517
5.20384,31.196826
5.20384,13.088928
5.20384,26.95551
4.977167,37.01068
11.275086,43.928911
13.799006,56.845948
14.854073,106.499045
15.94831,68.472239
22.471189,67.301743
22.533874,94.976963
12.628729,136.903002
10.481462,89.880133
13.107536,132.2046
14.746857,83.278643
18.532991,51.319681
21.585399,103.171115
32.080609,83.072002
27.175722,113.194192
22.883708,79.101984
15.48626,67.457749
15.890983,41.142221
17.823499,100.670529
16.459264,35.816874
22.731051,56.097918
24.817508,32.069328
24.16044,47.207567
14.771051,49.071371
16.027511,48.932067
26.600819,30.692762
16.706457,49.288252
18.986896,43.255125
26.590466,77.495969
23.531993,132.726664
26.304482,99.360253
19.905882,75.477053
18.876871,84.738069
22.056139,0
25.757449,0
30.480478,0
22.394296,0
11.141928,0
14.109457,0
18.142306,0
12.592073,0
10.912975,0
15.576577,0
21.439486,0
9.105472,0
8.100221,0
19.899966,0
16.740392,0
6.403795,0
11.489954,0
24.572985,0
21.999485,0
15.023862,0
12.675753,0
7.771387,0
12.422646,0
16.602958,0
24.227659,0
22.678591,0
12.412067,0
17.117432,0
12.057019,0
18.874368,0
11.366793,0
7.131102,0
7.274083,0
11.952197,0
11.801866,0
14.683789,0
6.746031,0
8.363192,0
19.66006,0
11.762081,0
8.35821,0
21.022012,107.87561
23.347206,101.001294
35.698369,116.979363
30.454635,139.355853
30.146173,97.116656
14.062505,146.602671
6.849756,73.39041
13.546853,91.424323
6.772779,95.23113
7.727434,82.104647
8.955401,39.586774
1.788444,61.000086
1.788444,52.272718
1.788444,24.789029
6.471444,35.881956
10.485444,36.106411
12.67892,47.551411
5.645298,16.241412
2.078638,44.456378
4.55086,45.795444
4.553257,16.884633
5.804953,37.375493
5.804953,50.704497
11.290527,70.248806
11.446574,113.692284
10.074431,162.250681
12.846734,104.049133
9.642817,175.206484
12.619968,138.886845
11.740593,101.934644
8.027501,59.615189
9.052764,103.005849
3.965591,127.570197
5.692466,92.646064
6.756002,62.235432
9.626719,60.653223
9.150171,81.536644
12.685668,42.802887
13.636475,70.069416
9.97841,46.313411
14.188088,31.942024
13.025448,31.270429
8.757983,30.402863
17.878576,54.325224
15.232946,21.959587
14.06749,53.684537
16.704883,60.360926
22.859124,64.269349
19.636262,52.903724
18.496689,62.532486
24.761866,62.663675
25.494491,84.174801
26.187768,138.03071
26.594133,95.81437
23.92442,66.404915
15.738741,83.372472
17.596787,98.345048
13.593623,63.535472
21.43436,32.296521
14.891278,0
17.710298,0
19.949924,0
18.380053,0
8.601676,0
18.991246,0
10.654143,0
10.751927,0
14.321187,0
7.317517,0
5.35057,0
6.9735,0
10.416318,0
11.346435,0
10.116201,0
17.386535,0
12.010399,0
1.937518,0
14.575914,0
21.088488,0
24.186332,0
23.284178,0
24.425494,0
29.599051,0
18.049211,0
21.208642,0
27.439907,0
16.17683,0
19.596299,0
15.086866,0
10.351455,0
20.976805,0
14.435006,0
17.923069,0
8.815155,0
12.224056,0
32.686197,0
46.428006,0
41.943974,0
31.221349,0
18.999058,0
18.437889,110.675948
21.400726,95.961556
22.559572,136.930024
5.375625,112.560619
7.977878,35.59855
7.499128,55.560662
17.045038,64.875371
18.240004,98.494574
8.149798,101.759743
8.149798,96.097352
12.589596,46.909392
21.398121,77.177884
10.505178,163.420814
7.46709,75.370587
2.598608,53.040513
3.710478,27.929278
10.698636,47.170273
6.497036,36.697785
2.820636,27.256028
2.820636,32.536691
10.658761,49.731229
8.127502,46.961405
8.233907,64.891737
11.874923,43.745675
8.766655,146.139107
1.613681,76.505432
1.610368,33.801078
2.057537,95.746585
4.141338,72.41519
9.08122,82.800632
6.134986,56.135857
1.210613,61.11459
1.904721,44.18566
8.507802,45.825409
9.778971,46.411814
9.709936,16.571935
15.415242,53.742687
16.067186,27.185087
13.374695,23.941703
19.310549,35.218038
20.140042,26.126824
16.078098,38.617819
26.52019,43.956043
18.085561,67.953103
12.049619,105.805906
16.589398,115.844495
15.15353,89.509757
20.17018,138.25271
20.795305,138.758636
13.55734,110.521202
19.557934,90.389791
18.089079,126.351332
15.358936,71.444092
7.356175,84.612951
10.946646,64.693588
20.452463,51.233849
18.304845,50.076599
21.912347,34.307199
19.07309,14.395321
18.01199,0
19.329974,0
14.459789,0
9.354666,0
10.849028,0
23.62186,0
12.576597,0
24.049699,0
24.542904,0
27.377428,0
26.258883,0
18.641258,0
16.270863,0
13.204664,0
9.283887,0
15.220223,0
7.489972,0
10.500752,0
25.252299,0
21.41718,0
11.597507,0
11.89355,0
11.33062,0
15.357171,0
16.621331,0
9.511752,0
3.688026,0
5.545108,0
9.361404,0
6.11086,0
14.904401,0
16.823705,0
16.701793,0
16.103213,0
7.125131,0
2.699249,0
2.699249,0
2.699249,0
10.704703,0
10.066016,0
8.682582,0
4.693693,78.972697
5.081857,104.227383
10.035608,69.051608
4.694413,52.269473
3.264848,74.500924
3.264848,25.733847
3.264848,27.371096
3.264848,13.320812
4.062038,38.466813
4.11898,15.056602
4.59658,43.101157
13.38778,23.649931
13.67938,17.977064
5.52218,56.126814
4.803441,57.968949
7.941046,82.106273
6.63865,91.089692
5.556207,78.581873
5.517844,129.459084
6.318606,108.810151
8.038061,124.666956
10.743579,68.364255
9.500919,97.376232
13.833739,80.553964
28.706629,155.474849
31.822729,62.359895
31.253062,73.22861
25.350684,32.887499
23.347123,46.882671
19.078589,78.399507
19.899844,27.275635
19.466371,61.681668
16.839197,18.936795
24.296762,10.690848
31.277515,13.558473
23.245851,39.855224
23.183492,10.690848
17.797629,30.210397
19.316022,78.887686
21.118842,101.255643
20.462422,124.053307
25.661653,114.593504
36.564977,93.535866
36.27118,121.211965
30.582596,122.789635
21.54334,117.635536
20.913429,129.550211
23.124798,100.593364
22.366287,102.812643
26.649257,119.11496
28.779016,75.300957
23.256778,122.947677
16.316494,50.864961
18.035766,80.087553
15.625664,65.559461
15.34422,51.411427
16.564173,139.194141
11.704899,7.334931
13.516447,64.118276
13.549775,61.719493
13.893082,40.620914
20.715161,42.296999
13.346044,46.145147
21.536484,53.640003
17.98863,116.612636
12.015281,103.074154
17.156649,81.708215
15.343998,100.681759
21.533014,102.61016
18.129912,94.352751
11.734622,120.884592
13.471397,40.531674
11.325554,0
16.169829,0
9.435737,0
10.471602,0
16.590886,0
19.242499,0
12.356486,0
11.109859,0
9.382002,0
13.556947,0
12.962986,0
8.894156,0
5.078064,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
4.80132,0
5.358533,0
7.587386,0
7.587386,0
7.587386,0
7.21591,0
4.80132,0
8.712431,0
9.690209,0
4.80132,0
4.80132,0
8.244724,0
10.401325,0
5.720329,0
5.512495,146.031958
7.120933,89.785076
9.632722,102.783531
14.161052,155.942081
3.877222,63.475374
3.149684,106.801338
7.454464,112.093169
22.298404,95.051568
22.458402,47.976532
21.602391,59.143146
13.59132,106.537065
18.538246,83.929839
11.712881,54.63172
14.577572,40.426599
17.697855,27.434937
27.591822,40.808391
20.79274,11.483983
14.827529,10.52504
22.386854,34.595041
11.819694,20.75704
20.37139,60.029999
25.114458,102.948506
22.869179,53.463101
22.463429,53.712971
32.777332,77.33626
30.015415,75.906155
17.715201,88.176255
18.440583,91.994854
17.811867,47.67848
26.146549,92.889247
15.846258,124.518956
11.951333,123.481638
15.677906,71.196698
15.876132,75.296906
14.300653,102.882619
10.424074,49.98434
12.235503,46.669926
12.292875,40.403463
19.035736,37.963316
13.606094,20.162699
14.146672,17.411588
14.316899,16.504321
12.717854,16.08388
10.456562,29.242879
16.947451,40.027289
7.828175,73.893419
15.531153,49.33437
13.827175,103.943834
14.308845,107.769296
6.798867,134.830674
5.472581,114.400502
7.487168,104.841539
13.978214,112.371197
6.291071,74.170733
7.218516,91.247295
7.278703,122.356649
6.931623,126.586073
9.506639,70.476668
4.26514,50.530932
4.26514,0
4.91814,0
10.14214,0
6.238029,0
13.092816,0
9.388262,0
10.328447,0
12.939518,0
6.680268,0
6.033268,0
19.236692,0
18.138446,0
13.565112,0
13.644473,0
13.644473,0
12.397411,0
10.813411,0
11.585411,0
12.388352,0
10.85247,0
8.498268,0
6.402554,0
5.005411,0
11.32802,0
16.620802,0
14.312411,0
13.806109,0
11.356207,0
18.311564,0
18.311564,0
10.238519,0
9.459928,0
9.459928,0
6.473882,0
5.676198,0
8.760168,0
11.423422,0
12.867698,0
7.488144,0
6.175628,0
5.591892,0
6.763954,92.654058
12.416331,142.217754
14.744541,107.353528
18.51022,54.825081
16.15215,83.567149
23.187061,58.35653
22.286948,84.30379
14.658493,146.229368
22.209293,55.598881
21.654902,46.375924
32.770329,74.383488
29.870796,90.433588
29.04611,20.198121
19.074367,61.733806
14.183253,42.518454
19.780981,10.308692
28.771574,41.335732
18.614212,63.970215
18.202495,51.398706
17.660406,100.363087
20.701361,60.062899
22.561196,91.38098
27.786731,78.416256
29.658155,97.675284
28.394756,70.653064
15.775814,102.128897
16.871071,104.695265
13.354008,112.970376
16.516911,68.100259
16.743214,118.578129
17.698448,85.355889
17.250488,48.447108
15.135234,54.537117
10.48429,68.071268
16.651869,44.116982
18.43087,117.792509
21.941494,73.672945
22.152013,33.422221
16.616615,62.77935
