BuildingIndex,Year,Month,Day,Hour,Quarter,DayInWeek,HolidayOrNot,EnergyDemand,SOC
1,2017,11,19,0,1,0,0,0.180563,0
1,2017,11,19,0,2,0,0,0.180563,0
1,2017,11,19,0,3,0,0,0.180563,0
1,2017,11,19,1,0,0,0,0.180563,0
1,2017,11,19,1,1,0,0,0.180563,0
1,2017,11,19,1,2,0,0,0.180563,0
1,2017,11,19,1,3,0,0,0.180563,0
1,2017,11,19,2,0,0,0,0.180563,0
1,2017,11,19,2,1,0,0,0.180563,0
1,2017,11,19,2,2,0,0,0.180563,0
1,2017,11,19,2,3,0,0,0.180563,0
1,2017,11,19,3,0,0,0,0.180563,0
1,2017,11,19,3,1,0,0,0.180563,0
1,2017,11,19,3,2,0,0,0.180563,0
1,2017,11,19,3,3,0,0,0.180563,0
1,2017,11,19,4,0,0,0,0.180563,0
1,2017,11,19,4,1,0,0,0.180563,0
1,2017,11,19,4,2,0,0,0.180563,0
1,2017,11,19,4,3,0,0,0.180563,0
1,2017,11,19,5,0,0,0,0.180563,0
1,2017,11,19,5,1,0,0,0.180563,0
1,2017,11,19,5,2,0,0,0.180563,0
1,2017,11,19,5,3,0,0,0.180563,0
1,2017,11,19,6,0,0,0,0.180563,0
1,2017,11,19,6,1,0,0,0.180563,0
1,2017,11,19,6,2,0,0,0.180563,0
1,2017,11,19,6,3,0,0,0.459301,0
1,2017,11,19,7,0,0,0,1.574253,0
1,2017,11,19,7,1,0,0,1.574253,0
1,2017,11,19,7,2,0,0,1.574253,0
1,2017,11,19,7,3,0,0,1.538751,0
1,2017,11,19,8,0,0,0,1.44112,0
1,2017,11,19,8,1,0,0,1.44112,0
1,2017,11,19,8,2,0,0,1.44112,0
1,2017,11,19,8,3,0,0,1.44112,0
1,2017,11,19,9,0,0,0,0.291386,0
1,2017,11,19,11,3,0,0,0.386099,0
1,2017,11,19,12,0,0,0,1.021356,0
1,2017,11,19,12,1,0,0,1.806881,0
1,2017,11,19,12,2,0,0,1.806881,0
1,2017,11,19,12,3,0,0,1.806881,0
1,2017,11,19,13,0,0,0,1.752631,0
1,2017,11,19,13,1,0,0,0.993131,0
1,2017,11,19,13,2,0,0,0.993131,0
1,2017,11,19,13,3,0,0,0.712587,0
1,2017,11,19,14,0,0,0,0.151498,0
1,2017,11,19,14,1,0,0,0.151498,0
1,2017,11,19,14,2,0,0,1.305076,0
1,2017,11,19,14,3,0,0,1.48255,0
1,2017,11,19,15,0,0,0,1.48255,0
1,2017,11,19,15,1,0,0,1.48255,0
1,2017,11,19,15,2,0,0,2.397681,0
1,2017,11,19,15,3,0,0,2.705534,0
1,2017,11,19,16,0,0,0,0.456541,0
1,2017,11,19,16,1,0,0,0.151498,0
1,2017,11,19,16,2,0,0,0.215419,0
1,2017,11,19,16,3,0,0,0.343263,0
1,2017,11,19,17,0,0,0,0.343263,0
1,2017,11,19,17,1,0,0,0.343263,0
1,2017,11,19,17,2,0,0,0.343263,0
1,2017,11,19,17,3,0,0,0.343263,0
1,2017,11,19,18,0,0,0,0.343263,0
1,2017,11,19,18,1,0,0,0.343263,0
1,2017,11,19,18,2,0,0,0.343263,0
1,2017,11,19,18,3,0,0,0.343263,0
1,2017,11,19,19,0,0,0,0.343263,0
1,2017,11,19,19,1,0,0,0.343263,0
1,2017,11,19,19,2,0,0,0.343263,0
1,2017,11,19,19,3,0,0,0.343263,0
1,2017,11,19,20,0,0,0,0.343263,0
1,2017,11,19,20,1,0,0,0.343263,0
1,2017,11,19,20,2,0,0,0.343263,0
1,2017,11,19,20,3,0,0,0.343263,0
1,2017,11,19,21,0,0,0,0.343263,0
1,2017,11,19,21,1,0,0,0.343263,0
1,2017,11,19,21,2,0,0,0.343263,0
1,2017,11,19,21,3,0,0,0.343263,0
