PIcoverRate,PIcoverRateBoot,MAPE,RMSE,PIWidth,PIWidthBoot,date
63.5416666666667,69.7916666666667,54.9882828663702,13.5217165716406,18.603428734386,19.5183707453056,2018/08/02
45.8333333333333,50,52.3191823825502,15.8390582810679,18.5523735760714,19.4842666809426,2018/08/03
38.5416666666667,45.8333333333333,58.5494929409894,16.1591281507716,18.5623207720577,19.4912461539297,2018/08/04
38.5416666666667,40.625,64.4786383705927,17.8593913998987,18.5078714268965,19.458458673539,2018/08/05
66.6666666666667,66.6666666666667,61.1182337131598,11.3173647813596,18.3139722405949,19.3094465167224,2018/08/06
65.625,69.7916666666667,67.313561768052,11.5890346126766,18.2505989936611,19.2622644114057,2018/08/07
57.2916666666667,63.5416666666667,48.915777148676,14.1556915658632,18.2022313680842,19.2266478758603,2018/08/08
56.25,59.375,60.0933563818409,14.0930689248213,18.044192089999,19.0982911370159,2018/08/09
37.5,42.7083333333333,50.7333491864947,17.7917601180021,17.9893053992231,19.0625404787156,2018/08/10
29.1666666666667,34.375,56.4289076511757,21.2760959251668,17.9948665462378,19.0675874414907,2018/08/11
33.3333333333333,37.5,67.2186606461986,22.2942841430517,18.0400210044472,19.1040788367151,2018/08/12
41.6666666666667,45.8333333333333,51.6896756891558,15.5970541635399,18.1036322424278,19.1500356983251,2018/08/13
38.5416666666667,43.75,51.2080302471508,21.7027972125531,18.1279067011788,19.1733979993772,2018/08/14
33.3333333333333,33.3333333333333,66.4764937875974,22.1420698107583,18.472923762979,19.4193963897555,2018/08/15
66.6666666666667,70.8333333333333,44.4455313990008,11.9957247012921,18.4598580833468,19.4051814007619,2018/08/16
38.5416666666667,43.75,50.173550314813,19.4035712296907,18.1298872009357,19.1580779918248,2018/08/17
33.3333333333333,42.7083333333333,51.868836695467,19.6395602531082,18.1500991905439,19.1663284080308,2018/08/18
35.4166666666667,37.5,56.9143794108319,22.9145204094937,18.250258817959,19.2351818030247,2018/08/19
42.7083333333333,53.125,44.7305881640296,14.6303136143321,18.2874891719889,19.2650282811188,2018/08/20
53.125,58.3333333333333,42.4498216885049,12.5405542118662,18.3511197609223,19.3061079174104,2018/08/21
46.875,48.9583333333333,47.2311089074127,14.9222780505549,18.4493714971359,19.375487006212,2018/08/22
52.0833333333333,54.1666666666667,44.3869575744799,13.3560759521579,18.5346068319686,19.4318318668933,2018/08/23
38.5416666666667,42.7083333333333,52.3296101534374,19.4833699659256,18.5711186003844,19.4570304825398,2018/08/24
38.5416666666667,45.8333333333333,50.9724970045289,19.5766412907025,18.5925996593563,19.4658927851713,2018/08/25
44.7916666666667,46.875,52.9039335988971,19.0154363625697,18.6437746758251,19.5062350276866,2018/08/26
54.1666666666667,57.2916666666667,49.7276788595097,13.3578940858149,18.6139304368908,19.4739921538944,2018/08/27
54.1666666666667,64.5833333333333,44.1443978727314,13.2872774689526,18.6633256919087,19.5152316012013,2018/08/28
53.125,60.4166666666667,46.2890127053496,15.3818411745681,18.6832263837808,19.5309137025684,2018/08/29
62.5,66.6666666666667,40.2101647360473,14.4425746073298,18.6981498107017,19.5425141830798,2018/08/30
44.7916666666667,50,46.9320250803505,17.6353637075594,18.6810084850934,19.5341462831749,2018/08/31
