PIcoverRate,PIcoverRateBoot,MAPE,RMSE,PIWidth,PIWidthBoot,date
59.375,62.5,105.957390757126,17.0717501172445,26.5516443161099,27.2525229668813,2018/08/02
56.25,59.375,72.2249053967243,17.0010197112355,26.4697667181787,27.1834734686383,2018/08/03
55.2083333333333,59.375,73.7760104245765,18.4100329409482,26.2400445556871,27.0018894617994,2018/08/04
35.4166666666667,39.5833333333333,98.7202729055142,21.2917186624019,26.3082360939174,27.0555060251188,2018/08/05
54.1666666666667,60.4166666666667,122.021883185092,14.978383242773,26.275695830722,27.0321462143605,2018/08/06
57.2916666666667,57.2916666666667,135.354743729714,15.8760902404212,26.2590827347538,27.0244379760441,2018/08/07
53.125,58.3333333333333,77.8889370909373,17.5755333933373,26.2227399534727,26.9817517746137,2018/08/08
55.2083333333333,57.2916666666667,116.528720370594,14.1799288013152,26.1937145317505,26.9610228202776,2018/08/09
52.0833333333333,55.2083333333333,54.8885582778611,17.4098827435738,26.3134683778367,27.061449457098,2018/08/10
38.5416666666667,42.7083333333333,64.7552354614928,19.7301420619134,26.3061775230795,27.0619300830373,2018/08/11
42.7083333333333,44.7916666666667,79.9093341657886,22.0350904809999,26.2836175424486,27.0393460511303,2018/08/12
54.1666666666667,58.3333333333333,66.2990209124886,15.6582427315936,26.2788044081189,27.0365325930785,2018/08/13
58.3333333333333,62.5,51.0370946326816,16.8110155015204,26.263042017621,27.0276590391329,2018/08/14
36.4583333333333,36.4583333333333,78.9980259366178,20.9759245324304,26.2456388751979,27.0103081277699,2018/08/15
58.3333333333333,60.4166666666667,93.3475362208518,18.7362131361426,26.2293621858664,27.000515866135,2018/08/16
54.1666666666667,62.5,54.7972789480291,19.5282207613356,26.2086723352711,26.9955615713902,2018/08/17
52.0833333333333,57.2916666666667,61.9781357753649,21.923081967516,26.1957918566895,26.9780766032389,2018/08/18
38.5416666666667,44.7916666666667,72.677436182725,23.3142203852754,26.1726238575816,26.9458080060244,2018/08/19
54.1666666666667,59.375,64.8875088392109,16.8539239885825,26.225498823932,26.9911874695253,2018/08/20
55.2083333333333,57.2916666666667,77.9462100695055,17.5508950118743,26.211028980405,26.9733970700309,2018/08/21
55.2083333333333,58.3333333333333,59.4027209686354,17.2570739308624,26.2049860027089,26.9764634069334,2018/08/22
62.5,63.5416666666667,69.0693823728099,16.1941304805859,26.1902087704645,26.9580027536097,2018/08/23
55.2083333333333,57.2916666666667,53.752625662992,15.5558523074098,26.2314727137743,26.9894337752923,2018/08/24
38.5416666666667,39.5833333333333,79.2747050976154,22.6671666276307,26.2464822051534,26.9954136592647,2018/08/25
46.875,53.125,69.6795334551368,20.1002914622715,26.2704777050801,27.0125569157112,2018/08/26
57.2916666666667,59.375,73.2839050886352,15.2874730006641,26.261064354703,27.0141104211452,2018/08/27
54.1666666666667,61.4583333333333,73.7473960530629,16.5206199824075,26.2323426049243,26.97220979724,2018/08/28
45.8333333333333,55.2083333333333,82.881074077093,15.803415027083,26.2268605750384,26.9709169300721,2018/08/29
51.0416666666667,56.25,74.0237164464756,14.1242871445056,26.1645447382762,26.931684393078,2018/08/30
46.875,46.875,58.7035125675098,17.0646354507969,26.0600616451422,26.8290148065391,2018/08/31
