PIcoverRate,PIcoverRateBoot,MAPE,RMSE,PIWidth,PIWidthBoot,date
54.1666666666667,60.4166666666667,61.1613645669599,12.9913507266199,18.651940138907,19.5019921892774,2018/08/02
47.9166666666667,52.0833333333333,53.2834886553877,15.2652534682919,18.6832449807472,19.5233030622884,2018/08/03
39.5833333333333,46.875,66.4299361454972,16.8609330267665,18.6927744773511,19.5267507669054,2018/08/04
34.375,40.625,72.7266911641305,17.4503730869593,18.7064989030015,19.5417527311818,2018/08/05
57.2916666666667,59.375,82.3613379785794,11.1291259476109,18.6634925203169,19.5138243062153,2018/08/06
63.5416666666667,68.75,70.3119091633471,11.1118005358619,18.6584858113189,19.5073848695527,2018/08/07
55.2083333333333,62.5,47.6937656111699,13.5191623803723,18.5996761267596,19.4681251845129,2018/08/08
48.9583333333333,51.0416666666667,85.1832213746234,13.3550240028845,18.5478404450428,19.4308115399017,2018/08/09
41.6666666666667,42.7083333333333,49.7270040008282,16.6575660082351,18.5366740607407,19.4210555430861,2018/08/10
26.0416666666667,32.2916666666667,55.508982260105,19.4875031566197,18.6185821488777,19.4749714774875,2018/08/11
34.375,38.5416666666667,78.2153208570882,21.4869804134576,18.601643157899,19.4575183963505,2018/08/12
47.9166666666667,51.0416666666667,58.9493822704634,14.3102865365432,18.7252109473589,19.5488512418635,2018/08/13
33.3333333333333,38.5416666666667,54.5113096206301,20.4054381898265,18.7983122039465,19.6060600914018,2018/08/14
31.25,31.25,65.3034820986659,20.9522101622634,18.7518108792797,19.5679354746159,2018/08/15
64.5833333333333,68.75,46.5934800314565,11.7840316585111,18.7231825379678,19.5485500466625,2018/08/16
36.4583333333333,37.5,52.9448626909154,18.7263856258151,18.6730431325597,19.5102348686924,2018/08/17
37.5,44.7916666666667,49.8839212516032,18.823696975119,18.6353278456508,19.474853460739,2018/08/18
33.3333333333333,36.4583333333333,59.0224003362284,21.6892873718994,18.5912063730382,19.4511086344871,2018/08/19
50,51.0416666666667,45.3504826236199,14.5111410710954,18.5866677238725,19.4496713905175,2018/08/20
41.6666666666667,50,63.5397936738089,12.4312559216388,18.5897897522849,19.446586932871,2018/08/21
52.0833333333333,54.1666666666667,44.1600523655214,13.4126421640046,18.7343506943026,19.5486155069372,2018/08/22
52.0833333333333,58.3333333333333,58.213330994585,13.2389938352084,18.7334167294904,19.5550782858946,2018/08/23
32.2916666666667,38.5416666666667,52.9168509773359,17.6823405576517,18.7910901023897,19.6024143417605,2018/08/24
33.3333333333333,40.625,62.8794647953972,19.9802815196915,18.7939582176766,19.6033706917557,2018/08/25
44.7916666666667,46.875,54.2547119589341,17.8262629612544,18.9196955539462,19.7025978008272,2018/08/26
57.2916666666667,62.5,44.8766395202457,11.4571687799664,18.9913078501891,19.7444727760404,2018/08/27
55.2083333333333,57.2916666666667,51.4694977353251,13.0835341759406,18.9286028900941,19.6976532990601,2018/08/28
45.8333333333333,55.2083333333333,56.8833661185156,13.7037269873552,18.8436409884164,19.625946993906,2018/08/29
48.9583333333333,54.1666666666667,49.463040859683,13.672435217895,18.8738304524892,19.6336566788558,2018/08/30
40.625,42.7083333333333,52.5162828450706,16.9771283032431,18.8095785738786,19.5723732588084,2018/08/31
