BuildingIndex,Year,Month,Day,Hour,Quarter,DayInWeek,HolidayOrNot,ChargeDischargeKwh,SOCPercent
1,2017,9,2,14,1,0,0,20.118913,0
1,2017,9,2,14,2,0,0,16.116003,0
1,2017,9,2,14,3,0,0,16.926045,0
1,2017,9,2,15,0,0,0,19.369321,0
1,2017,9,2,15,1,0,0,13.771925,0
1,2017,9,2,15,2,0,0,7.196529,0
1,2017,9,2,15,3,0,0,7.130482,0
1,2017,9,2,16,0,0,0,7.298706,0
1,2017,9,2,16,1,0,0,12.922399,0
1,2017,9,2,16,2,0,0,13.633901,0
1,2017,9,2,16,3,0,0,18.337845,0
1,2017,9,2,17,0,0,0,16.320375,0
1,2017,9,2,17,1,0,0,18.427106,0
1,2017,9,2,17,2,0,0,20.839316,0
1,2017,9,2,17,3,0,0,23.648492,0
1,2017,9,2,18,0,0,0,23.264145,0
1,2017,9,2,18,1,0,0,18.330764,0
1,2017,9,2,18,2,0,0,15.127053,0
1,2017,9,2,18,3,0,0,9.875835,0
1,2017,9,2,19,0,0,0,11.417637,0
1,2017,9,2,19,1,0,0,7.847846,0
1,2017,9,2,19,2,0,0,6.896675,0
1,2017,9,2,19,3,0,0,15.896675,0
1,2017,9,2,20,0,0,0,2.066285,0
1,2017,9,2,20,1,0,0,2.173148,0
1,2017,9,2,20,2,0,0,13.013609,0
1,2017,9,2,20,3,0,0,21.333243,0
1,2017,9,2,21,0,0,0,26.886927,0
1,2017,9,2,21,1,0,0,21.99435,0
1,2017,9,2,21,2,0,0,9.457272,0
1,2017,9,2,21,3,0,0,10.096043,0
1,2017,9,2,22,0,0,0,8.773547,0
1,2017,9,2,22,1,0,0,17.441058,0
1,2017,9,2,22,2,0,0,12.547698,0
1,2017,9,2,22,3,0,0,8.594627,0
1,2017,9,2,23,0,0,0,3.752087,0
1,2017,9,2,23,1,0,0,9.980007,0
1,2017,9,2,23,2,0,0,7.575021,0
1,2017,9,2,23,3,0,0,4.905707,0
1,2017,9,3,0,0,0,0,1.998564,0
1,2017,9,3,0,1,0,0,8.9218,0
1,2017,9,3,0,2,0,0,14.021035,0
1,2017,9,3,0,3,0,0,18.504162,0
1,2017,9,3,1,0,0,0,20.739365,0
1,2017,9,3,1,1,0,0,26.389354,0
1,2017,9,3,1,2,0,0,23.39515,0
1,2017,9,3,1,3,0,0,24.782195,0
1,2017,9,3,2,0,0,0,25.497668,0
1,2017,9,3,2,1,0,0,16.187039,0
1,2017,9,3,2,2,0,0,12.177875,0
1,2017,9,3,2,3,0,0,12.308564,0
1,2017,9,3,3,0,0,0,5.723564,0
1,2017,9,3,3,1,0,0,2.743564,0
1,2017,9,3,3,2,0,0,6.670605,0
1,2017,9,3,3,3,0,0,8.905095,0
1,2017,9,3,4,0,0,0,16.483666,0
1,2017,9,3,4,1,0,0,6.527968,0
1,2017,9,3,4,2,0,0,19.515063,0
1,2017,9,3,4,3,0,0,22.279638,0
1,2017,9,3,5,0,0,0,14.901187,0
1,2017,9,3,5,1,0,0,6.335706,0
1,2017,9,3,5,2,0,0,6.404127,0
1,2017,9,3,5,3,0,0,8.839127,0
1,2017,9,3,6,0,0,0,7.621627,0
1,2017,9,3,6,1,0,0,2.751627,0
1,2017,9,3,6,2,0,0,11.519127,0
1,2017,9,3,6,3,0,0,12.684234,0
1,2017,9,3,7,0,0,0,17.833063,0
1,2017,9,3,7,1,0,0,5.705695,0
1,2017,9,3,7,2,0,0,14.166144,0
1,2017,9,3,7,3,0,0,13.022192,0
1,2017,9,3,8,0,0,0,8.484231,0
1,2017,9,3,8,1,0,0,5.01514,0
1,2017,9,3,8,2,0,0,6.58621,0
1,2017,9,3,8,3,0,0,8.794327,0
1,2017,9,3,9,0,0,0,12.840446,0
1,2017,9,3,9,1,0,0,11.816676,0
1,2017,9,3,9,2,0,0,4.845154,0
1,2017,9,3,9,3,0,0,7.313049,0
1,2017,9,3,10,0,0,0,3.97626,0
1,2017,9,3,10,1,0,0,2.204793,0
1,2017,9,3,10,2,0,0,2.612592,0
1,2017,9,3,10,3,0,0,2.401291,0
1,2017,9,3,11,0,0,0,13.254079,0
1,2017,9,3,11,1,0,0,3.159653,0
1,2017,9,3,11,2,0,0,4.82856,0
1,2017,9,3,11,3,0,0,14.912097,0
1,2017,9,3,12,0,0,0,6.583006,0
1,2017,9,3,12,1,0,0,15.102024,0
1,2017,9,3,12,2,0,0,14.65936,0
1,2017,9,3,12,3,0,0,13.959854,0
1,2017,9,3,13,0,0,0,10.33079,0
1,2017,9,3,13,1,0,0,6.199528,0
1,2017,9,3,13,2,0,0,12.995344,0
1,2017,9,3,13,3,0,0,8.707418,0
1,2017,9,3,14,0,0,0,13.522278,0
1,2017,9,3,14,1,0,0,29.44201,0
1,2017,9,3,14,2,0,0,26.27823,0
1,2017,9,3,14,3,0,0,15.499891,0
1,2017,9,3,15,0,0,0,6.757213,0
1,2017,9,3,15,1,0,0,6.206068,0
1,2017,9,3,15,2,0,0,12.292454,0
1,2017,9,3,15,3,0,0,21.812158,0
1,2017,9,3,16,0,0,0,14.58781,0
1,2017,9,3,16,1,0,0,14.932368,0
1,2017,9,3,16,2,0,0,14.087488,0
1,2017,9,3,16,3,0,0,15.853547,0
1,2017,9,3,17,0,0,0,7.425949,0
1,2017,9,3,17,1,0,0,4.894526,0
1,2017,9,3,17,2,0,0,1.473276,0
1,2017,9,3,17,3,0,0,4.036533,0
1,2017,9,3,18,0,0,0,2.772093,0
1,2017,9,3,18,1,0,0,1.345552,0
1,2017,9,3,18,2,0,0,3.64769,0
1,2017,9,3,18,3,0,0,17.603616,0
1,2017,9,3,19,0,0,0,14.823132,0
1,2017,9,3,19,1,0,0,15.991264,0
1,2017,9,3,19,2,0,0,22.45968,0
1,2017,9,3,19,3,0,0,8.67749,0
1,2017,9,3,20,0,0,0,15.1947,0
1,2017,9,3,20,1,0,0,13.885401,0
1,2017,9,3,20,2,0,0,9.489572,0
1,2017,9,3,20,3,0,0,8.833827,0
1,2017,9,3,21,0,0,0,9.683456,0
1,2017,9,3,21,1,0,0,14.657386,0
1,2017,9,3,21,2,0,0,18.31313,0
1,2017,9,3,21,3,0,0,15.742451,0
1,2017,9,3,22,0,0,0,17.657284,0
1,2017,9,3,22,1,0,0,5.775355,0
1,2017,9,3,22,2,0,0,2.499539,0
1,2017,9,3,22,3,0,0,2.499539,0
1,2017,9,3,23,0,0,0,4.701812,0
1,2017,9,3,23,1,0,0,8.717536,0
1,2017,9,3,23,2,0,0,12.571152,0
1,2017,9,3,23,3,0,0,15.957186,0
1,2017,9,4,0,0,0,0,9.083732,0
1,2017,9,4,0,1,0,0,6.659563,0
1,2017,9,4,0,2,0,0,10.14323,0
1,2017,9,4,0,3,0,0,10.720132,0
1,2017,9,4,1,0,0,0,15.497182,0
1,2017,9,4,1,1,0,0,12.352917,0
1,2017,9,4,1,2,0,0,8.656355,0
1,2017,9,4,1,3,0,0,2.67823,0
1,2017,9,4,2,0,0,0,2.67823,0
1,2017,9,4,2,1,0,0,7.789283,0
1,2017,9,4,2,2,0,0,8.357177,0
1,2017,9,4,2,3,0,0,2.67823,0
1,2017,9,4,3,0,0,0,2.67823,0
1,2017,9,4,3,1,0,0,2.67823,0
1,2017,9,4,3,2,0,0,2.67823,0
1,2017,9,4,3,3,0,0,2.67823,0
1,2017,9,4,4,0,0,0,2.67823,0
1,2017,9,4,4,1,0,0,6.116491,0
1,2017,9,4,4,2,0,0,11.273882,0
1,2017,9,4,4,3,0,0,3.824317,0
1,2017,9,4,5,0,0,0,2.67823,0
1,2017,9,4,5,1,0,0,7.22823,0
1,2017,9,4,5,2,0,0,6.31823,0
1,2017,9,4,5,3,0,0,2.67823,0
1,2017,9,4,6,0,0,0,7.835922,0
1,2017,9,4,6,1,0,0,6.76573,0
1,2017,9,4,6,2,0,0,2.67823,0
1,2017,9,4,6,3,0,0,10.285736,0
1,2017,9,4,7,0,0,0,2.621317,0
1,2017,9,4,7,1,0,0,3.416218,0
1,2017,9,4,7,2,0,0,3.048364,0
1,2017,9,4,7,3,0,0,2.696151,0
1,2017,9,4,8,0,0,0,4.281741,0
1,2017,9,4,8,1,0,0,7.387374,0
1,2017,9,4,8,2,0,0,7.888554,0
1,2017,9,4,8,3,0,0,6.252338,0
1,2017,9,4,9,0,0,0,15.182739,0
1,2017,9,4,9,1,0,0,13.810586,0
1,2017,9,4,9,2,0,0,18.826101,0
1,2017,9,4,9,3,0,0,11.108951,0
1,2017,9,4,10,0,0,0,20.808276,0
1,2017,9,4,10,1,0,0,21.504678,0
1,2017,9,4,10,2,0,0,17.047186,0
1,2017,9,4,10,3,0,0,17.415747,0
1,2017,9,4,11,0,0,0,10.951322,0
1,2017,9,4,11,1,0,0,10.239339,0
1,2017,9,4,11,2,0,0,17.567044,0
1,2017,9,4,11,3,0,0,15.586904,0
1,2017,9,4,12,0,0,0,18.365928,0
1,2017,9,4,12,1,0,0,15.609114,0
1,2017,9,4,12,2,0,0,8.453112,0
1,2017,9,4,12,3,0,0,7.194617,0
1,2017,9,4,13,0,0,0,NaN,0
1,2017,9,4,13,1,0,0,19.154427,0
1,2017,9,4,13,2,0,0,17.502358,0
1,2017,9,4,13,3,0,0,25.55601,0
1,2017,9,4,14,0,0,0,27.042164,0
1,2017,9,4,14,1,0,0,20.807181,0
1,2017,9,4,14,2,0,0,18.166819,0
1,2017,9,4,14,3,0,0,17.095758,0
1,2017,9,4,15,0,0,0,8.842395,0
1,2017,9,4,15,1,0,0,7.538472,0
1,2017,9,4,15,2,0,0,21.063268,0
1,2017,9,4,15,3,0,0,21.535163,0
1,2017,9,4,16,0,0,0,15.193725,0
1,2017,9,4,16,1,0,0,13.259874,0
1,2017,9,4,16,2,0,0,12.974715,0
1,2017,9,4,16,3,0,0,11.712858,0
1,2017,9,4,17,0,0,0,11.57829,0
1,2017,9,4,17,1,0,0,10.225453,0
1,2017,9,4,17,2,0,0,4.639838,0
1,2017,9,4,17,3,0,0,4.934251,0
1,2017,9,4,18,0,0,0,16.213381,0
1,2017,9,4,18,1,0,0,26.243566,0
1,2017,9,4,18,2,0,0,17.496271,0
1,2017,9,4,18,3,0,0,11.385901,0
1,2017,9,4,19,0,0,0,10.071431,0
1,2017,9,4,19,1,0,0,5.400652,0
1,2017,9,4,19,2,0,0,8.734535,0
1,2017,9,4,19,3,0,0,9.263348,0
1,2017,9,4,20,0,0,0,9.776228,0
1,2017,9,4,20,1,0,0,10.352737,0
1,2017,9,4,20,2,0,0,8.22357,0
1,2017,9,4,20,3,0,0,8.759043,0
1,2017,9,4,21,0,0,0,8.036973,0
1,2017,9,4,21,1,0,0,20.220289,0
1,2017,9,4,21,2,0,0,20.455373,0
1,2017,9,4,21,3,0,0,9.969752,0
1,2017,9,4,22,0,0,0,3.357348,0
1,2017,9,4,22,1,0,0,5.787348,0
1,2017,9,4,22,2,0,0,9.432348,0
1,2017,9,4,22,3,0,0,6.717348,0
1,2017,9,4,23,0,0,0,12.131395,0
1,2017,9,4,23,1,0,0,21.681847,0
1,2017,9,4,23,2,0,0,14.667495,0
1,2017,9,4,23,3,0,0,14.847939,0
1,2017,9,5,0,0,0,0,9.443062,0
1,2017,9,5,0,1,0,0,3.357348,0
1,2017,9,5,0,2,0,0,3.357348,0
1,2017,9,5,0,3,0,0,8.42949,0
1,2017,9,5,1,0,0,0,11.810919,0
1,2017,9,5,1,1,0,0,5.611633,0
1,2017,9,5,1,2,0,0,3.357348,0
1,2017,9,5,1,3,0,0,3.357348,0
1,2017,9,5,2,0,0,0,4.864848,0
1,2017,9,5,2,1,0,0,13.909848,0
1,2017,9,5,2,2,0,0,3.357348,0
1,2017,9,5,2,3,0,0,19.087899,0
1,2017,9,5,3,0,0,0,15.976796,0
1,2017,9,5,3,1,0,0,3.357348,0
1,2017,9,5,3,2,0,0,3.357348,0
1,2017,9,5,3,3,0,0,3.357348,0
1,2017,9,5,4,0,0,0,3.357348,0
1,2017,9,5,4,1,0,0,5.183818,0
1,2017,9,5,4,2,0,0,9.753604,0
1,2017,9,5,4,3,0,0,6.26462,0
1,2017,9,5,5,0,0,0,3.357348,0
1,2017,9,5,5,1,0,0,3.357348,0
1,2017,9,5,5,2,0,0,5.007348,0
1,2017,9,5,5,3,0,0,6.657348,0
1,2017,9,5,6,0,0,0,3.357348,0
1,2017,9,5,6,1,0,0,6.013062,0
1,2017,9,5,6,2,0,0,4.991633,0
1,2017,9,5,6,3,0,0,7.273085,0
1,2017,9,5,7,0,0,0,7.703293,0
1,2017,9,5,7,1,0,0,7.838084,0
1,2017,9,5,7,2,0,0,6.602817,0
1,2017,9,5,7,3,0,0,8.118089,0
1,2017,9,5,8,0,0,0,13.372703,0
1,2017,9,5,8,1,0,0,7.664217,0
1,2017,9,5,8,2,0,0,2.775972,0
1,2017,9,5,8,3,0,0,4.823281,0
1,2017,9,5,9,0,0,0,6.486184,0
1,2017,9,5,9,1,0,0,7.163853,0
1,2017,9,5,9,2,0,0,12.122021,0
1,2017,9,5,9,3,0,0,13.374175,0
1,2017,9,5,10,0,0,0,16.547978,0
1,2017,9,5,10,1,0,0,15.464041,0
1,2017,9,5,10,2,0,0,13.966676,0
1,2017,9,5,10,3,0,0,19.309749,0
1,2017,9,5,11,0,0,0,20.847364,0
1,2017,9,5,11,1,0,0,20.98571,0
1,2017,9,5,11,2,0,0,14.669985,0
1,2017,9,5,11,3,0,0,17.29577,0
1,2017,9,5,12,0,0,0,28.62638,0
1,2017,9,5,12,1,0,0,25.79041,0
1,2017,9,5,12,2,0,0,13.492822,0
1,2017,9,5,12,3,0,0,20.636993,0
1,2017,9,5,13,0,0,0,27.383011,0
1,2017,9,5,13,1,0,0,23.369562,0
1,2017,9,5,13,2,0,0,18.703661,0
1,2017,9,5,13,3,0,0,14.139163,0
1,2017,9,5,14,0,0,0,27.364387,0
1,2017,9,5,14,1,0,0,22.566575,0
1,2017,9,5,14,2,0,0,21.744196,0
1,2017,9,5,14,3,0,0,19.316827,0
1,2017,9,5,15,0,0,0,18.741811,0
1,2017,9,5,15,1,0,0,18.931973,0
1,2017,9,5,15,2,0,0,12.836383,0
1,2017,9,5,15,3,0,0,22.046564,0
1,2017,9,5,16,0,0,0,29.598702,0
1,2017,9,5,16,1,0,0,30.178674,0
1,2017,9,5,16,2,0,0,13.557281,0
1,2017,9,5,16,3,0,0,4.057164,0
1,2017,9,5,17,0,0,0,11.188282,0
1,2017,9,5,17,1,0,0,15.180338,0
1,2017,9,5,17,2,0,0,10.613476,0
1,2017,9,5,17,3,0,0,11.886036,0
1,2017,9,5,18,0,0,0,12.22353,0
1,2017,9,5,18,1,0,0,9.664546,0
1,2017,9,5,18,2,0,0,8.828555,0
1,2017,9,5,18,3,0,0,19.765319,0
1,2017,9,5,19,0,0,0,19.374614,0
1,2017,9,5,19,1,0,0,10.038477,0
1,2017,9,5,19,2,0,0,9.068257,0
1,2017,9,5,19,3,0,0,12.716208,0
1,2017,9,5,20,0,0,0,15.551457,0
1,2017,9,5,20,1,0,0,5.698766,0
1,2017,9,5,20,2,0,0,13.424443,0
1,2017,9,5,20,3,0,0,28.347743,0
1,2017,9,5,21,0,0,0,18.18943,0
1,2017,9,5,21,1,0,0,8.326981,0
1,2017,9,5,21,2,0,0,7.974096,0
1,2017,9,5,21,3,0,0,10.200854,0
1,2017,9,5,22,0,0,0,10.350003,0
1,2017,9,5,22,1,0,0,9.440837,0
1,2017,9,5,22,2,0,0,8.427503,0
1,2017,9,5,22,3,0,0,11.668863,0
1,2017,9,5,23,0,0,0,24.140288,0
1,2017,9,5,23,1,0,0,9.285859,0
1,2017,9,5,23,2,0,0,4.083265,0
1,2017,9,5,23,3,0,0,4.310314,0
