BuildingIndex,Year,Month,Day,Hour,Quarter,Hoursin,Hourcos,ChargeDischargeKwh,SOCPercent
1,2017,9,1,5,2,0.973578903,0.22835087,4.135385,0
1,2017,9,1,5,3,0.977045574,0.213030386,5.169231,0
1,2017,9,1,6,0,1,6.12574E-17,5.33362,0
1,2017,9,1,6,1,0.999876632,-0.015707317,5.591765,0
1,2017,9,1,6,2,0.99950656,-0.031410759,7.827778,0
1,2017,9,1,6,3,0.998889875,-0.047106451,0.982222,0
1,2017,9,1,7,0,0.965925826,-0.258819045,0.628678,0
1,2017,9,1,7,1,0.96174131,-0.273959219,4.435847,0
1,2017,9,1,7,2,0.957319498,-0.289031797,4.438015,0
1,2017,9,1,7,3,0.952661481,-0.304033061,7.231861,0
1,2017,9,1,8,0,0.866025404,-0.5,1.499197,0
1,2017,9,1,8,1,0.858064906,-0.513541252,2.427624,0
1,2017,9,1,8,2,0.849892693,-0.526955795,2.579716,0
1,2017,9,1,8,3,0.841510782,-0.54024032,4.516711,0
1,2017,9,1,9,0,0.707106781,-0.707106781,8.232035,0
1,2017,9,1,9,1,0.695912797,-0.718126298,11.190013,0
1,2017,9,1,9,2,0.684547106,-0.728968627,19.774865,0
1,2017,9,1,9,3,0.673012514,-0.739631095,17.128399,0
1,2017,9,1,10,0,0.5,-0.866025404,25.022402,0
1,2017,9,1,10,1,0.48633538,-0.873772223,22.720351,0
1,2017,9,1,10,2,0.472550765,-0.881303452,24.080489,0
1,2017,9,1,10,3,0.458649554,-0.888617233,13.531585,0
1,2017,9,1,11,0,0.258819045,-0.965925826,16.035048,0
1,2017,9,1,11,1,0.243615012,-0.969872015,17.629377,0
1,2017,9,1,11,2,0.22835087,-0.973578903,18.499643,0
1,2017,9,1,11,3,0.213030386,-0.977045574,12.957477,0
1,2017,9,1,12,0,1.22515E-16,-1,18.146812,0
1,2017,9,1,12,1,-0.015707317,-0.999876632,22.695824,0
1,2017,9,1,12,2,-0.031410759,-0.99950656,18.220104,0
1,2017,9,1,12,3,-0.047106451,-0.998889875,13.675253,0
1,2017,9,1,13,0,-0.258819045,-0.965925826,17.230368,0
1,2017,9,1,13,1,-0.273959219,-0.96174131,21.627937,0
1,2017,9,1,13,2,-0.289031797,-0.957319498,12.573814,0
1,2017,9,1,13,3,-0.304033061,-0.952661481,10.420225,0
1,2017,9,1,14,0,-0.5,-0.866025404,16.239766,0
1,2017,9,1,14,1,-0.513541252,-0.858064906,22.724447,0
1,2017,9,1,14,2,-0.526955795,-0.849892693,27.185117,0
1,2017,9,1,14,3,-0.54024032,-0.841510782,25.656616,0
1,2017,9,1,15,0,-0.707106781,-0.707106781,10.021255,0
1,2017,9,1,15,1,-0.718126298,-0.695912797,10.832063,0
1,2017,9,1,15,2,-0.728968627,-0.684547106,17.146704,0
1,2017,9,1,15,3,-0.739631095,-0.673012514,14.008547,0
1,2017,9,1,16,0,-0.866025404,-0.5,17.619256,0
1,2017,9,1,16,1,-0.873772223,-0.48633538,28.472024,0
1,2017,9,1,16,2,-0.881303452,-0.472550765,20.655371,0
1,2017,9,1,16,3,-0.888617233,-0.458649554,16.468765,0
1,2017,9,1,17,0,-0.965925826,-0.258819045,12.159648,0
1,2017,9,1,17,1,-0.969872015,-0.243615012,9.649744,0
1,2017,9,1,17,2,-0.973578903,-0.22835087,9.712818,0
1,2017,9,1,17,3,-0.977045574,-0.213030386,9.508399,0
1,2017,9,1,18,0,-1,-1.83772E-16,12.99281,0
1,2017,9,1,18,1,-0.999876632,0.015707317,9.339585,0
1,2017,9,1,18,2,-0.99950656,0.031410759,5.491997,0
1,2017,9,1,18,3,-0.998889875,0.047106451,14.337339,0
1,2017,9,1,19,0,-0.965925826,0.258819045,11.405339,0
1,2017,9,1,19,1,-0.96174131,0.273959219,4.844829,0
1,2017,9,1,19,2,-0.957319498,0.289031797,2.199108,0
1,2017,9,1,19,3,-0.952661481,0.304033061,17.941078,0
1,2017,9,1,20,0,-0.866025404,0.5,15.687139,0
1,2017,9,1,20,1,-0.858064906,0.513541252,5.409775,0
1,2017,9,1,20,2,-0.849892693,0.526955795,7.420445,0
1,2017,9,1,20,3,-0.841510782,0.54024032,11.886211,0
1,2017,9,1,21,0,-0.707106781,0.707106781,22.67126,0
1,2017,9,1,21,1,-0.695912797,0.718126298,23.214383,0
1,2017,9,1,21,2,-0.684547106,0.728968627,14.240952,0
1,2017,9,1,21,3,-0.673012514,0.739631095,18.424797,0
1,2017,9,1,22,0,-0.5,0.866025404,9.754382,0
1,2017,9,1,22,1,-0.48633538,0.873772223,23.447973,0
1,2017,9,1,22,2,-0.472550765,0.881303452,8.800195,0
1,2017,9,1,22,3,-0.458649554,0.888617233,7.543337,0
1,2017,9,1,23,0,-0.258819045,0.965925826,14.08046,0
1,2017,9,1,23,1,-0.243615012,0.969872015,10.402652,0
1,2017,9,1,23,2,-0.22835087,0.973578903,7.02053,0
1,2017,9,1,23,3,-0.213030386,0.977045574,8.07531,0
1,2017,9,2,0,0,0,1,8.842995,0
1,2017,9,2,0,1,0.015707317,0.999876632,17.087408,0
1,2017,9,2,0,2,0.031410759,0.99950656,15.308625,0
1,2017,9,2,0,3,0.047106451,0.998889875,11.092979,0
1,2017,9,2,1,0,0.258819045,0.965925826,23.943382,0
1,2017,9,2,1,1,0.273959219,0.96174131,26.097802,0
1,2017,9,2,1,2,0.289031797,0.957319498,23.573279,0
1,2017,9,2,1,3,0.304033061,0.952661481,26.002466,0
1,2017,9,2,2,0,0.5,0.866025404,16.852124,0
1,2017,9,2,2,1,0.513541252,0.858064906,16.040994,0
1,2017,9,2,2,2,0.526955795,0.849892693,9.579523,0
1,2017,9,2,2,3,0.54024032,0.841510782,8.560123,0
1,2017,9,2,3,0,0.707106781,0.707106781,12.466523,0
1,2017,9,2,3,1,0.718126298,0.695912797,9.494301,0
1,2017,9,2,3,2,0.728968627,0.684547106,7.964459,0
1,2017,9,2,3,3,0.739631095,0.673012514,8.545094,0
1,2017,9,2,4,0,0.866025404,0.5,15.232237,0
1,2017,9,2,4,1,0.873772223,0.48633538,9.096523,0
1,2017,9,2,4,2,0.881303452,0.472550765,10.11919,0
1,2017,9,2,4,3,0.888617233,0.458649554,11.696523,0
1,2017,9,2,5,0,0.965925826,0.258819045,7.373856,0
1,2017,9,2,5,1,0.969872015,0.243615012,5.85819,0
1,2017,9,2,5,2,0.973578903,0.22835087,9.170841,0
1,2017,9,2,5,3,0.977045574,0.213030386,9.13441,0
1,2017,9,2,6,0,1,6.12574E-17,9.877743,0
1,2017,9,2,6,1,0.999876632,-0.015707317,6.867743,0
1,2017,9,2,6,2,0.99950656,-0.031410759,3.427743,0
1,2017,9,2,6,3,0.998889875,-0.047106451,10.959994,0
1,2017,9,2,7,0,0.965925826,-0.258819045,10.651153,0
1,2017,9,2,7,1,0.96174131,-0.273959219,2.068397,0
1,2017,9,2,7,2,0.957319498,-0.289031797,1.989671,0
1,2017,9,2,7,3,0.952661481,-0.304033061,3.381405,0
1,2017,9,2,8,0,0.866025404,-0.5,4.068707,0
1,2017,9,2,8,1,0.858064906,-0.513541252,7.111565,0
1,2017,9,2,8,2,0.849892693,-0.526955795,5.171045,0
1,2017,9,2,8,3,0.841510782,-0.54024032,8.592863,0
1,2017,9,2,9,0,0.707106781,-0.707106781,9.830078,0
1,2017,9,2,9,1,0.695912797,-0.718126298,23.117784,0
1,2017,9,2,9,2,0.684547106,-0.728968627,9.234798,0
1,2017,9,2,9,3,0.673012514,-0.739631095,5.116495,0
1,2017,9,2,10,0,0.5,-0.866025404,5.638071,0
1,2017,9,2,10,1,0.48633538,-0.873772223,12.358899,0
1,2017,9,2,10,2,0.472550765,-0.881303452,17.459157,0
1,2017,9,2,10,3,0.458649554,-0.888617233,18.799746,0
1,2017,9,2,11,0,0.258819045,-0.965925826,11.7362,0
1,2017,9,2,11,1,0.243615012,-0.969872015,9.158269,0
1,2017,9,2,11,2,0.22835087,-0.973578903,22.987503,0
1,2017,9,2,11,3,0.213030386,-0.977045574,12.392586,0
1,2017,9,2,12,0,1.22515E-16,-1,7.935016,0
1,2017,9,2,12,1,-0.015707317,-0.999876632,10.035311,0
1,2017,9,2,12,2,-0.031410759,-0.99950656,12.980873,0
1,2017,9,2,12,3,-0.047106451,-0.998889875,10.434903,0
1,2017,9,2,13,0,-0.258819045,-0.965925826,19.027158,0
1,2017,9,2,13,1,-0.273959219,-0.96174131,20.140862,0
1,2017,9,2,13,2,-0.289031797,-0.957319498,18.988067,0
1,2017,9,2,13,3,-0.304033061,-0.952661481,18.181066,0
1,2017,9,2,14,0,-0.5,-0.866025404,13.951108,0
1,2017,9,2,14,1,-0.513541252,-0.858064906,20.118913,0
1,2017,9,2,14,2,-0.526955795,-0.849892693,16.116003,0
1,2017,9,2,14,3,-0.54024032,-0.841510782,16.926045,0
1,2017,9,2,15,0,-0.707106781,-0.707106781,19.369321,0
1,2017,9,2,15,1,-0.718126298,-0.695912797,13.771925,0
1,2017,9,2,15,2,-0.728968627,-0.684547106,7.196529,0
1,2017,9,2,15,3,-0.739631095,-0.673012514,7.130482,0
1,2017,9,2,16,0,-0.866025404,-0.5,7.298706,0
1,2017,9,2,16,1,-0.873772223,-0.48633538,12.922399,0
1,2017,9,2,16,2,-0.881303452,-0.472550765,13.633901,0
1,2017,9,2,16,3,-0.888617233,-0.458649554,18.337845,0
1,2017,9,2,17,0,-0.965925826,-0.258819045,16.320375,0
1,2017,9,2,17,1,-0.969872015,-0.243615012,18.427106,0
1,2017,9,2,17,2,-0.973578903,-0.22835087,20.839316,0
1,2017,9,2,17,3,-0.977045574,-0.213030386,23.648492,0
1,2017,9,2,18,0,-1,-1.83772E-16,23.264145,0
1,2017,9,2,18,1,-0.999876632,0.015707317,18.330764,0
1,2017,9,2,18,2,-0.99950656,0.031410759,15.127053,0
1,2017,9,2,18,3,-0.998889875,0.047106451,9.875835,0
1,2017,9,2,19,0,-0.965925826,0.258819045,11.417637,0
1,2017,9,2,19,1,-0.96174131,0.273959219,7.847846,0
1,2017,9,2,19,2,-0.957319498,0.289031797,6.896675,0
1,2017,9,2,19,3,-0.952661481,0.304033061,15.896675,0
1,2017,9,2,20,0,-0.866025404,0.5,2.066285,0
1,2017,9,2,20,1,-0.858064906,0.513541252,2.173148,0
1,2017,9,2,20,2,-0.849892693,0.526955795,13.013609,0
1,2017,9,2,20,3,-0.841510782,0.54024032,21.333243,0
1,2017,9,2,21,0,-0.707106781,0.707106781,26.886927,0
1,2017,9,2,21,1,-0.695912797,0.718126298,21.99435,0
1,2017,9,2,21,2,-0.684547106,0.728968627,9.457272,0
1,2017,9,2,21,3,-0.673012514,0.739631095,10.096043,0
1,2017,9,2,22,0,-0.5,0.866025404,8.773547,0
1,2017,9,2,22,1,-0.48633538,0.873772223,17.441058,0
1,2017,9,2,22,2,-0.472550765,0.881303452,12.547698,0
1,2017,9,2,22,3,-0.458649554,0.888617233,8.594627,0
1,2017,9,2,23,0,-0.258819045,0.965925826,3.752087,0
1,2017,9,2,23,1,-0.243615012,0.969872015,9.980007,0
1,2017,9,2,23,2,-0.22835087,0.973578903,7.575021,0
1,2017,9,2,23,3,-0.213030386,0.977045574,4.905707,0
1,2017,9,3,0,0,0,1,1.998564,0
1,2017,9,3,0,1,0.015707317,0.999876632,8.9218,0
1,2017,9,3,0,2,0.031410759,0.99950656,14.021035,0
1,2017,9,3,0,3,0.047106451,0.998889875,18.504162,0
1,2017,9,3,1,0,0.258819045,0.965925826,20.739365,0
1,2017,9,3,1,1,0.273959219,0.96174131,26.389354,0
1,2017,9,3,1,2,0.289031797,0.957319498,23.39515,0
1,2017,9,3,1,3,0.304033061,0.952661481,24.782195,0
1,2017,9,3,2,0,0.5,0.866025404,25.497668,0
1,2017,9,3,2,1,0.513541252,0.858064906,16.187039,0
1,2017,9,3,2,2,0.526955795,0.849892693,12.177875,0
1,2017,9,3,2,3,0.54024032,0.841510782,12.308564,0
1,2017,9,3,3,0,0.707106781,0.707106781,5.723564,0
1,2017,9,3,3,1,0.718126298,0.695912797,2.743564,0
1,2017,9,3,3,2,0.728968627,0.684547106,6.670605,0
1,2017,9,3,3,3,0.739631095,0.673012514,8.905095,0
1,2017,9,3,4,0,0.866025404,0.5,16.483666,0
1,2017,9,3,4,1,0.873772223,0.48633538,6.527968,0
1,2017,9,3,4,2,0.881303452,0.472550765,19.515063,0
1,2017,9,3,4,3,0.888617233,0.458649554,22.279638,0
1,2017,9,3,5,0,0.965925826,0.258819045,14.901187,0
1,2017,9,3,5,1,0.969872015,0.243615012,6.335706,0
1,2017,9,3,5,2,0.973578903,0.22835087,6.404127,0
1,2017,9,3,5,3,0.977045574,0.213030386,8.839127,0
1,2017,9,3,6,0,1,6.12574E-17,7.621627,0
1,2017,9,3,6,1,0.999876632,-0.015707317,2.751627,0
1,2017,9,3,6,2,0.99950656,-0.031410759,11.519127,0
1,2017,9,3,6,3,0.998889875,-0.047106451,12.684234,0
1,2017,9,3,7,0,0.965925826,-0.258819045,17.833063,0
1,2017,9,3,7,1,0.96174131,-0.273959219,5.705695,0
1,2017,9,3,7,2,0.957319498,-0.289031797,14.166144,0
1,2017,9,3,7,3,0.952661481,-0.304033061,13.022192,0
1,2017,9,3,8,0,0.866025404,-0.5,8.484231,0
1,2017,9,3,8,1,0.858064906,-0.513541252,5.01514,0
1,2017,9,3,8,2,0.849892693,-0.526955795,6.58621,0
1,2017,9,3,8,3,0.841510782,-0.54024032,8.794327,0
1,2017,9,3,9,0,0.707106781,-0.707106781,12.840446,0
1,2017,9,3,9,1,0.695912797,-0.718126298,11.816676,0
1,2017,9,3,9,2,0.684547106,-0.728968627,4.845154,0
1,2017,9,3,9,3,0.673012514,-0.739631095,7.313049,0
1,2017,9,3,10,0,0.5,-0.866025404,3.97626,0
1,2017,9,3,10,1,0.48633538,-0.873772223,2.204793,0
1,2017,9,3,10,2,0.472550765,-0.881303452,2.612592,0
1,2017,9,3,10,3,0.458649554,-0.888617233,2.401291,0
1,2017,9,3,11,0,0.258819045,-0.965925826,13.254079,0
1,2017,9,3,11,1,0.243615012,-0.969872015,3.159653,0
1,2017,9,3,11,2,0.22835087,-0.973578903,4.82856,0
1,2017,9,3,11,3,0.213030386,-0.977045574,14.912097,0
1,2017,9,3,12,0,1.22515E-16,-1,6.583006,0
1,2017,9,3,12,1,-0.015707317,-0.999876632,15.102024,0
1,2017,9,3,12,2,-0.031410759,-0.99950656,14.65936,0
1,2017,9,3,12,3,-0.047106451,-0.998889875,13.959854,0
1,2017,9,3,13,0,-0.258819045,-0.965925826,10.33079,0
1,2017,9,3,13,1,-0.273959219,-0.96174131,6.199528,0
1,2017,9,3,13,2,-0.289031797,-0.957319498,12.995344,0
1,2017,9,3,13,3,-0.304033061,-0.952661481,8.707418,0
1,2017,9,3,14,0,-0.5,-0.866025404,13.522278,0
1,2017,9,3,14,1,-0.513541252,-0.858064906,29.44201,0
1,2017,9,3,14,2,-0.526955795,-0.849892693,26.27823,0
1,2017,9,3,14,3,-0.54024032,-0.841510782,15.499891,0
1,2017,9,3,15,0,-0.707106781,-0.707106781,6.757213,0
1,2017,9,3,15,1,-0.718126298,-0.695912797,6.206068,0
1,2017,9,3,15,2,-0.728968627,-0.684547106,12.292454,0
1,2017,9,3,15,3,-0.739631095,-0.673012514,21.812158,0
1,2017,9,3,16,0,-0.866025404,-0.5,14.58781,0
1,2017,9,3,16,1,-0.873772223,-0.48633538,14.932368,0
1,2017,9,3,16,2,-0.881303452,-0.472550765,14.087488,0
1,2017,9,3,16,3,-0.888617233,-0.458649554,15.853547,0
1,2017,9,3,17,0,-0.965925826,-0.258819045,7.425949,0
1,2017,9,3,17,1,-0.969872015,-0.243615012,4.894526,0
1,2017,9,3,17,2,-0.973578903,-0.22835087,1.473276,0
1,2017,9,3,17,3,-0.977045574,-0.213030386,4.036533,0
1,2017,9,3,18,0,-1,-1.83772E-16,2.772093,0
1,2017,9,3,18,1,-0.999876632,0.015707317,1.345552,0
1,2017,9,3,18,2,-0.99950656,0.031410759,3.64769,0
1,2017,9,3,18,3,-0.998889875,0.047106451,17.603616,0
1,2017,9,3,19,0,-0.965925826,0.258819045,14.823132,0
1,2017,9,3,19,1,-0.96174131,0.273959219,15.991264,0
1,2017,9,3,19,2,-0.957319498,0.289031797,22.45968,0
1,2017,9,3,19,3,-0.952661481,0.304033061,8.67749,0
1,2017,9,3,20,0,-0.866025404,0.5,15.1947,0
1,2017,9,3,20,1,-0.858064906,0.513541252,13.885401,0
1,2017,9,3,20,2,-0.849892693,0.526955795,9.489572,0
1,2017,9,3,20,3,-0.841510782,0.54024032,8.833827,0
1,2017,9,3,21,0,-0.707106781,0.707106781,9.683456,0
1,2017,9,3,21,1,-0.695912797,0.718126298,14.657386,0
1,2017,9,3,21,2,-0.684547106,0.728968627,18.31313,0
1,2017,9,3,21,3,-0.673012514,0.739631095,15.742451,0
1,2017,9,3,22,0,-0.5,0.866025404,17.657284,0
1,2017,9,3,22,1,-0.48633538,0.873772223,5.775355,0
1,2017,9,3,22,2,-0.472550765,0.881303452,2.499539,0
1,2017,9,3,22,3,-0.458649554,0.888617233,2.499539,0
1,2017,9,3,23,0,-0.258819045,0.965925826,4.701812,0
1,2017,9,3,23,1,-0.243615012,0.969872015,8.717536,0
1,2017,9,3,23,2,-0.22835087,0.973578903,12.571152,0
1,2017,9,3,23,3,-0.213030386,0.977045574,15.957186,0
1,2017,9,4,0,0,0,1,9.083732,0
1,2017,9,4,0,1,0.015707317,0.999876632,6.659563,0
1,2017,9,4,0,2,0.031410759,0.99950656,10.14323,0
1,2017,9,4,0,3,0.047106451,0.998889875,10.720132,0
1,2017,9,4,1,0,0.258819045,0.965925826,15.497182,0
1,2017,9,4,1,1,0.273959219,0.96174131,12.352917,0
1,2017,9,4,1,2,0.289031797,0.957319498,8.656355,0
1,2017,9,4,1,3,0.304033061,0.952661481,2.67823,0
1,2017,9,4,2,0,0.5,0.866025404,2.67823,0
1,2017,9,4,2,1,0.513541252,0.858064906,7.789283,0
1,2017,9,4,2,2,0.526955795,0.849892693,8.357177,0
1,2017,9,4,2,3,0.54024032,0.841510782,2.67823,0
1,2017,9,4,3,0,0.707106781,0.707106781,2.67823,0
1,2017,9,4,3,1,0.718126298,0.695912797,2.67823,0
1,2017,9,4,3,2,0.728968627,0.684547106,2.67823,0
1,2017,9,4,3,3,0.739631095,0.673012514,2.67823,0
1,2017,9,4,4,0,0.866025404,0.5,2.67823,0
1,2017,9,4,4,1,0.873772223,0.48633538,6.116491,0
1,2017,9,4,4,2,0.881303452,0.472550765,11.273882,0
1,2017,9,4,4,3,0.888617233,0.458649554,3.824317,0
1,2017,9,4,5,0,0.965925826,0.258819045,2.67823,0
1,2017,9,4,5,1,0.969872015,0.243615012,7.22823,0
1,2017,9,4,5,2,0.973578903,0.22835087,6.31823,0
1,2017,9,4,5,3,0.977045574,0.213030386,2.67823,0
1,2017,9,4,6,0,1,6.12574E-17,7.835922,0
1,2017,9,4,6,1,0.999876632,-0.015707317,6.76573,0
1,2017,9,4,6,2,0.99950656,-0.031410759,2.67823,0
1,2017,9,4,6,3,0.998889875,-0.047106451,10.285736,0
1,2017,9,4,7,0,0.965925826,-0.258819045,2.621317,0
1,2017,9,4,7,1,0.96174131,-0.273959219,3.416218,0
1,2017,9,4,7,2,0.957319498,-0.289031797,3.048364,0
1,2017,9,4,7,3,0.952661481,-0.304033061,2.696151,0
1,2017,9,4,8,0,0.866025404,-0.5,4.281741,0
1,2017,9,4,8,1,0.858064906,-0.513541252,7.387374,0
1,2017,9,4,8,2,0.849892693,-0.526955795,7.888554,0
1,2017,9,4,8,3,0.841510782,-0.54024032,6.252338,0
1,2017,9,4,9,0,0.707106781,-0.707106781,15.182739,0
1,2017,9,4,9,1,0.695912797,-0.718126298,13.810586,0
1,2017,9,4,9,2,0.684547106,-0.728968627,18.826101,0
1,2017,9,4,9,3,0.673012514,-0.739631095,11.108951,0
1,2017,9,4,10,0,0.5,-0.866025404,20.808276,0
1,2017,9,4,10,1,0.48633538,-0.873772223,21.504678,0
1,2017,9,4,10,2,0.472550765,-0.881303452,17.047186,0
1,2017,9,4,10,3,0.458649554,-0.888617233,17.415747,0
1,2017,9,4,11,0,0.258819045,-0.965925826,10.951322,0
1,2017,9,4,11,1,0.243615012,-0.969872015,10.239339,0
1,2017,9,4,11,2,0.22835087,-0.973578903,17.567044,0
1,2017,9,4,11,3,0.213030386,-0.977045574,15.586904,0
1,2017,9,4,12,0,1.22515E-16,-1,18.365928,0
1,2017,9,4,12,1,-0.015707317,-0.999876632,15.609114,0
1,2017,9,4,12,2,-0.031410759,-0.99950656,8.453112,0
1,2017,9,4,12,3,-0.047106451,-0.998889875,7.194617,0
1,2017,9,4,13,0,-0.258819045,-0.965925826,NaN,0
1,2017,9,4,13,1,-0.273959219,-0.96174131,19.154427,0
1,2017,9,4,13,2,-0.289031797,-0.957319498,17.502358,0
1,2017,9,4,13,3,-0.304033061,-0.952661481,25.55601,0
1,2017,9,4,14,0,-0.5,-0.866025404,27.042164,0
1,2017,9,4,14,1,-0.513541252,-0.858064906,20.807181,0
1,2017,9,4,14,2,-0.526955795,-0.849892693,18.166819,0
1,2017,9,4,14,3,-0.54024032,-0.841510782,17.095758,0
1,2017,9,4,15,0,-0.707106781,-0.707106781,8.842395,0
1,2017,9,4,15,1,-0.718126298,-0.695912797,7.538472,0
1,2017,9,4,15,2,-0.728968627,-0.684547106,21.063268,0
1,2017,9,4,15,3,-0.739631095,-0.673012514,21.535163,0
1,2017,9,4,16,0,-0.866025404,-0.5,15.193725,0
1,2017,9,4,16,1,-0.873772223,-0.48633538,13.259874,0
1,2017,9,4,16,2,-0.881303452,-0.472550765,12.974715,0
1,2017,9,4,16,3,-0.888617233,-0.458649554,11.712858,0
1,2017,9,4,17,0,-0.965925826,-0.258819045,11.57829,0
1,2017,9,4,17,1,-0.969872015,-0.243615012,10.225453,0
1,2017,9,4,17,2,-0.973578903,-0.22835087,4.639838,0
1,2017,9,4,17,3,-0.977045574,-0.213030386,4.934251,0
1,2017,9,4,18,0,-1,-1.83772E-16,16.213381,0
1,2017,9,4,18,1,-0.999876632,0.015707317,26.243566,0
1,2017,9,4,18,2,-0.99950656,0.031410759,17.496271,0
1,2017,9,4,18,3,-0.998889875,0.047106451,11.385901,0
1,2017,9,4,19,0,-0.965925826,0.258819045,10.071431,0
1,2017,9,4,19,1,-0.96174131,0.273959219,5.400652,0
1,2017,9,4,19,2,-0.957319498,0.289031797,8.734535,0
1,2017,9,4,19,3,-0.952661481,0.304033061,9.263348,0
1,2017,9,4,20,0,-0.866025404,0.5,9.776228,0
1,2017,9,4,20,1,-0.858064906,0.513541252,10.352737,0
1,2017,9,4,20,2,-0.849892693,0.526955795,8.22357,0
1,2017,9,4,20,3,-0.841510782,0.54024032,8.759043,0
1,2017,9,4,21,0,-0.707106781,0.707106781,8.036973,0
1,2017,9,4,21,1,-0.695912797,0.718126298,20.220289,0
1,2017,9,4,21,2,-0.684547106,0.728968627,20.455373,0
1,2017,9,4,21,3,-0.673012514,0.739631095,9.969752,0
1,2017,9,4,22,0,-0.5,0.866025404,3.357348,0
1,2017,9,4,22,1,-0.48633538,0.873772223,5.787348,0
1,2017,9,4,22,2,-0.472550765,0.881303452,9.432348,0
1,2017,9,4,22,3,-0.458649554,0.888617233,6.717348,0
1,2017,9,4,23,0,-0.258819045,0.965925826,12.131395,0
1,2017,9,4,23,1,-0.243615012,0.969872015,21.681847,0
1,2017,9,4,23,2,-0.22835087,0.973578903,14.667495,0
1,2017,9,4,23,3,-0.213030386,0.977045574,14.847939,0
1,2017,9,5,0,0,0,1,9.443062,0
1,2017,9,5,0,1,0.015707317,0.999876632,3.357348,0
1,2017,9,5,0,2,0.031410759,0.99950656,3.357348,0
1,2017,9,5,0,3,0.047106451,0.998889875,8.42949,0
1,2017,9,5,1,0,0.258819045,0.965925826,11.810919,0
1,2017,9,5,1,1,0.273959219,0.96174131,5.611633,0
1,2017,9,5,1,2,0.289031797,0.957319498,3.357348,0
1,2017,9,5,1,3,0.304033061,0.952661481,3.357348,0
1,2017,9,5,2,0,0.5,0.866025404,4.864848,0
1,2017,9,5,2,1,0.513541252,0.858064906,13.909848,0
1,2017,9,5,2,2,0.526955795,0.849892693,3.357348,0
1,2017,9,5,2,3,0.54024032,0.841510782,19.087899,0
1,2017,9,5,3,0,0.707106781,0.707106781,15.976796,0
1,2017,9,5,3,1,0.718126298,0.695912797,3.357348,0
1,2017,9,5,3,2,0.728968627,0.684547106,3.357348,0
1,2017,9,5,3,3,0.739631095,0.673012514,3.357348,0
1,2017,9,5,4,0,0.866025404,0.5,3.357348,0
1,2017,9,5,4,1,0.873772223,0.48633538,5.183818,0
1,2017,9,5,4,2,0.881303452,0.472550765,9.753604,0
1,2017,9,5,4,3,0.888617233,0.458649554,6.26462,0
1,2017,9,5,5,0,0.965925826,0.258819045,3.357348,0
1,2017,9,5,5,1,0.969872015,0.243615012,3.357348,0
1,2017,9,5,5,2,0.973578903,0.22835087,5.007348,0
1,2017,9,5,5,3,0.977045574,0.213030386,6.657348,0
1,2017,9,5,6,0,1,6.12574E-17,3.357348,0
1,2017,9,5,6,1,0.999876632,-0.015707317,6.013062,0
1,2017,9,5,6,2,0.99950656,-0.031410759,4.991633,0
1,2017,9,5,6,3,0.998889875,-0.047106451,7.273085,0
1,2017,9,5,7,0,0.965925826,-0.258819045,7.703293,0
1,2017,9,5,7,1,0.96174131,-0.273959219,7.838084,0
1,2017,9,5,7,2,0.957319498,-0.289031797,6.602817,0
1,2017,9,5,7,3,0.952661481,-0.304033061,8.118089,0
1,2017,9,5,8,0,0.866025404,-0.5,13.372703,0
1,2017,9,5,8,1,0.858064906,-0.513541252,7.664217,0
1,2017,9,5,8,2,0.849892693,-0.526955795,2.775972,0
1,2017,9,5,8,3,0.841510782,-0.54024032,4.823281,0
1,2017,9,5,9,0,0.707106781,-0.707106781,6.486184,0
1,2017,9,5,9,1,0.695912797,-0.718126298,7.163853,0
1,2017,9,5,9,2,0.684547106,-0.728968627,12.122021,0
1,2017,9,5,9,3,0.673012514,-0.739631095,13.374175,0
1,2017,9,5,10,0,0.5,-0.866025404,16.547978,0
1,2017,9,5,10,1,0.48633538,-0.873772223,15.464041,0
1,2017,9,5,10,2,0.472550765,-0.881303452,13.966676,0
1,2017,9,5,10,3,0.458649554,-0.888617233,19.309749,0
1,2017,9,5,11,0,0.258819045,-0.965925826,20.847364,0
1,2017,9,5,11,1,0.243615012,-0.969872015,20.98571,0
1,2017,9,5,11,2,0.22835087,-0.973578903,14.669985,0
1,2017,9,5,11,3,0.213030386,-0.977045574,17.29577,0
1,2017,9,5,12,0,1.22515E-16,-1,28.62638,0
1,2017,9,5,12,1,-0.015707317,-0.999876632,25.79041,0
1,2017,9,5,12,2,-0.031410759,-0.99950656,13.492822,0
1,2017,9,5,12,3,-0.047106451,-0.998889875,20.636993,0
1,2017,9,5,13,0,-0.258819045,-0.965925826,27.383011,0
1,2017,9,5,13,1,-0.273959219,-0.96174131,23.369562,0
1,2017,9,5,13,2,-0.289031797,-0.957319498,18.703661,0
1,2017,9,5,13,3,-0.304033061,-0.952661481,14.139163,0
1,2017,9,5,14,0,-0.5,-0.866025404,27.364387,0
1,2017,9,5,14,1,-0.513541252,-0.858064906,22.566575,0
1,2017,9,5,14,2,-0.526955795,-0.849892693,21.744196,0
1,2017,9,5,14,3,-0.54024032,-0.841510782,19.316827,0
1,2017,9,5,15,0,-0.707106781,-0.707106781,18.741811,0
1,2017,9,5,15,1,-0.718126298,-0.695912797,18.931973,0
1,2017,9,5,15,2,-0.728968627,-0.684547106,12.836383,0
1,2017,9,5,15,3,-0.739631095,-0.673012514,22.046564,0
