PIcoverRate,PIcoverRateBoot,MAPE,RMSE,PIWidth,PIWidthBoot,date
42.7083333333333,50,119.394305041096,23.2786938335446,26.3702235872384,27.3362637562498,2018/08/02
42.7083333333333,48.9583333333333,94.1511453927743,23.1440703758266,26.3576874029432,27.3225784819808,2018/08/03
45.8333333333333,53.125,84.2696768363902,22.9903707181119,26.2133475184568,27.2093262515359,2018/08/04
33.3333333333333,33.3333333333333,102.558992991121,24.4046610837789,26.3021749548585,27.2761071852102,2018/08/05
45.8333333333333,52.0833333333333,147.001024547975,21.4328094949299,26.2575108470691,27.2554285353856,2018/08/06
44.7916666666667,52.0833333333333,154.656470126476,22.4374554446895,26.2432708579529,27.2420266355269,2018/08/07
41.6666666666667,46.875,102.0464148778,23.8893643661414,26.2309673647338,27.2333626590032,2018/08/08
46.875,53.125,124.789882253834,20.4736290897248,26.2253277801504,27.2339782499536,2018/08/09
42.7083333333333,46.875,63.3220307352283,22.7994411546751,26.2371617039161,27.2430624181954,2018/08/10
34.375,39.5833333333333,73.5507901654451,23.8192952135118,26.3318090028202,27.3015776329454,2018/08/11
36.4583333333333,40.625,92.2787423595598,26.5249960656248,26.3909674076579,27.3314911234331,2018/08/12
45.8333333333333,53.125,83.6391027860454,22.3222329931756,26.4100880476051,27.3456630973116,2018/08/13
39.5833333333333,47.9166666666667,56.1793707861778,19.5752713026918,26.4237974066688,27.3738195492141,2018/08/14
32.2916666666667,32.2916666666667,103.338973087889,25.8173548305373,26.4298617618213,27.3751708839791,2018/08/15
43.75,51.0416666666667,116.039167256092,24.9955436930579,26.4381543413633,27.3901825978323,2018/08/16
52.0833333333333,57.2916666666667,63.6810030875421,23.8529299880171,26.4430537589187,27.3994217940908,2018/08/17
36.4583333333333,39.5833333333333,71.9401850408213,26.3969868879167,26.4450955157144,27.4032679669757,2018/08/18
34.375,36.4583333333333,79.5064220409342,27.5935785133689,26.4395004450886,27.3916776874153,2018/08/19
43.75,48.9583333333333,83.706729855168,22.7896686791354,26.4437288222419,27.4007774764186,2018/08/20
40.625,47.9166666666667,96.8507968037107,23.8886686964196,26.4183308267638,27.3706105556275,2018/08/21
35.4166666666667,41.6666666666667,81.5780908762842,23.9230727319156,26.419210021028,27.3839211622722,2018/08/22
44.7916666666667,52.0833333333333,84.5065931551472,22.8074044995318,26.4371596887685,27.3933499292852,2018/08/23
44.7916666666667,51.0416666666667,57.6760998534873,19.7317290399956,26.4816223030194,27.4306863218308,2018/08/24
37.5,40.625,110.146036822872,29.2587243985151,26.5191126102145,27.4602079598853,2018/08/25
38.5416666666667,42.7083333333333,87.9024792504018,25.7477310600435,26.5395763771565,27.4708838043637,2018/08/26
47.9166666666667,53.125,94.5526566757717,23.1171192801538,26.5563637205822,27.485906684571,2018/08/27
45.8333333333333,52.0833333333333,96.9854074816052,24.1258519386177,26.5701435441408,27.4769746254132,2018/08/28
37.5,42.7083333333333,100.883043165117,22.619722287868,26.5732448674475,27.4707681782643,2018/08/29
44.7916666666667,56.25,84.0338451730463,20.6142517162502,26.6131059394829,27.4776828853907,2018/08/30
38.5416666666667,45.8333333333333,70.6786727579645,23.3917218481636,26.6482938974832,27.4758769508298,2018/08/31
