BuildingIndex,Year,Month,Day,Hour,Quarter,DayInWeek,HolidayOrNot,IndEnergy_1,IndEnergy_2,IndEnergy_3,IndSOC_1,IndSOC_2,IndSOC_3,EnsembleEnergy,EnsembleSOC,EnergyPImean,EnergyPImin,EnergyPImax,EnergyPIBootmin,EnergyPIBootmax,SOCPImean,SOCPImin,SOCPImax,EnergyDemand,SOC
1,2018,8,24,10,2,0,0,20.7062919482759,10.9826059341431,16.940179853181,0,0.0110565796494484,0,16.0991260796218,0.00332660547373054,13.2552584133743,0.94948298629922,25.5610338404494,0.827228557750219,26.0212869770166,0.00332660547373054,0.00332660547373054,0.00332660547373055,31.756246,0
1,2018,8,24,10,3,0,0,20.7062919482759,10.9859056472778,16.9364150409628,0,0.0110565945506096,0,16.1001499834117,0.00332660995705956,13.3233850939745,0.558445646054841,26.0883245418941,0.633360377540522,26.5225468057219,0.00332660995705956,0.00332660995705956,0.00332660995705956,33.022296,0
1,2018,8,24,11,0,0,0,20.7062919482759,10.9884166717529,15.944931781086,0,0.0110565796494484,0,24.4146799312116,0.00332660547373054,25.147459973661,12.4834491192027,37.8114708281193,12.6334789858027,37.6775422441477,0.00332660547373054,0.00332660547373054,0.00332660547373055,33.844285,0
1,2018,8,24,11,1,0,0,20.7062919482759,10.9922962188721,16.0207944787465,0,0.0110565945506096,0,24.5308399441567,0.00332660995705956,25.4330698490343,13.1640069756005,37.7021327224681,13.3265769974514,37.5535235445614,0.00332660995705956,0.00332660995705956,0.00332660995705956,33.285119,0
1,2018,8,24,11,2,0,0,20.7062919482759,10.9965648651123,17.4895388795169,0,0.0110565945506096,0,26.7797629836459,0.00332660995705956,27.16102719478,15.9006431098804,38.4214112796795,16.0236557094218,38.3120146817999,0.00332660995705956,0.00332660995705956,0.00332660995705956,34.285304,0
1,2018,8,24,11,3,0,0,20.7062919482759,11.001256942749,18.3837233549127,0,0.0110565945506096,0,28.1489270582231,0.00332660995705956,29.0625303323961,16.9698711893486,41.1551894754437,17.1023568238195,40.9933459044517,0.00332660995705956,0.00332660995705956,0.00332660995705956,44.623385,0
1,2018,8,24,12,0,0,0,20.7062919482759,11.0048265457153,16.1144029904777,0,0.0110565796494484,0,29.7733790216462,0.00332660547373054,34.1172806351634,23.2894703989072,44.9450908714195,23.3928075726325,44.8273467564848,0.00332660547373054,0.00332660547373054,0.00332660547373055,41.348678,0
1,2018,8,24,12,1,0,0,20.7062919482759,11.0103349685669,16.3223189291631,0,0.0110565945506096,0,30.1575297749059,0.00332660995705956,32.5528560574812,19.77864137024,45.3270707447224,19.910153195043,45.1854351467692,0.00332660995705956,0.00332660995705956,0.00332660995705956,48.272767,0
1,2018,8,24,12,2,0,0,20.7062919482759,11.0163898468018,18.0425584601471,0,0.0110565945506096,0,33.3358878930609,0.00332660995705956,35.2136920429734,21.2790423903167,49.1483416956301,21.4513105141671,48.9654866878216,0.00332660995705956,0.00332660995705956,0.00332660995705956,50.651733,0
1,2018,8,24,12,3,0,0,20.7062919482759,11.0230407714844,19.3308639235719,0,0.0110565945506096,0,35.7161936903572,0.00332660995705956,36.7683896737819,23.139329097519,50.3974502500449,23.338065835589,50.187039430875,0.00332660995705956,0.00332660995705956,0.00332660995705956,62.854973,0
1,2018,8,24,13,0,0,0,20.7062919482759,11.0280952453613,16.3773786338729,0,0.0110565945506096,0,25.7135925739526,0.00332660995705956,27.6258974441965,12.988573290021,42.2632215983721,5.64837334934606,14.9829290303487,0.00332660995705956,0.00332660995705956,0.00332660995705956,42.868573,0
1,2018,8,24,13,1,0,0,20.7062919482759,11.0358858108521,16.8348578744028,0,0.0110565945506096,0,25.8534645362824,0.00332660995705956,28.6150681671976,16.7752881311124,40.4548482032829,16.934847886517,40.3373307419879,0.00332660995705956,0.00332660995705956,0.00332660995705956,35.570912,0
1,2018,8,24,13,2,0,0,20.7062919482759,11.0444383621216,18.5380134027071,0,0.0110566094517708,0,26.3741957187969,0.00332661444038858,26.2501019518326,13.0566919655993,39.4435119380658,13.2195231665617,39.2836993033298,0.00332661444038858,0.00332661444038858,0.00332661444038858,39.452801,0
1,2018,8,24,13,3,0,0,20.7062919482759,11.0538187026978,19.9364190589429,0,0.011056624352932,0,26.8017511703718,0.0033266189237176,27.5052038444112,14.0761015665001,40.9343061223223,14.1968255660171,40.7778643541485,0.0033266189237176,0.0033266189237176,0.0033266189237176,26.458753,0
1,2018,8,24,14,0,0,0,20.7062919482759,11.060941696167,16.7922084057979,0,0.0110565945506096,0,31.5041190798724,0.00332660995705956,31.8971676050651,16.5908027677613,47.203532442369,7.19134642018591,16.5755021985691,0.00332660995705956,0.00332660995705956,0.00332660995705956,22.746355,0
1,2018,8,24,14,1,0,0,26.3387683181818,11.0718965530396,17.4409089626157,0,0.0110565945506096,0,32.7211561184379,0.00332660995705956,32.7087641232442,21.1628943929512,44.2546338535372,21.3143806323343,44.1023614141255,0.00332660995705956,0.00332660995705956,0.00332660995705956,34.739288,0
1,2018,8,24,14,2,0,0,26.3387683181818,11.0839033126831,18.9312463186624,0,0.0110566094517708,0,35.5172008315243,0.00332661444038858,35.6963481512403,23.785509820424,47.6071864820566,23.9321412198393,47.4591311205598,0.00332661444038858,0.00332661444038858,0.00332661444038858,46.378463,0
1,2018,8,24,14,3,0,0,21.3816839082569,11.0970449447632,20.3905004690124,0,0.011056624352932,0,38.2549298668878,0.0033266189237176,38.1017236581653,25.4354913181986,50.767955998132,25.5928368760502,50.5999034144951,0.0033266189237176,0.0033266189237176,0.0033266189237176,49.018904,0
1,2018,8,24,15,0,0,0,20.7062919482759,11.1070098876953,17.254793258201,0,0.0110565945506096,0,16.9744279854913,0.00332660995705956,14.6021405264358,2.47236991293128,26.7319111399404,2.57052699514393,26.6324455132529,0.00332660995705956,0.00332660995705956,0.00332660995705956,63.746002,0
1,2018,8,24,15,1,0,0,20.7062919482759,11.1222915649414,17.9884620963071,0,0.0110565945506096,0,16.8157502049711,0.00332660995705956,17.2317703471469,5.0633313467348,29.4002093475591,5.24766444816704,29.248761363437,0.00332660995705956,0.00332660995705956,0.00332660995705956,60.996034,0
1,2018,8,24,15,2,0,0,20.7062919482759,11.1390018463135,19.2043608636932,0,0.0110566094517708,0,16.5527758114503,0.00332661444038858,12.570585802523,0.547396617533646,24.5937749875124,0.610761314943468,24.9520437318142,0.00332661444038858,0.00332661444038858,0.00332661444038858,42.557805,0
1,2018,8,24,15,3,0,0,21.3816839082569,11.1572380065918,20.7786008780416,0,0.011056624352932,0,16.8876913895698,0.0033266189237176,14.3471668663159,2.20616037563911,26.4881733569927,2.35004068253399,26.3533156392791,0.0033266189237176,0.0033266189237176,0.0033266189237176,47.487783,0
1,2018,8,24,16,0,0,0,20.7062919482759,11.1710376739502,17.6290196521992,0,0.0110565945506096,0,10.3986234578734,0.00332660995705956,8.57433547605085,0,20.0982128201463,0.000696297761394709,21.2568695892003,0.00332660995705956,0.00332660995705956,0.00332660995705956,58.117322,0
1,2018,8,24,16,1,0,0,20.7062919482759,11.19211769104,18.412645291264,0,0.0110566094517708,0,10.3853689744841,0.00332661444038858,8.17712045252199,0,19.1798368844041,0.000282173864036277,20.333436609041,0.00332661444038858,0.00332661444038858,0.00332661444038858,51.23472,0
1,2018,8,24,16,2,0,0,22.07695764,11.2150936126709,19.3685322180505,0,0.0110566094517708,0,10.3664627798216,0.00332661444038858,8.57561951520585,0,18.7968943197421,0.0103373616786416,19.6081348073222,0.00332661444038858,0.00332661444038858,0.00332661444038858,51.590526,0
1,2018,8,24,16,3,0,0,21.3816839082569,11.240065574646,21.1165296203275,0,0.011056624352932,0,10.3148463625322,0.0033266189237176,9.45971988918328,0,19.9412755836442,0.0805364118748462,20.0553807594785,0.0033266189237176,0.0033266189237176,0.0033266189237176,31.191637,0
1,2018,8,24,17,0,0,0,20.7062919482759,11.2589092254639,17.8765014033116,0,0.0110565945506096,0,22.4450744250637,0.00332660995705956,20.8434587303414,9.92630023834908,31.7606172223337,10.0713628438937,31.622465486344,0.00332660995705956,0.00332660995705956,0.00332660995705956,55.265624,0
1,2018,8,24,17,1,0,0,20.7062919482759,11.2875366210938,18.7250427796086,0,0.0110566094517708,0,23.5104716140351,0.00332661444038858,22.428422370658,10.7545419589733,34.1023027823427,10.8984602491811,33.9398598290827,0.00332661444038858,0.00332661444038858,0.00332661444038858,66.655819,0
1,2018,8,24,17,2,0,0,22.07695764,11.3185977935791,19.4494578010737,0,0.0110566094517708,0,24.4200203397387,0.00332661444038858,24.2428608439317,12.8629940131991,35.6227276746643,13.0063169377605,35.4834574266984,0.00332661444038858,0.00332661444038858,0.00332661444038858,48.350279,0
1,2018,8,24,17,3,0,0,21.3816839082569,11.3521709442139,21.3885158442964,0,0.011056624352932,0,26.8546299488979,0.0033266189237176,26.7989966519778,16.118015580791,37.4799777231645,16.2542924162353,37.3491491744848,0.0033266189237176,0.0033266189237176,0.0033266189237176,42.060052,0
1,2018,8,24,18,0,0,0,16.1367972411765,11.3774032592773,18.027499880593,0,0.0110566094517708,0,11.7837620184083,0.00332661444038858,9.42342298567229,0,20.8633290888589,0.0103119426405419,21.2435926071768,0.00332661444038858,0.00332661444038858,0.00332661444038858,31.915855,0
1,2018,8,24,18,1,0,0,20.7062919482759,11.4154605865479,18.9547969807569,0,0.011056624352932,0,16.1293456471152,0.0033266189237176,14.1357965000968,0,29.6920232569033,0.152197113563425,29.5301232884462,0.0033266189237176,0.0033266189237176,0.0033266189237176,49.970082,0
1,2018,8,24,18,2,0,0,22.07695764,11.4564933776855,19.4724374240333,0,0.011056624352932,0,17.3750185723861,0.0033266189237176,16.0310431054766,3.59083657771921,28.4712496332341,3.46053566836685,28.5253177212618,0.0033266189237176,0.0033266189237176,0.0033266189237176,49.726191,0
1,2018,8,24,18,3,0,0,22.07695764,11.5005168914795,21.5698344786125,0,0.0110566392540932,0,16.868567688171,0.00332662340704662,15.7086148645089,4.79364453479072,26.623585194227,4.91091724802734,26.5115082296034,0.00332662340704662,0.00332662340704662,0.00332662340704662,47.680478,0
1,2018,8,24,19,0,0,0,16.1367972411765,11.5334205627441,18.1226992005388,0,0.0110566094517708,0,17.7081097053047,0.00332661444038858,19.3428748652446,6.9258754730842,31.759874257405,7.07379462488588,31.5995928653403,0.00332661444038858,0.00332661444038858,0.00332661444038858,32.737276,0
