BuildingIndex,Year,Month,Day,Hour,Quarter,IndEnergy_1,IndEnergy_2,IndEnergy_3,IndSOC_1,IndSOC_2,IndSOC_3,EnsembleEnergy,EnsembleSOC,EnergyPImean,EnergyPImin,EnergyPImax,EnergyPIBootmin,EnergyPIBootmax,SOCPImean,SOCPImin,SOCPImax,EnergyDemand,SOCPercent
1,2018,8,9,10,0,30.0667488141763,16.047794342041,21.4004296538839,0,-0.780636429786682,0,23.5922153400788,-0.130602897496278,27.5314877127384,10.9860436765509,44.0769317489259,4.08460817058329,16.3114162610377,0,0,0,31.931307,0
1,2018,8,9,10,1,30.0667488141763,16.0481643676758,22.9512139127428,0,-0.780854225158691,0,24.1392925821193,-0.130639335337967,28.9551902073295,11.8718291348664,46.0385512797926,11.9052971725893,46.0091150115536,0,0,0,16.844444,0
1,2018,8,9,10,2,31.3787132919255,16.0489540100098,23.9488854385049,0,-0.7810879945755,0,24.4917973128808,-0.130678445686929,30.2099591912113,13.1381096959963,47.2818086864262,13.1746729608174,47.2470174466253,0,0,0,26.776696,0
1,2018,8,9,10,3,30.0667488141763,16.0499153137207,24.8673027854655,0,-0.781338334083557,0,24.8165337570649,-0.130720328263584,30.2826784736545,14.0176648322513,46.5476921150577,13.9717339733392,46.5724612053489,0,0,0,36.803572,0
1,2018,8,9,11,0,43.8057157676768,16.0492992401123,26.7345681487599,0,-0.780743479728699,0,32.9662126634731,-0.130620807283818,36.7650051080081,19.8084181820398,53.7215920339764,19.8429566643459,53.701072096188,0,0,0,28.796145,0
1,2018,8,9,11,1,43.8057157676768,16.0496616363525,27.3559887239185,0,-0.78096878528595,0,33.5877739503543,-0.130658501602808,36.5624888655931,18.3693480237652,54.755629707421,18.2692125196615,54.8255886798266,0,0,0,15.085531,0
1,2018,8,9,11,2,43.8057157676768,16.0504379272461,29.2462111170414,0,-0.781210660934448,0,35.4782977627984,-0.13069896814949,38.4337752959331,20.039962728455,56.8275878634113,20.0972758480676,56.790776365427,0,0,0,22.074691,0
1,2018,8,9,11,3,43.8057157676768,16.0513858795166,29.4546450893104,0,-0.781469702720642,0,35.6870998073102,-0.130742306644285,38.8195356428112,21.2182382344193,56.4208330512031,21.2474456078278,56.3929391966708,0,0,0,40.537378,0
1,2018,8,9,12,0,43.8057157676768,16.0507907867432,31.1560796305276,0,-0.780854225158691,0,29.6907457783335,-0.130639335337967,37.7189686304043,20.3277273379819,55.1102099228267,7.79715745520384,20.3941389954868,0,0,0,49.560814,0
1,2018,8,9,12,1,43.8057157676768,16.0511455535889,30.8227445039989,0,-0.781087398529053,0,29.5451683169629,-0.130678345966508,36.796717152252,20.0195221396629,53.5739121648411,20.0612806672489,53.5360525201463,0,0,0,50.307735,0
1,2018,8,9,12,2,43.8057157676768,16.051908493042,33.1609531075623,0,-0.78133761882782,0,30.5695857242363,-0.130720208599079,37.8212651129951,20.6285628822232,55.013967343767,20.6612930443672,54.9875757811778,0,0,0,47.009785,0
1,2018,8,9,12,3,43.8057157676768,16.0528411865234,32.8319616514557,0,-0.78160572052002,0,30.4264878237814,-0.130765062844268,36.6410871000851,19.240945865335,54.0412283348351,19.2679441171558,54.0023253076884,0,0,0,39.419948,0
1,2018,8,9,13,0,43.8057157676768,16.0522651672363,33.7151526734741,0,-0.78096878528595,0,58.7407616734286,-0.130658501602808,63.4682192360294,44.0884190928352,82.8480193792236,16.7934879328441,30.2575549474674,0,0,0,44.292339,0
1,2018,8,9,13,1,43.8057157676768,16.0526123046875,32.9368917433386,0,-0.781210064888,0,57.9625007432932,-0.130698868429069,63.5212253629185,45.4617542752868,81.5806964505502,45.4856938677563,81.5463566270741,0,0,0,48.547075,0
1,2018,8,9,13,2,43.8057157676768,16.0533618927002,35.0697370511993,0,-0.781469106674194,0,60.0953460511539,-0.130742206923865,65.1096565399291,45.9169223173284,84.3023907625299,45.9751684078232,84.2683409672596,0,0,0,44.046002,0
1,2018,8,9,13,3,43.8057157676768,16.0542793273926,34.4224974234691,0,-0.781746387481689,0,59.4481064234236,-0.130788596863531,64.7420174238655,47.0422839381295,82.4417509096015,47.0839866161676,82.3991729459921,0,0,0,27.848685,0
1,2018,8,9,14,0,43.8057157676768,16.0537223815918,34.3975784454154,0,-0.781087398529053,0,13.1210966504474,-0.130678345966508,8.72328623230652,0,23.4477985635139,0,3.58045269937798,0,0,0,29.865565,0
