CargingEent,UserID,CPID,Connector,Startyear,StartMonth,StartDay,StartHour,StartQuarter,EndYear,EndMonth,EndDay,EndHour,EndQuarter,TotalKW,Cost,Site,Group,Model
7200155,0,50911,2,2018,4,23,17,16,2018,4,23,18,16,8,0,3,1,3
7200127,0,50843,2,2018,4,23,17,0,2018,4,24,7,23,19,0,12,1,4
7200115,0,50911,2,2018,4,23,16,57,2018,4,23,17,13,11,0,3,1,3
7200112,0,50692,2,2018,4,23,16,56,2018,4,23,17,18,12,0,10,1,3
7200101,0,51547,2,2018,4,23,16,52,2018,4,23,17,11,10,0,1,1,5
7200103,0,51086,2,2018,4,23,16,52,2018,4,24,12,14,2,0,5,1,1
7200072,0,51548,2,2018,4,23,16,41,2018,4,23,17,8,20,0,1,1,5
7200071,0,51550,2,2018,4,23,16,40,2018,4,23,17,22,17,0,1,1,5
7200058,0,51549,2,2018,4,23,16,36,2018,4,23,16,46,3,0,1,1,5
7200048,0,50911,2,2018,4,23,16,31,2018,4,23,16,56,18,0,3,1,3
7200006,0,50911,2,2018,4,23,16,14,2018,4,23,16,30,7,0,3,1,3
7200002,0,50273,2,2018,4,23,16,13,2018,4,23,22,5,18,0,18,4,4
7199994,0,50240,2,2018,4,23,16,9,2018,4,24,7,55,8,0,16,1,4
7199987,0,51199,2,2018,4,23,16,5,2018,4,24,8,48,8,0,17,1,6
7207596,0,51202,1,2018,4,23,16,4,2018,4,24,9,22,5,0,17,1,6
7199938,0,50692,2,2018,4,23,15,48,2018,4,23,16,37,7,0,10,1,3
7199931,0,50676,1,2018,4,23,15,47,2018,4,23,17,54,6,0,20,1,4
7199925,0,51548,2,2018,4,23,15,44,2018,4,23,16,8,17,0,1,1,5
7199922,0,50630,1,2018,4,23,15,44,2018,4,24,9,54,6,0,27,1,1
7199916,0,51547,2,2018,4,23,15,42,2018,4,23,16,2,15,0,1,1,5
7199899,0,50269,1,2018,4,23,15,36,2018,4,23,17,0,7,0,15,1,4
7199886,0,50263,1,2018,4,23,15,29,2018,4,24,8,54,6,0,14,4,4
7199879,0,50264,2,2018,4,23,15,27,2018,4,23,16,53,1,0,14,4,4
7199858,0,50230,1,2018,4,23,15,15,2018,4,24,7,33,9,0,19,1,4
7199845,0,50911,2,2018,4,23,15,10,2018,4,23,15,52,14,0,3,1,3
7199826,0,51547,2,2018,4,23,15,3,2018,4,23,15,11,4,0,1,1,5
7199807,0,51200,1,2018,4,23,14,57,2018,4,24,9,6,3,0,17,1,6
7199800,0,51199,1,2018,4,23,14,56,2018,4,24,14,41,2,0,17,1,6
7199790,0,51548,2,2018,4,23,14,51,2018,4,23,15,8,10,0,1,1,5
7199786,0,50339,2,2018,4,23,14,50,2018,4,23,15,7,5,0,18,1,3
7199778,0,50692,2,2018,4,23,14,48,2018,4,23,15,41,21,0,10,1,3
7199773,0,50910,2,2018,4,23,14,47,2018,4,23,17,18,5,0,13,1,1
7199760,0,51549,2,2018,4,23,14,42,2018,4,23,15,26,14,0,1,1,5
7199756,0,51547,2,2018,4,23,14,41,2018,4,23,14,58,2,0,1,1,5
7199747,0,50911,2,2018,4,23,14,35,2018,4,23,14,46,2,0,3,1,3
7199738,0,51548,2,2018,4,23,14,32,2018,4,23,14,42,3,0,1,1,5
7199737,0,51203,1,2018,4,23,14,32,2018,4,24,8,32,4,0,17,1,6
7199732,0,51550,2,2018,4,23,14,29,2018,4,23,15,19,17,0,1,1,5
7199718,0,50272,1,2018,4,23,14,26,2018,4,24,7,2,15,0,18,1,4
7199717,0,50267,2,2018,4,23,14,25,2018,4,24,9,11,4,0,9,1,4
7199663,0,51549,2,2018,4,23,14,6,2018,4,23,14,34,13,0,1,1,5
7199658,0,50339,2,2018,4,23,14,4,2018,4,23,14,29,8,0,18,1,3
7199654,0,50911,2,2018,4,23,14,2,2018,4,23,14,20,1,0,3,1,3
7199635,0,50523,1,2018,4,23,13,56,2018,4,24,7,52,10,0,19,1,4
7199626,0,51088,2,2018,4,23,13,53,2018,4,24,8,47,11,0,16,1,4
7199618,0,51548,2,2018,4,23,13,50,2018,4,23,14,28,5,0,1,1,5
7199617,0,50911,2,2018,4,23,13,50,2018,4,23,13,59,3,0,3,1,3
7199601,0,51086,1,2018,4,23,13,46,2018,4,23,15,16,4,0,5,1,1
7199597,0,51550,2,2018,4,23,13,45,2018,4,23,14,16,21,0,1,1,5
7199595,0,51549,2,2018,4,23,13,44,2018,4,23,14,5,10,0,1,1,5
7199580,0,51088,1,2018,4,23,13,41,2018,4,23,14,47,2,0,16,1,4
7199532,0,50911,2,2018,4,23,13,37,2018,4,23,13,50,3,0,3,1,3
7199520,0,50268,2,2018,4,23,13,32,2018,4,23,22,46,9,0,4,1,4
7199513,0,50630,2,2018,4,23,13,31,2018,4,23,17,7,9,0,27,1,1
7199495,0,51549,2,2018,4,23,13,27,2018,4,23,13,32,3,0,1,1,5
7199480,0,51199,2,2018,4,23,13,23,2018,4,23,14,7,2,0,17,1,6
7199476,0,51547,2,2018,4,23,13,22,2018,4,23,14,6,18,0,1,1,5
7199477,0,51548,2,2018,4,23,13,22,2018,4,23,13,44,9,0,1,1,5
7199474,0,50909,1,2018,4,23,13,22,2018,4,23,14,50,10,0,21,1,1
7199470,0,50523,2,2018,4,23,13,21,2018,4,24,9,9,20,0,19,1,4
7199462,0,50911,2,2018,4,23,13,20,2018,4,23,13,26,3,0,3,1,3
7199427,0,51200,2,2018,4,23,13,14,2018,4,24,10,7,8,0,17,1,6
7199424,0,50236,2,2018,4,23,13,13,2018,4,24,8,27,1,0,18,1,4
7199403,0,50911,2,2018,4,23,13,8,2018,4,23,13,8,0,0,3,1,3
7199400,0,51548,2,2018,4,23,13,7,2018,4,23,13,18,9,0,1,1,5
7199394,0,50349,2,2018,4,23,13,4,2018,4,23,13,48,4,0,2,1,2
7199257,0,51549,2,2018,4,23,12,57,2018,4,23,13,14,9,0,1,1,5
7199209,0,50910,2,2018,4,23,12,55,2018,4,23,14,38,19,0,13,1,1
7199165,0,51547,2,2018,4,23,12,52,2018,4,23,13,20,20,0,1,1,5
7199155,0,51548,2,2018,4,23,12,52,2018,4,23,13,0,6,0,1,1,5
7199075,0,50909,1,2018,4,23,12,48,2018,4,23,13,18,10,0,21,1,1
7199036,0,51199,1,2018,4,23,12,42,2018,4,23,13,34,3,0,17,1,6
7199022,0,50269,1,2018,4,23,12,37,2018,4,23,15,30,8,0,15,1,4
7199013,0,50315,1,2018,4,23,12,34,2018,4,23,17,39,20,0,2,1,4
7199003,0,50841,2,2018,4,23,12,32,2018,4,23,18,58,4,0,7,1,4
7207595,0,51202,2,2018,4,23,12,30,2018,4,23,14,5,5,0,17,1,6
7198993,0,51200,1,2018,4,23,12,30,2018,4,23,13,45,3,0,17,1,6
7198990,0,50523,2,2018,4,23,12,29,2018,4,23,13,11,4,0,19,1,4
7198987,0,51086,1,2018,4,23,12,27,2018,4,23,13,25,6,0,5,1,1
7198970,0,51547,2,2018,4,23,12,22,2018,4,23,12,50,10,0,1,1,5
7198952,0,50911,2,2018,4,23,12,18,2018,4,23,12,55,12,0,3,1,3
7198950,0,50238,1,2018,4,23,12,17,2018,4,24,10,48,0,0,18,1,4
7198941,0,51203,1,2018,4,23,12,12,2018,4,23,13,8,2,0,17,1,6
7198929,0,50261,1,2018,4,23,12,7,2018,4,24,10,6,1,0,11,5,4
7198904,0,50266,2,2018,4,23,12,1,2018,4,23,16,3,2,0,23,1,4
7198889,0,51203,2,2018,4,23,11,55,2018,4,23,12,3,0,0,17,1,6
7198887,0,50339,2,2018,4,23,11,53,2018,4,23,12,13,6,0,18,1,3
7198878,0,50911,2,2018,4,23,11,51,2018,4,23,12,16,11,0,3,1,3
7198857,0,50692,2,2018,4,23,11,39,2018,4,23,12,3,6,0,10,1,3
7198856,0,51548,2,2018,4,23,11,38,2018,4,23,11,52,7,0,1,1,5
7198848,0,51199,2,2018,4,23,11,36,2018,4,23,12,9,2,0,17,1,6
7198838,0,50236,1,2018,4,23,11,31,2018,4,25,9,44,9,0,18,1,4
7198834,0,50339,2,2018,4,23,11,29,2018,4,23,11,34,2,0,18,1,3
7198816,0,50911,2,2018,4,23,11,22,2018,4,23,11,36,2,0,3,1,3
7198806,0,50268,1,2018,4,23,11,18,2018,4,23,12,24,0,0,4,1,4
7198787,0,51550,2,2018,4,23,11,13,2018,4,23,11,47,21,0,1,1,5
7198785,0,51547,2,2018,4,23,11,12,2018,4,23,11,45,11,0,1,1,5
7198783,0,51198,2,2018,4,23,11,11,2018,4,24,10,2,5,0,17,1,6
7198777,0,50264,2,2018,4,23,11,9,2018,4,23,14,51,0,0,14,4,4
7198774,0,50264,2,2018,4,23,11,8,2018,4,23,11,8,0,0,14,4,4
7198757,0,50911,2,2018,4,23,11,0,2018,4,23,11,22,2,0,3,1,3
7198741,0,50692,2,2018,4,23,10,58,2018,4,23,11,38,12,0,10,1,3
7198728,0,50338,2,2018,4,23,10,57,2018,4,23,11,16,13,0,9,1,3
7198719,0,50913,1,2018,4,23,10,52,2018,4,23,11,20,3,0,1,1,1
7198715,0,51548,2,2018,4,23,10,51,2018,4,23,11,22,15,0,1,1,5
7198707,0,51549,2,2018,4,23,10,49,2018,4,23,11,17,12,0,1,1,5
7198706,0,51088,2,2018,4,23,10,47,2018,4,23,13,47,21,0,16,1,4
7198680,0,50911,2,2018,4,23,10,37,2018,4,23,10,50,2,0,3,1,3
7198656,0,50263,2,2018,4,23,10,24,2018,4,23,14,42,2,0,14,4,4
7198647,0,51547,2,2018,4,23,10,21,2018,4,23,10,36,6,0,1,1,5
7198633,0,50911,2,2018,4,23,10,16,2018,4,23,10,37,10,0,3,1,3
7198619,0,50841,1,2018,4,23,10,10,2018,4,24,18,16,7,0,7,1,4
7198614,0,50238,1,2018,4,23,10,8,2018,4,23,11,25,0,0,18,1,4
7198611,0,51356,1,2018,4,23,10,8,2018,4,23,10,49,4,0,16,1,4
7198590,0,51549,2,2018,4,23,10,0,2018,4,23,10,19,7,0,1,1,5
7198558,0,51547,2,2018,4,23,9,53,2018,4,23,10,4,8,0,1,1,5
7198556,0,50911,2,2018,4,23,9,53,2018,4,23,10,16,9,0,3,1,3
7198548,0,51548,2,2018,4,23,9,50,2018,4,23,10,24,18,0,1,1,5
7198534,0,50676,1,2018,4,23,9,43,2018,4,23,10,44,3,0,20,1,4
7198524,0,50269,1,2018,4,23,9,40,2018,4,23,11,0,6,0,15,1,4
7198509,0,50230,2,2018,4,23,9,36,2018,4,23,10,6,3,0,19,1,4
7198507,0,50264,2,2018,4,23,9,34,2018,4,23,9,35,0,0,14,4,4
7198492,0,51087,1,2018,4,23,9,30,2018,4,23,12,12,10,0,3,1,4
7198482,0,50911,2,2018,4,23,9,27,2018,4,23,9,48,14,0,3,1,3
7198467,0,50339,2,2018,4,23,9,24,2018,4,23,9,30,2,0,18,1,3
7198441,0,50911,1,2018,4,23,9,20,2018,4,23,9,25,0,0,3,1,3
7198433,0,51087,2,2018,4,23,9,18,2018,4,23,9,52,1,0,3,1,4
7198417,0,50675,2,2018,4,23,9,13,2018,4,23,16,53,14,0,20,1,4
7198412,0,50263,1,2018,4,23,9,12,2018,4,23,14,25,9,0,14,4,4
7198406,0,50911,2,2018,4,23,9,12,2018,4,23,9,24,4,0,3,1,3
7198410,0,51086,2,2018,4,23,9,11,2018,4,23,15,10,2,0,5,1,1
7198398,0,50269,1,2018,4,23,9,9,2018,4,23,9,36,1,0,15,1,4
7198274,0,50692,2,2018,4,23,8,42,2018,4,23,9,20,4,0,10,1,3
7198252,0,50914,1,2018,4,23,8,37,2018,4,23,13,46,12,0,1,1,1
7198201,0,50315,2,2018,4,23,8,25,2018,4,23,16,50,7,0,2,1,4
7198195,0,51548,2,2018,4,23,8,23,2018,4,23,9,19,30,0,1,1,5
7198175,0,50315,1,2018,4,23,8,18,2018,4,23,12,24,14,0,2,1,4
7198151,0,50349,1,2018,4,23,8,15,2018,4,23,16,15,47,0,2,1,2
7198133,0,50911,2,2018,4,23,8,11,2018,4,23,8,53,11,0,3,1,3
7198107,0,50692,2,2018,4,23,8,7,2018,4,23,8,16,4,0,10,1,3
7198070,0,50523,2,2018,4,23,8,1,2018,4,23,10,46,5,0,19,1,4
7198065,0,50676,2,2018,4,23,8,0,2018,4,23,17,25,15,0,20,1,4
7197974,0,51550,2,2018,4,23,7,42,2018,4,23,7,57,2,0,1,1,5
7197949,0,51548,2,2018,4,23,7,35,2018,4,23,8,1,7,0,1,1,5
7197948,0,50910,2,2018,4,23,7,35,2018,4,23,10,35,9,0,13,1,1
7197913,0,50339,2,2018,4,23,7,27,2018,4,23,7,38,3,0,18,1,3
7197912,0,50630,1,2018,4,23,7,27,2018,4,23,8,38,2,0,27,1,1
7197889,0,50338,2,2018,4,23,7,20,2018,4,23,7,49,2,0,9,1,3
7197830,0,51547,2,2018,4,23,7,5,2018,4,23,7,20,4,0,1,1,5
7197823,0,50692,2,2018,4,23,7,4,2018,4,23,7,43,10,0,10,1,3
7197806,0,51548,2,2018,4,23,6,58,2018,4,23,7,11,8,0,1,1,5
7197767,0,51356,2,2018,4,23,6,32,2018,4,23,7,17,5,0,16,1,4
7197762,0,51548,2,2018,4,23,6,28,2018,4,23,6,36,3,0,1,1,5
7197733,0,51549,2,2018,4,23,5,46,2018,4,23,6,1,7,0,1,1,5
7197728,0,51548,2,2018,4,23,5,29,2018,4,23,5,32,2,0,1,1,5
7197724,0,50349,2,2018,4,23,5,5,2018,4,23,5,45,14,0,2,1,2
7197720,0,51547,2,2018,4,23,4,30,2018,4,23,4,39,5,0,1,1,5
7197719,0,51548,2,2018,4,23,4,18,2018,4,23,4,37,11,0,1,1,5
7197714,0,51549,2,2018,4,23,2,27,2018,4,23,2,44,5,0,1,1,5
7197713,0,51547,2,2018,4,23,2,8,2018,4,23,2,34,12,0,1,1,5
7197711,0,51548,2,2018,4,23,2,1,2018,4,23,2,45,12,0,1,1,5
7197707,0,51550,2,2018,4,23,1,47,2018,4,23,2,0,6,0,1,1,5
7197705,0,50349,2,2018,4,23,1,38,2018,4,23,1,59,11,0,2,1,2
7197702,0,51547,2,2018,4,23,1,20,2018,4,23,1,24,2,0,1,1,5
7197679,0,50912,2,2018,4,23,0,48,2018,4,23,4,56,21,0,1,1,1
7197676,0,50913,1,2018,4,23,0,1,2018,4,23,10,9,23,0,1,1,1
7197675,0,51547,2,2018,4,22,23,57,2018,4,23,0,18,15,0,1,1,5
7197671,0,51548,2,2018,4,22,23,44,2018,4,23,0,23,18,0,1,1,5
7197668,0,50909,1,2018,4,22,23,35,2018,4,23,7,46,20,0,21,1,1
7197663,0,50268,1,2018,4,22,23,23,2018,4,23,9,38,6,0,4,1,4
7197652,0,50911,2,2018,4,22,22,45,2018,4,22,22,52,3,0,3,1,3
7197643,0,51547,2,2018,4,22,22,36,2018,4,22,23,7,9,0,1,1,5
7197639,0,51549,2,2018,4,22,22,23,2018,4,22,23,2,13,0,1,1,5
7197636,0,51548,2,2018,4,22,22,21,2018,4,22,23,7,11,0,1,1,5
7197625,0,50339,2,2018,4,22,22,1,2018,4,22,22,12,3,0,18,1,3
7197621,0,51547,2,2018,4,22,21,55,2018,4,22,22,29,22,0,1,1,5
7197615,0,50841,1,2018,4,22,21,47,2018,4,23,7,56,5,0,7,1,4
7197612,0,50841,1,2018,4,22,21,43,2018,4,22,21,44,0,0,7,1,4
7197603,0,50267,1,2018,4,22,21,33,2018,4,23,12,36,4,0,9,1,4
7197589,0,51548,3,2018,4,22,21,13,2018,4,22,21,18,3,0,1,1,5
7197583,0,50910,1,2018,4,22,20,59,2018,4,23,12,51,7,0,13,1,1
7197582,0,51547,2,2018,4,22,20,58,2018,4,22,21,42,20,0,1,1,5
7197579,0,50349,2,2018,4,22,20,56,2018,4,22,21,7,9,0,2,1,2
7197575,0,50911,2,2018,4,22,20,52,2018,4,22,21,19,3,0,3,1,3
7197560,0,50339,2,2018,4,22,20,34,2018,4,22,21,4,7,0,18,1,3
7197548,0,51549,2,2018,4,22,20,25,2018,4,22,20,49,16,0,1,1,5
7197536,0,50913,2,2018,4,22,20,5,2018,4,23,0,46,14,0,1,1,1
7197531,0,51549,2,2018,4,22,20,2,2018,4,22,20,16,5,0,1,1,5
7197517,0,51087,2,2018,4,22,19,50,2018,4,23,7,19,12,0,3,1,4
7197511,0,51548,3,2018,4,22,19,46,2018,4,22,20,28,16,0,1,1,5
7197509,0,51547,2,2018,4,22,19,44,2018,4,22,20,4,8,0,1,1,5
7197479,0,51549,2,2018,4,22,19,24,2018,4,22,19,49,9,0,1,1,5
7197467,0,50843,2,2018,4,22,19,13,2018,4,23,7,23,9,0,12,1,4
7197466,0,51548,2,2018,4,22,19,13,2018,4,22,19,43,9,0,1,1,5
7197424,0,50349,2,2018,4,22,18,53,2018,4,22,19,12,14,0,2,1,2
7197414,0,50911,2,2018,4,22,18,48,2018,4,22,18,54,2,0,3,1,3
7197410,0,50692,2,2018,4,22,18,47,2018,4,22,19,11,4,0,10,1,3
7197391,0,51547,2,2018,4,22,18,35,2018,4,22,19,29,16,0,1,1,5
7197382,0,51549,2,2018,4,22,18,29,2018,4,22,18,43,10,0,1,1,5
7197377,0,50909,1,2018,4,22,18,25,2018,4,22,19,38,13,0,21,1,1
7197372,0,50349,2,2018,4,22,18,20,2018,4,22,18,35,8,0,2,1,2
7197371,0,51548,2,2018,4,22,18,19,2018,4,22,18,42,9,0,1,1,5
7197362,0,50843,2,2018,4,22,18,14,2018,4,22,19,11,3,0,12,1,4
7197334,0,50264,1,2018,4,22,17,59,2018,4,23,11,26,0,0,14,4,4
7197333,0,50692,2,2018,4,22,17,59,2018,4,22,18,44,9,0,10,1,3
7197329,0,50264,1,2018,4,22,17,57,2018,4,22,17,58,0,0,14,4,4
7197301,0,50349,2,2018,4,22,17,38,2018,4,22,18,19,19,0,2,1,2
7197299,0,51547,2,2018,4,22,17,36,2018,4,22,17,47,1,0,1,1,5
7197297,0,50692,2,2018,4,22,17,35,2018,4,22,17,57,8,0,10,1,3
7197289,0,50911,2,2018,4,22,17,31,2018,4,22,18,13,13,0,3,1,3
7197256,0,51549,2,2018,4,22,17,18,2018,4,22,17,33,12,0,1,1,5
7197241,0,51548,2,2018,4,22,17,11,2018,4,22,17,22,9,0,1,1,5
7197209,0,51550,2,2018,4,22,16,54,2018,4,22,17,35,16,0,1,1,5
7197203,0,50349,2,2018,4,22,16,51,2018,4,22,17,8,14,0,2,1,2
7197194,0,51547,2,2018,4,22,16,48,2018,4,22,17,21,17,0,1,1,5
7197190,0,51549,2,2018,4,22,16,46,2018,4,22,17,6,15,0,1,1,5
7197141,0,50912,1,2018,4,22,16,21,2018,4,23,18,32,4,0,1,1,1
7197122,0,51548,2,2018,4,22,16,9,2018,4,22,17,0,13,0,1,1,5
7197114,0,50272,1,2018,4,22,16,6,2018,4,22,22,18,17,0,18,1,4
7197060,0,50843,1,2018,4,22,15,39,2018,4,26,22,39,17,0,12,1,4
7197047,0,50675,2,2018,4,22,15,31,2018,4,22,16,44,4,0,20,1,4
7197039,0,50911,2,2018,4,22,15,26,2018,4,22,16,7,13,0,3,1,3
7197010,0,51548,3,2018,4,22,15,13,2018,4,22,15,23,4,0,1,1,5
7196978,0,50349,2,2018,4,22,14,58,2018,4,22,15,17,6,0,2,1,2
7196975,0,50522,1,2018,4,22,14,54,2018,4,23,6,40,20,0,19,1,4
7196953,0,50692,2,2018,4,22,14,47,2018,4,22,15,27,6,0,10,1,3
7196939,0,50315,2,2018,4,22,14,41,2018,4,22,15,58,4,0,2,1,4
7196923,0,51548,2,2018,4,22,14,34,2018,4,22,14,57,7,0,1,1,5
7196920,0,50676,2,2018,4,22,14,33,2018,4,22,20,35,9,0,20,1,4
7196895,0,50349,2,2018,4,22,14,23,2018,4,22,14,38,7,0,2,1,2
7196889,0,51547,2,2018,4,22,14,19,2018,4,22,15,19,28,0,1,1,5
7196884,0,51549,2,2018,4,22,14,15,2018,4,22,14,33,14,0,1,1,5
7196854,0,51548,2,2018,4,22,14,6,2018,4,22,14,28,15,0,1,1,5
7196842,0,51087,1,2018,4,22,14,1,2018,4,22,14,53,6,0,3,1,4
7196806,0,50911,2,2018,4,22,13,50,2018,4,22,14,2,5,0,3,1,3
7196802,0,51550,1,2018,4,22,13,47,2018,4,22,14,23,16,0,1,1,5
7196793,0,51549,2,2018,4,22,13,44,2018,4,22,14,14,18,0,1,1,5
7196791,0,50692,2,2018,4,22,13,44,2018,4,22,14,41,30,0,10,1,3
7196780,0,51548,2,2018,4,22,13,40,2018,4,22,13,50,7,0,1,1,5
7196743,0,51547,2,2018,4,22,13,28,2018,4,22,14,13,14,0,1,1,5
7196737,0,51548,2,2018,4,22,13,27,2018,4,22,13,32,3,0,1,1,5
7196722,0,50266,1,2018,4,22,13,23,2018,4,24,7,31,3,0,23,1,4
7196701,0,50267,1,2018,4,22,13,18,2018,4,22,15,52,3,0,9,1,4
7196697,0,50349,2,2018,4,22,13,16,2018,4,22,13,45,12,0,2,1,2
7196641,0,50914,1,2018,4,22,12,58,2018,4,22,16,22,13,0,1,1,1
7196626,0,51088,2,2018,4,22,12,52,2018,4,22,14,29,10,0,16,1,4
7196599,0,50841,1,2018,4,22,12,40,2018,4,22,17,59,4,0,7,1,4
7196546,0,50692,2,2018,4,22,12,26,2018,4,22,12,38,3,0,10,1,3
7196536,0,51547,2,2018,4,22,12,20,2018,4,22,12,51,21,0,1,1,5
7196528,0,51548,2,2018,4,22,12,12,2018,4,22,12,37,13,0,1,1,5
7196524,0,50911,2,2018,4,22,12,12,2018,4,22,12,18,2,0,3,1,3
7196478,0,50349,2,2018,4,22,11,54,2018,4,22,12,25,9,0,2,1,2
7196437,0,51548,2,2018,4,22,11,39,2018,4,22,12,0,3,0,1,1,5
7196407,0,50692,2,2018,4,22,11,30,2018,4,22,11,59,10,0,10,1,3
7196404,0,51548,2,2018,4,22,11,27,2018,4,22,11,38,5,0,1,1,5
7196396,0,50911,2,2018,4,22,11,24,2018,4,22,11,32,3,0,3,1,3
7196387,0,50339,2,2018,4,22,11,21,2018,4,22,11,42,6,0,18,1,3
7196358,0,51548,2,2018,4,22,11,8,2018,4,22,11,15,4,0,1,1,5
7196354,0,50911,2,2018,4,22,11,7,2018,4,22,11,15,1,0,3,1,3
7196319,0,50842,2,2018,4,22,10,50,2018,4,25,10,28,3,0,23,1,4
7196291,0,50339,2,2018,4,22,10,39,2018,4,22,10,46,2,0,18,1,3
7196290,0,51087,1,2018,4,22,10,39,2018,4,22,12,36,8,0,3,1,4
7196571,0,51550,2,2018,4,22,10,17,2018,4,22,10,40,14,0,1,1,5
7196250,0,50692,2,2018,4,22,10,15,2018,4,22,11,2,5,0,10,1,3
7196239,0,51547,2,2018,4,22,10,12,2018,4,22,10,46,16,0,1,1,5
7196224,0,51086,2,2018,4,22,10,2,2018,4,22,12,2,7,0,5,1,1
7196217,0,50911,2,2018,4,22,10,1,2018,4,22,10,45,12,0,3,1,3
7196163,0,50911,2,2018,4,22,9,30,2018,4,22,9,43,5,0,3,1,3
7196162,0,50349,2,2018,4,22,9,29,2018,4,22,9,38,5,0,2,1,2
7196124,0,51549,2,2018,4,22,8,52,2018,4,22,9,2,5,0,1,1,5
7196570,0,51550,2,2018,4,22,8,32,2018,4,22,8,39,3,0,1,1,5
7196102,0,50692,2,2018,4,22,8,28,2018,4,22,9,13,11,0,10,1,3
7196101,0,51087,2,2018,4,22,8,28,2018,4,22,13,59,11,0,3,1,4
7196095,0,51547,2,2018,4,22,8,21,2018,4,22,8,39,9,0,1,1,5
7196075,0,50676,2,2018,4,22,7,58,2018,4,22,13,41,13,0,20,1,4
7196065,0,50339,2,2018,4,22,7,44,2018,4,22,7,50,2,0,18,1,3
7196048,0,51548,2,2018,4,22,7,23,2018,4,22,7,55,6,0,1,1,5
7196038,0,50349,2,2018,4,22,7,10,2018,4,22,7,40,19,0,2,1,2
7196569,0,51550,2,2018,4,22,7,2,2018,4,22,7,14,9,0,1,1,5
7196010,0,51549,2,2018,4,22,6,14,2018,4,22,6,50,17,0,1,1,5
7196009,0,51548,2,2018,4,22,6,9,2018,4,22,6,29,15,0,1,1,5
7196008,0,50338,2,2018,4,22,6,9,2018,4,22,6,39,15,0,9,1,3
7196002,0,51549,2,2018,4,22,5,37,2018,4,22,5,46,5,0,1,1,5
7195996,0,50914,1,2018,4,22,4,36,2018,4,22,12,33,13,0,1,1,1
7195995,0,50913,2,2018,4,22,4,26,2018,4,22,20,4,14,0,1,1,1
7195994,0,50692,2,2018,4,22,4,22,2018,4,22,5,3,17,0,10,1,3
7195992,0,51547,2,2018,4,22,4,4,2018,4,22,4,50,7,0,1,1,5
7195991,0,51548,2,2018,4,22,4,1,2018,4,22,4,39,7,0,1,1,5
7195987,0,51548,2,2018,4,22,3,29,2018,4,22,3,35,3,0,1,1,5
7195986,0,50692,2,2018,4,22,3,25,2018,4,22,3,58,13,0,10,1,3
7195985,0,51547,2,2018,4,22,3,22,2018,4,22,3,45,18,0,1,1,5
7195982,0,50268,1,2018,4,22,3,12,2018,4,22,15,21,9,0,4,1,4
7195981,0,51548,2,2018,4,22,3,3,2018,4,22,3,23,11,0,1,1,5
7195977,0,51547,2,2018,4,22,2,43,2018,4,22,3,11,12,0,1,1,5
7195975,0,51549,2,2018,4,22,2,41,2018,4,22,2,44,2,0,1,1,5
7196568,0,51550,2,2018,4,22,2,29,2018,4,22,2,44,9,0,1,1,5
7195973,0,50911,2,2018,4,22,2,27,2018,4,22,2,40,9,0,3,1,3
7195970,0,51548,2,2018,4,22,2,17,2018,4,22,2,48,16,0,1,1,5
7195968,0,50349,2,2018,4,22,2,13,2018,4,22,2,30,12,0,2,1,2
7195966,0,50911,2,2018,4,22,2,9,2018,4,22,2,16,4,0,3,1,3
7195964,0,51547,2,2018,4,22,1,59,2018,4,22,2,38,25,0,1,1,5
7195963,0,50349,2,2018,4,22,1,56,2018,4,22,2,12,12,0,2,1,2
7195962,0,51549,2,2018,4,22,1,51,2018,4,22,2,28,24,0,1,1,5
7196567,0,51550,2,2018,4,22,1,48,2018,4,22,2,16,21,0,1,1,5
7195961,0,50913,2,2018,4,22,1,48,2018,4,22,4,24,17,0,1,1,1
7195959,0,51086,1,2018,4,22,1,43,2018,4,23,8,30,9,0,5,1,1
7195957,0,51548,2,2018,4,22,1,37,2018,4,22,2,15,10,0,1,1,5
7195954,0,51547,2,2018,4,22,1,30,2018,4,22,1,50,14,0,1,1,5
7195951,0,50349,2,2018,4,22,1,23,2018,4,22,1,55,21,0,2,1,2
7195944,0,51548,2,2018,4,22,1,12,2018,4,22,1,35,11,0,1,1,5
7195938,0,51549,2,2018,4,22,1,4,2018,4,22,1,39,16,0,1,1,5
7195937,0,51547,2,2018,4,22,1,3,2018,4,22,1,20,13,0,1,1,5
7195924,0,50692,2,2018,4,22,0,56,2018,4,22,1,41,12,0,10,1,3
7195923,0,50911,2,2018,4,22,0,48,2018,4,22,1,7,8,0,3,1,3
7195921,0,51548,2,2018,4,22,0,44,2018,4,22,1,4,14,0,1,1,5
7195912,0,50911,2,2018,4,22,0,21,2018,4,22,0,22,0,0,3,1,3
7195910,0,50911,2,2018,4,22,0,8,2018,4,22,0,10,1,0,3,1,3
7195909,0,50349,2,2018,4,22,0,5,2018,4,22,0,27,18,0,2,1,2
7195906,0,51547,2,2018,4,21,23,56,2018,4,22,0,7,8,0,1,1,5
7195905,0,51549,2,2018,4,21,23,54,2018,4,22,0,10,1,0,1,1,5
7195898,0,50911,2,2018,4,21,23,41,2018,4,21,23,52,9,0,3,1,3
7195893,0,50913,2,2018,4,21,23,13,2018,4,22,1,46,1,0,1,1,1
7195887,0,50349,2,2018,4,21,23,6,2018,4,21,23,23,12,0,2,1,2
