CargingEent,UserID,CPID,Connector,Startyear,StartMonth,StartDay,StartHour,StartQuarter,EndYear,EndMonth,EndDay,EndHour,EndQuarter,TotalKW,Cost,Site,Group,Model
7502186,605564,51549,1,2018,8,8,15,39,2018,8,8,16,8,12,0,1,1,5
7502176,605934,50273,2,2018,8,8,15,38,2018,8,9,0,56,23,0,18,4,4
7502163,606426,51547,2,2018,8,8,15,34,2018,8,8,15,58,6,0,1,1,5
7502158,604752,51198,1,2018,8,8,15,33,2018,8,9,15,3,0,0,17,1,6
7502145,607486,51548,2,2018,8,8,15,29,2018,8,8,15,41,3,0,1,1,5
7502138,518466,50910,2,2018,8,8,15,27,2018,8,8,18,12,6,0,13,1,1
7502127,604904,51200,1,2018,8,8,15,24,2018,8,9,8,11,0,0,17,1,6
7502114,606260,51550,2,2018,8,8,15,18,2018,8,8,16,12,23,0,1,1,5
7502106,607486,51549,2,2018,8,8,15,15,2018,8,8,15,23,4,0,1,1,5
7502104,604804,50523,2,2018,8,8,15,14,2018,8,9,7,35,8,0,19,1,4
7502091,607439,51428,2,2018,8,8,15,9,2018,8,8,17,30,22,0,6,2,1
7502079,607439,51424,3,2018,8,8,15,3,2018,8,8,15,7,1,0,6,2,5
7502072,699999,51548,2,2018,8,8,15,0,2018,8,8,15,22,6,0,1,1,5
7502057,603522,50911,2,2018,8,8,14,58,2018,8,8,15,9,6,0,3,1,3
7502054,604622,51426,2,2018,8,8,14,56,2018,8,8,15,24,13,0,6,2,5
7502039,604749,51199,1,2018,8,8,14,53,2018,8,9,9,18,1,0,17,1,6
7503065,607855,51423,2,2018,8,8,14,53,2018,8,8,15,24,13,0,6,2,5
7502029,603902,50269,1,2018,8,8,14,50,2018,8,9,7,27,5,0,15,1,4
7502017,604745,51203,1,2018,8,8,14,46,2018,8,9,7,49,0,0,17,1,6
7502004,607097,51550,2,2018,8,8,14,43,2018,8,8,14,51,5,0,1,1,5
7501990,607265,51421,2,2018,8,8,14,37,2018,8,8,15,1,13,0,6,2,5
7501950,601535,51548,2,2018,8,8,14,26,2018,8,8,14,50,13,0,1,1,5
7501943,602502,51548,3,2018,8,8,14,24,2018,8,8,14,46,15,0,1,1,5
7501931,607496,51547,2,2018,8,8,14,19,2018,8,8,15,19,23,0,1,1,5
7501902,518475,51550,2,2018,8,8,14,8,2018,8,8,14,31,14,0,1,1,5
7501880,606998,50909,1,2018,8,8,14,0,2018,8,8,16,19,16,0,21,1,1
7501873,608039,51549,2,2018,8,8,13,59,2018,8,8,14,44,15,0,1,1,5
7501868,605086,51425,2,2018,8,8,13,57,2018,8,8,14,30,14,0,6,2,5
7501862,607670,51356,1,2018,8,8,13,56,2018,8,9,12,10,5,0,16,1,4
7501852,607735,51548,2,2018,8,8,13,52,2018,8,8,14,11,9,0,1,1,5
7501842,604727,50261,1,2018,8,8,13,51,2018,8,8,14,11,1,0,11,5,4
7501835,605644,50676,1,2018,8,8,13,51,2018,8,8,18,19,6,0,20,1,4
7501789,604739,51201,1,2018,8,8,13,44,2018,8,8,15,6,2,0,17,1,6
7501787,604761,50911,2,2018,8,8,13,44,2018,8,8,14,6,8,0,3,1,3
7501784,604758,50264,2,2018,8,8,13,42,2018,8,8,15,25,2,0,14,4,4
7501753,604733,51198,2,2018,8,8,13,34,2018,8,8,14,50,1,0,17,1,6
7503064,602840,51423,2,2018,8,8,13,33,2018,8,8,14,2,21,0,6,2,5
7501748,605337,51426,2,2018,8,8,13,32,2018,8,8,14,33,21,0,6,2,5
7501746,606789,51356,2,2018,8,8,13,31,2018,8,9,10,43,3,0,16,1,4
7501743,518475,50911,2,2018,8,8,13,31,2018,8,8,13,37,3,0,3,1,3
7501738,607916,50911,1,2018,8,8,13,31,2018,8,8,15,10,31,0,3,1,3
7501709,604900,50266,1,2018,8,8,13,25,2018,8,8,15,58,5,0,23,1,4
7501700,604726,51199,1,2018,8,8,13,23,2018,8,8,14,26,2,0,17,1,6
7501682,604441,51088,1,2018,8,8,13,20,2018,8,8,14,20,3,0,16,1,4
7501668,604749,50913,2,2018,8,8,13,19,2018,8,8,14,31,4,0,1,1,1
7501641,605751,51421,1,2018,8,8,13,10,2018,8,8,14,9,30,0,6,2,5
7501627,604746,51203,2,2018,8,8,13,9,2018,8,9,12,17,4,0,17,1,6
7501621,606671,51425,2,2018,8,8,13,8,2018,8,8,13,42,13,0,6,2,5
7501619,604836,51424,2,2018,8,8,13,8,2018,8,8,13,38,11,0,6,2,5
7501601,600407,50910,2,2018,8,8,13,2,2018,8,8,15,19,27,0,13,1,1
7501576,607224,51426,2,2018,8,8,12,59,2018,8,8,13,26,13,0,6,2,5
7501574,606842,50843,2,2018,8,8,12,58,2018,8,9,6,41,15,0,12,1,4
7501572,606698,51088,2,2018,8,8,12,58,2018,8,8,15,22,9,0,16,1,4
7501558,606909,51548,2,2018,8,8,12,56,2018,8,8,13,22,17,0,1,1,5
7501556,603453,50349,1,2018,8,8,12,55,2018,8,8,18,39,10,0,2,1,2
7501540,602178,51549,2,2018,8,8,12,50,2018,8,8,13,2,6,0,1,1,5
7501536,604749,51198,2,2018,8,8,12,49,2018,8,8,13,5,1,0,17,1,6
7501529,607942,50349,2,2018,8,8,12,47,2018,8,8,13,18,11,0,2,1,2
7501494,603522,50911,2,2018,8,8,12,36,2018,8,8,12,47,8,0,3,1,3
7501484,7320,51548,2,2018,8,8,12,32,2018,8,8,12,53,8,0,1,1,5
7501459,605192,51421,2,2018,8,8,12,25,2018,8,8,12,54,18,0,6,2,5
7501436,604804,50523,2,2018,8,8,12,19,2018,8,8,12,56,4,0,19,1,4
7501432,604733,51198,2,2018,8,8,12,18,2018,8,8,12,36,1,0,17,1,6
7501431,604724,50238,1,2018,8,8,12,17,2018,8,8,18,49,0,0,18,1,4
7501416,606620,50349,2,2018,8,8,12,14,2018,8,8,12,45,13,0,2,1,2
7501392,603679,51424,2,2018,8,8,12,9,2018,8,8,13,4,28,0,6,2,5
7501389,604739,51201,1,2018,8,8,12,7,2018,8,8,12,47,2,0,17,1,6
7501388,604806,50338,2,2018,8,8,12,7,2018,8,8,12,14,3,0,9,1,3
7501372,603907,51425,2,2018,8,8,12,2,2018,8,8,12,32,5,0,6,2,5
7501366,602117,50911,2,2018,8,8,12,2,2018,8,8,12,16,3,0,3,1,3
7501343,1886,50910,1,2018,8,8,11,56,2018,8,10,9,55,4,0,13,1,1
7501304,604771,50240,2,2018,8,8,11,48,2018,8,8,15,2,6,0,16,1,4
7501283,601555,50911,2,2018,8,8,11,42,2018,8,8,11,46,0,0,3,1,3
7501274,604897,51548,2,2018,8,8,11,39,2018,8,8,11,44,3,0,1,1,5
7501265,600340,50238,2,2018,8,8,11,37,2018,8,8,13,48,8,0,18,1,4
7714909,604752,51202,1,2018,8,8,11,33,2018,8,8,14,3,1,0,17,1,6
7501244,607194,51549,2,2018,8,8,11,31,2018,8,8,11,34,1,0,1,1,5
7501242,604745,51200,1,2018,8,8,11,30,2018,8,8,14,3,7,0,17,1,6
7501239,607216,51426,2,2018,8,8,11,29,2018,8,8,11,59,14,0,6,2,5
7501226,604773,50841,1,2018,8,8,11,25,2018,8,9,6,51,4,0,7,1,4
7501224,604728,51199,2,2018,8,8,11,24,2018,8,8,13,19,3,0,17,1,6
7501208,607571,51421,2,2018,8,8,11,19,2018,8,8,12,7,10,0,6,2,5
7501167,503829,51086,2,2018,8,8,11,1,2018,8,12,19,31,16,0,5,1,1
7501161,602822,51424,2,2018,8,8,11,0,2018,8,8,11,9,3,0,6,2,5
7501155,604264,50910,2,2018,8,8,10,58,2018,8,8,12,3,4,0,13,1,1
7501143,604799,51198,2,2018,8,8,10,55,2018,8,8,11,45,5,0,17,1,6
7714908,604733,51202,2,2018,8,8,10,54,2018,8,8,11,44,2,0,17,1,6
7503063,602821,51423,2,2018,8,8,10,53,2018,8,8,11,25,13,0,6,2,5
7501135,607753,51548,2,2018,8,8,10,52,2018,8,8,11,3,4,0,1,1,5
7501130,602534,50909,1,2018,8,8,10,51,2018,8,8,12,36,4,0,21,1,1
7501127,604761,51356,2,2018,8,8,10,50,2018,8,8,11,6,2,0,16,1,4
7501124,604730,50263,2,2018,8,8,10,48,2018,8,8,15,3,0,0,14,4,4
7501123,607194,51549,2,2018,8,8,10,48,2018,8,8,11,31,27,0,1,1,5
7501119,604931,51547,2,2018,8,8,10,47,2018,8,8,11,15,13,0,1,1,5
7501091,606257,51421,2,2018,8,8,10,36,2018,8,8,11,13,13,0,6,2,5
7501069,601555,50911,2,2018,8,8,10,28,2018,8,8,11,11,6,0,3,1,3
7503062,602822,51423,2,2018,8,8,10,24,2018,8,8,10,32,3,0,6,2,5
7501033,607753,51547,2,2018,8,8,10,15,2018,8,8,10,41,16,0,1,1,5
7501028,600402,51548,2,2018,8,8,10,13,2018,8,8,10,33,15,0,1,1,5
7501013,604897,50523,1,2018,8,8,10,7,2018,8,8,10,8,0,0,19,1,4
7501004,604904,51201,1,2018,8,8,10,5,2018,8,8,11,45,4,0,17,1,6
7501002,603985,50840,2,2018,8,8,10,4,2018,8,8,11,45,6,0,22,1,4
7501001,604897,50523,1,2018,8,8,10,4,2018,8,8,10,6,0,0,19,1,4
7714907,604752,51202,1,2018,8,8,10,3,2018,8,8,11,12,3,0,17,1,6
7503061,602822,51423,2,2018,8,8,10,3,2018,8,8,10,8,2,0,6,2,5
7500986,517846,50269,2,2018,8,8,9,58,2018,8,8,21,5,0,0,15,1,4
7500977,604726,51200,2,2018,8,8,9,54,2018,8,8,12,28,2,0,17,1,6
7500965,604755,51199,1,2018,8,8,9,51,2018,8,8,11,47,6,0,17,1,6
7500952,600108,50269,1,2018,8,8,9,45,2018,8,8,14,49,6,0,15,1,4
7500946,604775,50264,1,2018,8,8,9,44,2018,8,10,11,48,8,0,14,4,4
7500938,604804,50523,2,2018,8,8,9,43,2018,8,8,10,9,3,0,19,1,4
7500937,604758,50264,2,2018,8,8,9,42,2018,8,8,12,28,3,0,14,4,4
7500929,605082,51547,2,2018,8,8,9,38,2018,8,8,10,6,13,0,1,1,5
7500928,601719,50909,2,2018,8,8,9,38,2018,8,8,12,56,14,0,21,1,1
7500895,601838,50913,1,2018,8,8,9,28,2018,8,8,16,11,11,0,1,1,1
7500894,607496,51426,2,2018,8,8,9,27,2018,8,8,9,40,10,0,6,2,5
7500876,601052,51425,2,2018,8,8,9,22,2018,8,8,9,38,7,0,6,2,5
7500845,603606,51429,2,2018,8,8,9,14,2018,8,8,17,7,7,0,6,2,1
7500832,607265,51421,2,2018,8,8,9,10,2018,8,8,9,28,7,0,6,2,5
7500795,606671,51547,2,2018,8,8,9,3,2018,8,8,9,9,2,0,1,1,5
7500786,603869,50349,2,2018,8,8,9,2,2018,8,8,9,22,11,0,2,1,2
7500773,12541,50349,1,2018,8,8,9,0,2018,8,8,12,29,60,0,2,1,2
7500753,607083,50911,2,2018,8,8,8,56,2018,8,8,9,51,15,0,3,1,3
7500717,604931,51547,2,2018,8,8,8,46,2018,8,8,8,49,2,0,1,1,5
7500714,603902,50269,1,2018,8,8,8,46,2018,8,8,9,44,3,0,15,1,4
7503060,601597,51423,2,2018,8,8,8,45,2018,8,8,9,17,3,0,6,2,5
7500696,606909,50911,2,2018,8,8,8,42,2018,8,8,8,47,3,0,3,1,3
7500684,518622,50675,2,2018,8,8,8,38,2018,8,8,17,50,10,0,20,1,4
7500654,604897,51203,2,2018,8,8,8,34,2018,8,8,8,36,0,0,17,1,6
7500618,519299,50315,1,2018,8,8,8,26,2018,8,8,16,46,11,0,2,1,4
7500591,603301,51088,2,2018,8,8,8,20,2018,8,8,12,21,10,0,16,1,4
7500511,518149,50676,2,2018,8,8,7,59,2018,8,8,17,13,12,0,20,1,4
7500469,604895,50338,2,2018,8,8,7,49,2018,8,8,8,9,4,0,9,1,3
7500466,605084,51425,2,2018,8,8,7,49,2018,8,8,8,1,9,0,6,2,5
7500460,607976,50315,2,2018,8,8,7,49,2018,8,8,18,24,24,0,2,1,4
7500439,604897,51203,2,2018,8,8,7,45,2018,8,8,8,33,0,0,17,1,6
7500225,605207,51548,2,2018,8,8,6,42,2018,8,8,7,21,20,0,1,1,5
7500209,605337,51426,2,2018,8,8,6,32,2018,8,8,6,43,3,0,6,2,5
7500192,602814,51549,2,2018,8,8,6,16,2018,8,8,7,0,24,0,1,1,5
7500182,605931,51421,2,2018,8,8,6,8,2018,8,8,6,39,10,0,6,2,5
7500134,604244,50914,1,2018,8,8,4,55,2018,8,8,14,49,16,0,1,1,1
7500131,605337,51424,2,2018,8,8,4,52,2018,8,8,5,52,20,0,6,2,5
7500127,605337,51426,2,2018,8,8,4,47,2018,8,8,4,51,1,0,6,2,5
7500123,605082,51547,2,2018,8,8,4,32,2018,8,8,4,44,6,0,1,1,5
7500121,605934,51425,2,2018,8,8,4,25,2018,8,8,4,49,19,0,6,2,5
7500114,605931,50911,2,2018,8,8,4,6,2018,8,8,4,25,13,0,3,1,3
7500085,605931,51426,2,2018,8,8,2,21,2018,8,8,2,36,10,0,6,2,5
7500078,603475,51549,2,2018,8,8,2,2,2018,8,8,2,22,14,0,1,1,5
7500070,604244,51548,2,2018,8,8,1,32,2018,8,8,1,57,9,0,1,1,5
7500066,519478,50911,2,2018,8,8,1,23,2018,8,8,1,31,5,0,3,1,3
7500040,606177,51548,2,2018,8,8,1,8,2018,8,8,1,14,4,0,1,1,5
7500035,604982,50913,1,2018,8,8,1,0,2018,8,8,7,58,19,0,1,1,1
7500030,607529,51547,2,2018,8,8,0,52,2018,8,8,1,16,14,0,1,1,5
7500025,518009,51548,2,2018,8,8,0,39,2018,8,8,0,58,12,0,1,1,5
7500021,607173,51421,2,2018,8,8,0,26,2018,8,8,1,14,20,0,6,2,5
7500016,607856,50909,2,2018,8,8,0,21,2018,8,8,8,35,21,0,21,1,1
7500015,605337,50349,2,2018,8,8,0,21,2018,8,8,0,37,8,0,2,1,2
7500009,604622,51426,2,2018,8,8,0,3,2018,8,8,0,28,10,0,6,2,5
7499999,605337,51547,2,2018,8,7,23,41,2018,8,7,23,54,10,0,1,1,5
7499997,603475,51548,2,2018,8,7,23,36,2018,8,7,23,54,14,0,1,1,5
7499985,605355,51425,2,2018,8,7,23,10,2018,8,7,23,33,17,0,6,2,5
7499978,519392,50911,2,2018,8,7,23,0,2018,8,7,23,20,9,0,3,1,3
7499967,607942,50349,2,2018,8,7,22,43,2018,8,7,23,7,12,0,2,1,2
7499924,603906,50841,1,2018,8,7,21,55,2018,8,8,7,2,5,0,7,1,4
7499902,605235,51425,2,2018,8,7,21,42,2018,8,7,22,4,3,0,6,2,5
7499887,604832,50267,1,2018,8,7,21,30,2018,8,8,15,52,4,0,9,1,4
7499885,603680,51549,2,2018,8,7,21,27,2018,8,7,22,0,10,0,1,1,5
7499879,604830,50316,2,2018,8,7,21,20,2018,8,8,16,0,20,0,8,1,4
7499873,607735,51547,2,2018,8,7,21,15,2018,8,7,21,42,12,0,1,1,5
7499865,604622,51421,2,2018,8,7,21,11,2018,8,7,21,40,17,0,6,2,5
7499848,604244,51548,2,2018,8,7,21,1,2018,8,7,21,38,16,0,1,1,5
7499846,604773,50841,2,2018,8,7,21,0,2018,8,8,7,6,4,0,7,1,4
7499831,520935,51088,1,2018,8,7,20,50,2018,8,8,9,38,17,0,16,1,4
7499821,519478,51421,2,2018,8,7,20,42,2018,8,7,21,4,10,0,6,2,5
7499716,605235,50911,2,2018,8,7,19,46,2018,8,7,20,13,5,0,3,1,3
7499702,604760,50240,1,2018,8,7,19,41,2018,8,8,14,7,6,0,16,1,4
7499696,605079,51547,2,2018,8,7,19,37,2018,8,7,20,12,5,0,1,1,5
7499683,603522,50911,2,2018,8,7,19,30,2018,8,7,19,44,9,0,3,1,3
7499682,607529,51548,2,2018,8,7,19,29,2018,8,7,20,22,17,0,1,1,5
7499633,520263,50909,1,2018,8,7,19,9,2018,8,8,9,45,0,0,21,1,1
7499612,601535,51549,2,2018,8,7,19,3,2018,8,7,19,35,14,0,1,1,5
7499600,607173,51426,2,2018,8,7,19,2,2018,8,7,19,19,9,0,6,2,5
7499624,605084,51548,2,2018,8,7,19,0,2018,8,7,19,16,12,0,1,1,5
7499541,607058,50349,2,2018,8,7,18,55,2018,8,7,19,29,16,0,2,1,2
7499499,519036,51424,2,2018,8,7,18,37,2018,8,7,19,17,15,0,6,2,5
7499486,513577,51547,2,2018,8,7,18,33,2018,8,7,19,3,22,0,1,1,5
7499349,606523,50911,2,2018,8,7,18,13,2018,8,7,18,32,4,0,3,1,3
7499170,518475,50911,2,2018,8,7,17,45,2018,8,7,17,54,7,0,3,1,3
7499155,603680,50349,2,2018,8,7,17,41,2018,8,7,17,56,8,0,2,1,2
7499147,608239,50264,1,2018,8,7,17,39,2018,8,8,7,17,26,0,14,4,4
7499122,605079,51550,2,2018,8,7,17,30,2018,8,7,17,59,4,0,1,1,5
7499108,518466,50910,2,2018,8,7,17,23,2018,8,7,18,32,4,0,13,1,1
7499103,1883,51086,1,2018,8,7,17,21,2018,8,7,19,7,11,0,5,1,1
7499093,608039,51426,2,2018,8,7,17,18,2018,8,7,17,42,17,0,6,2,5
7499069,606842,51547,2,2018,8,7,17,13,2018,8,7,17,43,6,0,1,1,5
7499063,607224,51549,2,2018,8,7,17,10,2018,8,7,17,29,11,0,1,1,5
7499054,600046,51088,1,2018,8,7,17,6,2018,8,7,17,19,2,0,16,1,4
7499049,604982,50913,1,2018,8,7,17,3,2018,8,7,20,8,11,0,1,1,1
7499042,600046,51356,2,2018,8,7,17,2,2018,8,8,8,37,0,0,16,1,4
7499008,604800,50911,2,2018,8,7,16,50,2018,8,7,17,44,13,0,3,1,3
7499009,600424,51548,2,2018,8,7,16,50,2018,8,7,17,10,10,0,1,1,5
7498976,605355,51421,2,2018,8,7,16,39,2018,8,7,17,3,17,0,6,2,5
7498971,606671,51549,2,2018,8,7,16,37,2018,8,7,16,56,10,0,1,1,5
7498966,603701,51426,2,2018,8,7,16,35,2018,8,7,16,52,12,0,6,2,5
7498965,520935,51356,1,2018,8,7,16,35,2018,8,8,8,37,3,0,16,1,4
7503059,605337,51423,2,2018,8,7,16,25,2018,8,7,17,5,20,0,6,2,5
7498920,603548,50911,1,2018,8,7,16,16,2018,8,7,16,49,3,0,3,1,3
7498917,604733,51202,2,2018,8,7,16,15,2018,8,8,9,47,5,0,17,1,6
7498912,604726,51200,2,2018,8,7,16,13,2018,8,8,9,10,4,0,17,1,6
7498903,604931,51547,2,2018,8,7,16,9,2018,8,7,16,23,7,0,1,1,5
7498901,607856,51421,2,2018,8,7,16,8,2018,8,7,16,32,12,0,6,2,5
7498898,605338,51425,2,2018,8,7,16,7,2018,8,7,16,23,10,0,6,2,5
7498888,604902,50261,2,2018,8,7,16,5,2018,8,8,9,54,3,0,11,5,4
7498871,605846,51427,1,2018,8,7,15,59,2018,8,7,16,16,6,0,6,2,1
7498854,604728,51198,2,2018,8,7,15,53,2018,8,8,10,32,2,0,17,1,6
7498850,604802,50269,1,2018,8,7,15,52,2018,8,8,8,44,4,0,15,1,4
7498822,604897,51203,2,2018,8,7,15,41,2018,8,8,7,42,0,0,17,1,6
7498808,606260,51547,2,2018,8,7,15,37,2018,8,7,15,59,9,0,1,1,5
7498807,601052,51421,2,2018,8,7,15,37,2018,8,7,15,48,8,0,6,2,5
7498804,604752,51199,1,2018,8,7,15,36,2018,8,8,9,25,3,0,17,1,6
7498792,604819,51425,2,2018,8,7,15,33,2018,8,7,15,50,10,0,6,2,5
7498787,604904,51202,1,2018,8,7,15,32,2018,8,8,9,1,0,0,17,1,6
7498782,607855,50911,2,2018,8,7,15,31,2018,8,7,16,5,10,0,3,1,3
7498775,604202,50910,2,2018,8,7,15,29,2018,8,7,15,46,1,0,13,1,1
7498765,603082,50315,1,2018,8,7,15,26,2018,8,7,15,59,2,0,2,1,4
7498759,604739,51199,2,2018,8,7,15,24,2018,8,8,8,20,2,0,17,1,6
7498745,603589,51550,2,2018,8,7,15,22,2018,8,7,15,45,14,0,1,1,5
7498726,604749,51201,2,2018,8,7,15,16,2018,8,8,7,55,3,0,17,1,6
7498720,604745,51203,1,2018,8,7,15,14,2018,8,8,8,35,0,0,17,1,6
7498716,607496,51548,2,2018,8,7,15,14,2018,8,7,16,14,22,0,1,1,5
7498711,604895,50338,2,2018,8,7,15,12,2018,8,7,15,40,2,0,9,1,3
7498709,604804,50523,1,2018,8,7,15,11,2018,8,8,7,34,7,0,19,1,4
7503058,604622,51423,2,2018,8,7,15,10,2018,8,7,15,41,10,0,6,2,5
7498699,607571,51549,2,2018,8,7,15,9,2018,8,7,15,52,13,0,1,1,5
7498694,606909,51547,2,2018,8,7,15,6,2018,8,7,15,36,19,0,1,1,5
7498683,603548,51421,2,2018,8,7,15,2,2018,8,7,15,18,7,0,6,2,5
7498663,607697,50264,2,2018,8,7,14,59,2018,8,7,17,38,11,0,14,4,4
7498661,607735,51548,2,2018,8,7,14,59,2018,8,7,15,13,9,0,1,1,5
7498647,606260,50909,1,2018,8,7,14,54,2018,8,7,15,26,3,0,21,1,1
7498632,605082,51547,2,2018,8,7,14,49,2018,8,7,14,54,2,0,1,1,5
7498622,606842,51550,2,2018,8,7,14,47,2018,8,7,15,20,17,0,1,1,5
7498614,604897,51201,1,2018,8,7,14,45,2018,8,7,15,38,0,0,17,1,6
7498612,607294,51426,2,2018,8,7,14,44,2018,8,7,15,10,6,0,6,2,5
7498600,603548,51550,2,2018,8,7,14,41,2018,8,7,14,45,2,0,1,1,5
7498584,601535,51548,2,2018,8,7,14,34,2018,8,7,14,50,10,0,1,1,5
7498563,608229,51424,2,2018,8,7,14,26,2018,8,7,15,6,19,0,6,2,5
7498542,602806,51426,2,2018,8,7,14,19,2018,8,7,14,39,14,0,6,2,5
7498533,605082,51550,2,2018,8,7,14,18,2018,8,7,14,37,11,0,1,1,5
7498532,608183,50910,2,2018,8,7,14,17,2018,8,7,14,56,2,0,13,1,1
7498530,605338,51425,2,2018,8,7,14,17,2018,8,7,14,29,9,0,6,2,5
7498525,602178,51549,2,2018,8,7,14,16,2018,8,7,14,55,15,0,1,1,5
7498510,607294,51426,2,2018,8,7,14,9,2018,8,7,14,17,4,0,6,2,5
7498504,7320,51548,2,2018,8,7,14,7,2018,8,7,14,23,6,0,1,1,5
7498493,607933,51549,2,2018,8,7,14,4,2018,8,7,14,13,6,0,1,1,5
7498481,606102,51547,2,2018,8,7,14,2,2018,8,7,14,37,13,0,1,1,5
7498448,606260,50911,2,2018,8,7,13,54,2018,8,7,14,6,6,0,3,1,3
7498433,604728,51202,1,2018,8,7,13,50,2018,8,7,15,4,1,0,17,1,6
7498427,604724,50238,1,2018,8,7,13,48,2018,8,8,10,0,0,0,18,1,4
7498366,607173,51550,2,2018,8,7,13,40,2018,8,7,13,58,4,0,1,1,5
7498362,604806,50338,2,2018,8,7,13,40,2018,8,7,13,52,4,0,9,1,3
7498361,602821,51547,2,2018,8,7,13,40,2018,8,7,13,51,6,0,1,1,5
7498306,604727,50261,1,2018,8,7,13,34,2018,8,8,9,56,9,0,11,5,4
7498261,502170,50263,1,2018,8,7,13,25,2018,8,10,9,34,16,0,14,4,4
7498238,604761,50349,2,2018,8,7,13,22,2018,8,7,13,54,12,0,2,1,2
7498203,604900,50266,1,2018,8,7,13,16,2018,8,8,7,19,3,0,23,1,4
7498204,605083,51421,2,2018,8,7,13,16,2018,8,7,13,22,4,0,6,2,5
7498200,604796,50267,2,2018,8,7,13,15,2018,8,8,21,38,6,0,9,1,4
7498199,603679,51424,2,2018,8,7,13,14,2018,8,7,14,15,24,0,6,2,5
7498150,600265,50911,2,2018,8,7,13,2,2018,8,7,13,16,1,0,3,1,3
7498107,604897,51201,2,2018,8,7,12,58,2018,8,7,14,42,1,0,17,1,6
7498091,518475,51426,2,2018,8,7,12,55,2018,8,7,13,19,13,0,6,2,5
7498076,600402,51547,2,2018,8,7,12,48,2018,8,7,13,14,19,0,1,1,5
7498073,604771,50240,2,2018,8,7,12,46,2018,8,8,9,22,3,0,16,1,4
7498067,604473,51088,2,2018,8,7,12,45,2018,8,7,17,46,15,0,16,1,4
7498064,604897,51201,2,2018,8,7,12,44,2018,8,7,12,57,0,0,17,1,6
7498055,604746,51200,1,2018,8,7,12,42,2018,8,8,10,15,3,0,17,1,6
7498052,601838,50912,1,2018,8,7,12,42,2018,8,8,9,32,8,0,1,1,1
7498050,520935,51356,1,2018,8,7,12,41,2018,8,7,16,32,27,0,16,1,4
7498051,607216,51422,2,2018,8,7,12,41,2018,8,7,13,38,27,0,6,1,5
7498026,601079,51427,2,2018,8,7,12,37,2018,8,7,14,10,2,0,6,2,1
7498019,605678,51087,2,2018,8,7,12,36,2018,8,7,14,28,4,0,3,1,4
7498013,604773,50841,1,2018,8,7,12,35,2018,8,7,16,0,3,0,7,1,4
7498005,604727,50261,1,2018,8,7,12,33,2018,8,7,13,31,0,0,11,5,4
7498001,604931,51425,2,2018,8,7,12,32,2018,8,7,12,50,11,0,6,2,5
7497990,606038,51086,1,2018,8,7,12,30,2018,8,7,13,34,13,0,5,1,1
7497977,604749,51198,2,2018,8,7,12,29,2018,8,7,13,56,1,0,17,1,6
7497974,607265,51548,2,2018,8,7,12,28,2018,8,7,12,53,14,0,1,1,5
7497971,605084,50910,2,2018,8,7,12,27,2018,8,7,13,3,0,0,13,1,1
7497967,606698,51087,1,2018,8,7,12,26,2018,8,7,14,29,0,0,3,1,4
7497955,604736,50522,1,2018,8,7,12,24,2018,8,9,14,42,8,0,19,1,4
7497938,517866,51421,2,2018,8,7,12,19,2018,8,7,12,41,10,0,6,2,5
7497931,604804,50523,1,2018,8,7,12,17,2018,8,7,12,57,4,0,19,1,4
7497917,606342,50911,1,2018,8,7,12,11,2018,8,7,14,2,6,0,3,1,3
7497906,604904,51199,1,2018,8,7,12,10,2018,8,7,14,2,2,0,17,1,6
7497893,607753,51547,2,2018,8,7,12,5,2018,8,7,12,30,10,0,1,1,5
7497874,606384,51548,2,2018,8,7,11,59,2018,8,7,12,20,15,0,1,1,5
7497844,604760,50240,1,2018,8,7,11,49,2018,8,7,17,0,10,0,16,1,4
7497842,604745,51203,2,2018,8,7,11,48,2018,8,7,13,3,2,0,17,1,6
7497820,603906,50841,2,2018,8,7,11,41,2018,8,7,17,54,3,0,7,1,4
7497811,604726,51199,2,2018,8,7,11,37,2018,8,7,13,42,2,0,17,1,6
7497796,607753,51548,2,2018,8,7,11,31,2018,8,7,11,50,13,0,1,1,5
7497779,604738,50268,2,2018,8,7,11,29,2018,8,9,9,7,5,0,4,1,4
7497746,600184,50909,1,2018,8,7,11,20,2018,8,7,14,10,9,0,21,1,1
7497734,604758,50263,1,2018,8,7,11,18,2018,8,7,13,6,1,0,14,4,4
7497731,604752,51201,1,2018,8,7,11,17,2018,8,7,14,27,4,0,17,1,6
7497691,605082,51422,2,2018,8,7,11,3,2018,8,7,11,8,4,0,6,1,5
7497668,604734,50268,1,2018,8,7,10,57,2018,8,7,15,13,14,0,4,1,4
7497662,605083,51421,2,2018,8,7,10,54,2018,8,7,10,56,1,0,6,2,5
7497650,604799,51198,2,2018,8,7,10,51,2018,8,7,11,43,4,0,17,1,6
7497645,603985,51087,2,2018,8,7,10,50,2018,8,7,11,10,1,0,3,1,4
7497643,604733,51202,2,2018,8,7,10,49,2018,8,7,13,47,0,0,17,1,6
7497630,7320,51547,2,2018,8,7,10,43,2018,8,7,11,17,10,0,1,1,5
7497605,606671,51424,2,2018,8,7,10,36,2018,8,7,10,53,8,0,6,2,5
7497596,600108,50269,1,2018,8,7,10,34,2018,8,7,15,50,4,0,15,1,4
7497585,604749,51199,2,2018,8,7,10,32,2018,8,7,10,44,0,0,17,1,6
7497568,602706,50910,2,2018,8,7,10,24,2018,8,7,11,12,3,0,13,1,1
