BuildingIndex,Year,Month,Day,Hour,Quarter,P1(Day),P2(Holiday),P3(ChargingPointID),Charge/Discharge[kwh],SOC[%]
1,2018,9,2,0,2,0,0,50238,0.00058698,0
1,2018,9,2,0,2,0,0,51200,0.003694949,0
1,2018,9,2,0,2,0,0,50236,0,0
1,2018,9,2,0,2,0,0,51202,0,0
1,2018,9,2,0,2,0,0,51198,0.006077001,0
1,2018,9,2,0,2,0,0,50234,0,0
1,2018,9,2,0,2,0,0,51199,0.013455772,0
1,2018,9,2,0,2,0,0,50271,0.036889693,0
1,2018,9,2,0,2,0,0,50269,0.032013081,0
1,2018,9,2,0,2,0,0,50522,0.015044494,0
1,2018,9,2,0,2,0,0,50264,0.012202015,0
1,2018,9,2,0,2,0,0,50263,0.040496215,0
1,2018,9,2,0,2,0,0,50267,0.024265166,0
1,2018,9,2,0,2,0,0,50267,0,0
1,2018,9,2,0,2,0,0,51201,0.007501786,0
1,2018,9,2,0,2,0,0,51200,0.022210377,0
1,2018,9,2,0,2,0,0,51198,0.037691327,0
1,2018,9,2,0,2,0,0,50263,0.004205607,0
1,2018,9,2,0,2,0,0,51202,0.005520982,0
1,2018,9,2,0,2,0,0,50523,0.072999532,0
1,2018,9,2,0,2,0,0,50265,0.069659091,0
1,2018,9,2,0,2,0,0,50272,0.012921053,0
1,2018,9,2,0,2,0,0,50841,0.023231765,0
1,2018,9,2,0,3,0,0,50911,0.689166667,0
1,2018,9,2,0,3,0,0,51548,4.074413793,0
1,2018,9,2,0,3,0,0,51547,7.775935484,0
1,2018,9,2,0,3,0,0,50268,0.034312839,0
1,2018,9,2,0,3,0,0,51429,0.076938878,0
1,2018,9,2,0,3,0,0,50316,0.534699454,0
1,2018,9,2,0,3,0,0,50914,0.191139706,0
1,2018,9,2,0,3,0,0,50912,0.336718062,0
1,2018,9,2,0,3,0,0,50910,0.07275,0
1,2018,9,2,0,3,0,0,50272,0.440713324,0
1,2018,9,2,0,3,0,0,50240,0.013190407,0
1,2018,9,2,0,3,0,0,50841,0.018781513,0
1,2018,9,2,0,3,0,0,50240,0.022771588,0
1,2018,9,2,0,3,0,0,51086,0.010357315,0
1,2018,9,2,0,3,0,0,51203,0.009306707,0
1,2018,9,2,0,3,0,0,50261,0,0
1,2018,9,2,0,3,0,0,51201,0.03864223,0
1,2018,9,2,0,3,0,0,50238,0.00058698,0
1,2018,9,2,0,3,0,0,51200,0.003694949,0
1,2018,9,2,0,3,0,0,50236,0,0
1,2018,9,2,0,3,0,0,51202,0,0
1,2018,9,2,0,3,0,0,51198,0.006077001,0
1,2018,9,2,0,3,0,0,50234,0,0
1,2018,9,2,0,3,0,0,51199,0.013455772,0
1,2018,9,2,0,3,0,0,50271,0.036889693,0
1,2018,9,2,0,3,0,0,50269,0.032013081,0
1,2018,9,2,0,3,0,0,50522,0.015044494,0
1,2018,9,2,0,3,0,0,50264,0.012202015,0
1,2018,9,2,0,3,0,0,50263,0.040496215,0
1,2018,9,2,0,3,0,0,50267,0.024265166,0
1,2018,9,2,0,3,0,0,50267,0,0
1,2018,9,2,0,3,0,0,51201,0.007501786,0
1,2018,9,2,0,3,0,0,51200,0.022210377,0
1,2018,9,2,0,3,0,0,51198,0.037691327,0
1,2018,9,2,0,3,0,0,50263,0.004205607,0
1,2018,9,2,0,3,0,0,51202,0.005520982,0
1,2018,9,2,0,3,0,0,50523,0.072999532,0
1,2018,9,2,0,3,0,0,50265,0.069659091,0
1,2018,9,2,0,3,0,0,50272,0.012921053,0
1,2018,9,2,0,3,0,0,50841,0.023231765,0
1,2018,9,2,1,0,0,0,51423,6.951163934,0
1,2018,9,2,1,0,0,0,51422,6.832583333,0
1,2018,9,2,1,0,0,0,51549,9.329375,0
1,2018,9,2,1,0,0,0,50911,10.3375,0
1,2018,9,2,1,0,0,0,51548,10.18603448,0
1,2018,9,2,1,0,0,0,51547,10.60354839,0
1,2018,9,2,1,0,0,0,50268,0.034312839,0
1,2018,9,2,1,0,0,0,51429,0.076938878,0
1,2018,9,2,1,0,0,0,50316,0.534699454,0
1,2018,9,2,1,0,0,0,50914,0.191139706,0
1,2018,9,2,1,0,0,0,50912,0.336718062,0
1,2018,9,2,1,0,0,0,50910,0.07275,0
1,2018,9,2,1,0,0,0,50272,0.440713324,0
1,2018,9,2,1,0,0,0,50240,0.013190407,0
1,2018,9,2,1,0,0,0,50841,0.018781513,0
1,2018,9,2,1,0,0,0,50240,0.022771588,0
1,2018,9,2,1,0,0,0,51086,0.010357315,0
1,2018,9,2,1,0,0,0,51203,0.009306707,0
1,2018,9,2,1,0,0,0,50261,0,0
1,2018,9,2,1,0,0,0,51201,0.03864223,0
1,2018,9,2,1,0,0,0,50238,0.00058698,0
1,2018,9,2,1,0,0,0,51200,0.003694949,0
1,2018,9,2,1,0,0,0,50236,0,0
1,2018,9,2,1,0,0,0,51202,0,0
1,2018,9,2,1,0,0,0,51198,0.006077001,0
1,2018,9,2,1,0,0,0,50234,0,0
1,2018,9,2,1,0,0,0,51199,0.013455772,0
1,2018,9,2,1,0,0,0,50271,0.036889693,0
1,2018,9,2,1,0,0,0,50269,0.032013081,0
1,2018,9,2,1,0,0,0,50522,0.015044494,0
1,2018,9,2,1,0,0,0,50264,0.012202015,0
1,2018,9,2,1,0,0,0,50263,0.040496215,0
1,2018,9,2,1,0,0,0,50267,0.024265166,0
1,2018,9,2,1,0,0,0,50267,0,0
1,2018,9,2,1,0,0,0,51201,0.007501786,0
1,2018,9,2,1,0,0,0,51200,0.022210377,0
1,2018,9,2,1,0,0,0,51198,0.037691327,0
1,2018,9,2,1,0,0,0,50263,0.004205607,0
1,2018,9,2,1,0,0,0,51202,0.005520982,0
1,2018,9,2,1,0,0,0,50523,0.072999532,0
1,2018,9,2,1,0,0,0,50265,0.069659091,0
1,2018,9,2,1,0,0,0,50272,0.012921053,0
1,2018,9,2,1,0,0,0,50841,0.023231765,0
1,2018,9,2,1,1,0,0,51423,8.02057377,0
1,2018,9,2,1,1,0,0,51422,5.781416667,0
1,2018,9,2,1,1,0,0,51549,5.597625,0
1,2018,9,2,1,1,0,0,50911,5.513333333,0
1,2018,9,2,1,1,0,0,51548,5.432551724,0
1,2018,9,2,1,1,0,0,51547,3.534516129,0
1,2018,9,2,1,1,0,0,50268,0.034312839,0
1,2018,9,2,1,1,0,0,51429,0.076938878,0
1,2018,9,2,1,1,0,0,50316,0.534699454,0
1,2018,9,2,1,1,0,0,50914,0.191139706,0
1,2018,9,2,1,1,0,0,50912,0.336718062,0
1,2018,9,2,1,1,0,0,50910,0.07275,0
1,2018,9,2,1,1,0,0,50272,0.440713324,0
1,2018,9,2,1,1,0,0,50240,0.013190407,0
1,2018,9,2,1,1,0,0,50841,0.018781513,0
1,2018,9,2,1,1,0,0,50240,0.022771588,0
1,2018,9,2,1,1,0,0,51086,0.010357315,0
1,2018,9,2,1,1,0,0,51203,0.009306707,0
1,2018,9,2,1,1,0,0,50261,0,0
1,2018,9,2,1,1,0,0,51201,0.03864223,0
1,2018,9,2,1,1,0,0,50238,0.00058698,0
1,2018,9,2,1,1,0,0,51200,0.003694949,0
1,2018,9,2,1,1,0,0,50236,0,0
1,2018,9,2,1,1,0,0,51202,0,0
1,2018,9,2,1,1,0,0,51198,0.006077001,0
1,2018,9,2,1,1,0,0,50234,0,0
1,2018,9,2,1,1,0,0,51199,0.013455772,0
1,2018,9,2,1,1,0,0,50271,0.036889693,0
1,2018,9,2,1,1,0,0,50269,0.032013081,0
1,2018,9,2,1,1,0,0,50522,0.015044494,0
1,2018,9,2,1,1,0,0,50264,0.012202015,0
1,2018,9,2,1,1,0,0,50263,0.040496215,0
1,2018,9,2,1,1,0,0,50267,0.024265166,0
1,2018,9,2,1,1,0,0,50267,0,0
1,2018,9,2,1,1,0,0,51201,0.007501786,0
1,2018,9,2,1,1,0,0,51200,0.022210377,0
1,2018,9,2,1,1,0,0,51198,0.037691327,0
1,2018,9,2,1,1,0,0,50263,0.004205607,0
1,2018,9,2,1,1,0,0,51202,0.005520982,0
1,2018,9,2,1,1,0,0,50523,0.072999532,0
1,2018,9,2,1,1,0,0,50265,0.069659091,0
1,2018,9,2,1,1,0,0,50272,0.012921053,0
1,2018,9,2,1,1,0,0,50841,0.023231765,0
1,2018,9,2,1,2,0,0,50911,4.204285714,0
1,2018,9,2,1,2,0,0,51423,8.02057377,0
1,2018,9,2,1,2,0,0,50268,0.034312839,0
1,2018,9,2,1,2,0,0,51429,0.076938878,0
1,2018,9,2,1,2,0,0,50316,0.534699454,0
1,2018,9,2,1,2,0,0,50914,0.191139706,0
1,2018,9,2,1,2,0,0,50912,0.336718062,0
1,2018,9,2,1,2,0,0,50910,0.07275,0
1,2018,9,2,1,2,0,0,50272,0.440713324,0
1,2018,9,2,1,2,0,0,50240,0.013190407,0
1,2018,9,2,1,2,0,0,50841,0.018781513,0
1,2018,9,2,1,2,0,0,50240,0.022771588,0
1,2018,9,2,1,2,0,0,51086,0.010357315,0
1,2018,9,2,1,2,0,0,51203,0.009306707,0
1,2018,9,2,1,2,0,0,50261,0,0
1,2018,9,2,1,2,0,0,51201,0.03864223,0
1,2018,9,2,1,2,0,0,50238,0.00058698,0
1,2018,9,2,1,2,0,0,51200,0.003694949,0
1,2018,9,2,1,2,0,0,50236,0,0
1,2018,9,2,1,2,0,0,51202,0,0
1,2018,9,2,1,2,0,0,51198,0.006077001,0
1,2018,9,2,1,2,0,0,50234,0,0
1,2018,9,2,1,2,0,0,51199,0.013455772,0
1,2018,9,2,1,2,0,0,50271,0.036889693,0
1,2018,9,2,1,2,0,0,50269,0.032013081,0
1,2018,9,2,1,2,0,0,50522,0.015044494,0
1,2018,9,2,1,2,0,0,50264,0.012202015,0
1,2018,9,2,1,2,0,0,50263,0.040496215,0
1,2018,9,2,1,2,0,0,50267,0.024265166,0
1,2018,9,2,1,2,0,0,50267,0,0
1,2018,9,2,1,2,0,0,51201,0.007501786,0
1,2018,9,2,1,2,0,0,51200,0.022210377,0
1,2018,9,2,1,2,0,0,51198,0.037691327,0
1,2018,9,2,1,2,0,0,50263,0.004205607,0
1,2018,9,2,1,2,0,0,51202,0.005520982,0
1,2018,9,2,1,2,0,0,50523,0.072999532,0
1,2018,9,2,1,2,0,0,50265,0.069659091,0
1,2018,9,2,1,2,0,0,50272,0.012921053,0
1,2018,9,2,1,2,0,0,50841,0.023231765,0
1,2018,9,2,1,3,0,0,50911,5.493333333,0
1,2018,9,2,1,3,0,0,51425,6.179307692,0
1,2018,9,2,1,3,0,0,51422,4.6832,0
1,2018,9,2,1,3,0,0,51421,5.9468,0
1,2018,9,2,1,3,0,0,50692,6.345625,0
1,2018,9,2,1,3,0,0,51424,5.24524,0
1,2018,9,2,1,3,0,0,51426,9.184695652,0
1,2018,9,2,1,3,0,0,50911,2.335714286,0
1,2018,9,2,1,3,0,0,51423,8.02057377,0
1,2018,9,2,1,3,0,0,50268,0.034312839,0
1,2018,9,2,1,3,0,0,51429,0.076938878,0
1,2018,9,2,1,3,0,0,50316,0.534699454,0
1,2018,9,2,1,3,0,0,50914,0.191139706,0
1,2018,9,2,1,3,0,0,50912,0.336718062,0
1,2018,9,2,1,3,0,0,50910,0.07275,0
1,2018,9,2,1,3,0,0,50272,0.440713324,0
1,2018,9,2,1,3,0,0,50240,0.013190407,0
1,2018,9,2,1,3,0,0,50841,0.018781513,0
1,2018,9,2,1,3,0,0,50240,0.022771588,0
1,2018,9,2,1,3,0,0,51086,0.010357315,0
1,2018,9,2,1,3,0,0,51203,0.009306707,0
1,2018,9,2,1,3,0,0,50261,0,0
1,2018,9,2,1,3,0,0,51201,0.03864223,0
1,2018,9,2,1,3,0,0,50238,0.00058698,0
1,2018,9,2,1,3,0,0,51200,0.003694949,0
1,2018,9,2,1,3,0,0,50236,0,0
1,2018,9,2,1,3,0,0,51202,0,0
1,2018,9,2,1,3,0,0,51198,0.006077001,0
1,2018,9,2,1,3,0,0,50234,0,0
1,2018,9,2,1,3,0,0,51199,0.013455772,0
1,2018,9,2,1,3,0,0,50271,0.036889693,0
1,2018,9,2,1,3,0,0,50269,0.032013081,0
1,2018,9,2,1,3,0,0,50522,0.015044494,0
1,2018,9,2,1,3,0,0,50264,0.012202015,0
1,2018,9,2,1,3,0,0,50263,0.040496215,0
1,2018,9,2,1,3,0,0,50267,0.024265166,0
1,2018,9,2,1,3,0,0,50267,0,0
1,2018,9,2,1,3,0,0,51201,0.007501786,0
1,2018,9,2,1,3,0,0,51200,0.022210377,0
1,2018,9,2,1,3,0,0,51198,0.037691327,0
1,2018,9,2,1,3,0,0,50263,0.004205607,0
1,2018,9,2,1,3,0,0,51202,0.005520982,0
1,2018,9,2,1,3,0,0,50523,0.072999532,0
1,2018,9,2,1,3,0,0,50265,0.069659091,0
1,2018,9,2,1,3,0,0,50272,0.012921053,0
1,2018,9,2,1,3,0,0,50841,0.023231765,0
1,2018,9,2,2,0,0,0,51426,0.745117647,0
1,2018,9,2,2,0,0,0,51423,8.169965517,0
1,2018,9,2,2,0,0,0,51548,8.181875,0
1,2018,9,2,2,0,0,0,50349,10.64266667,0
1,2018,9,2,2,0,0,0,50911,8.926666667,0
1,2018,9,2,2,0,0,0,51425,10.29884615,0
1,2018,9,2,2,0,0,0,51422,7.0248,0
1,2018,9,2,2,0,0,0,51421,8.9202,0
1,2018,9,2,2,0,0,0,50692,2.884375,0
1,2018,9,2,2,0,0,0,51424,6.67576,0
1,2018,9,2,2,0,0,0,51426,8.419304348,0
1,2018,9,2,2,0,0,0,51423,1.604114754,0
1,2018,9,2,2,0,0,0,50268,0.034312839,0
1,2018,9,2,2,0,0,0,51429,0.076938878,0
1,2018,9,2,2,0,0,0,50316,0.534699454,0
1,2018,9,2,2,0,0,0,50914,0.191139706,0
1,2018,9,2,2,0,0,0,50912,0.336718062,0
1,2018,9,2,2,0,0,0,50910,0.07275,0
1,2018,9,2,2,0,0,0,50272,0.440713324,0
1,2018,9,2,2,0,0,0,50240,0.013190407,0
1,2018,9,2,2,0,0,0,50841,0.018781513,0
1,2018,9,2,2,0,0,0,50240,0.022771588,0
1,2018,9,2,2,0,0,0,51086,0.010357315,0
1,2018,9,2,2,0,0,0,51203,0.009306707,0
1,2018,9,2,2,0,0,0,50261,0,0
1,2018,9,2,2,0,0,0,51201,0.03864223,0
1,2018,9,2,2,0,0,0,50238,0.00058698,0
1,2018,9,2,2,0,0,0,51200,0.003694949,0
1,2018,9,2,2,0,0,0,50236,0,0
1,2018,9,2,2,0,0,0,51202,0,0
1,2018,9,2,2,0,0,0,51198,0.006077001,0
1,2018,9,2,2,0,0,0,50234,0,0
1,2018,9,2,2,0,0,0,51199,0.013455772,0
1,2018,9,2,2,0,0,0,50271,0.036889693,0
1,2018,9,2,2,0,0,0,50269,0.032013081,0
1,2018,9,2,2,0,0,0,50522,0.015044494,0
1,2018,9,2,2,0,0,0,50264,0.012202015,0
1,2018,9,2,2,0,0,0,50263,0.040496215,0
1,2018,9,2,2,0,0,0,50267,0.024265166,0
1,2018,9,2,2,0,0,0,50267,0,0
1,2018,9,2,2,0,0,0,51201,0.007501786,0
1,2018,9,2,2,0,0,0,51200,0.022210377,0
1,2018,9,2,2,0,0,0,51198,0.037691327,0
1,2018,9,2,2,0,0,0,50263,0.004205607,0
1,2018,9,2,2,0,0,0,51202,0.005520982,0
1,2018,9,2,2,0,0,0,50523,0.072999532,0
1,2018,9,2,2,0,0,0,50265,0.069659091,0
1,2018,9,2,2,0,0,0,50272,0.012921053,0
1,2018,9,2,2,0,0,0,50841,0.023231765,0
1,2018,9,2,2,1,0,0,51421,2.29264,0
1,2018,9,2,2,1,0,0,50911,4.255238095,0
1,2018,9,2,2,1,0,0,51547,6.374454545,0
1,2018,9,2,2,1,0,0,51426,5.588382353,0
1,2018,9,2,2,1,0,0,51423,11.14086207,0
1,2018,9,2,2,1,0,0,51548,1.888125,0
1,2018,9,2,2,1,0,0,50349,1.637333333,0
1,2018,9,2,2,1,0,0,51425,10.29884615,0
1,2018,9,2,2,1,0,0,50268,0.034312839,0
1,2018,9,2,2,1,0,0,51429,0.076938878,0
1,2018,9,2,2,1,0,0,50316,0.534699454,0
1,2018,9,2,2,1,0,0,50914,0.191139706,0
1,2018,9,2,2,1,0,0,50912,0.336718062,0
1,2018,9,2,2,1,0,0,50910,0.07275,0
1,2018,9,2,2,1,0,0,50272,0.440713324,0
1,2018,9,2,2,1,0,0,50240,0.013190407,0
1,2018,9,2,2,1,0,0,50841,0.018781513,0
1,2018,9,2,2,1,0,0,50240,0.022771588,0
1,2018,9,2,2,1,0,0,51086,0.010357315,0
1,2018,9,2,2,1,0,0,51203,0.009306707,0
1,2018,9,2,2,1,0,0,50261,0,0
1,2018,9,2,2,1,0,0,51201,0.03864223,0
