BuildingIndex,Year,Month,Day,Hour,Quarter,P1(Day),P2(Holiday),P3(ChargingPointID),Charge/Discharge[kwh],SOC[%]
1,2018,9,2,18,2,0,0,50263,0.040496215,0
1,2018,9,2,18,2,0,0,50267,0.024265166,0
1,2018,9,2,18,2,0,0,50267,0,0
1,2018,9,2,18,2,0,0,51201,0.007501786,0
1,2018,9,2,18,2,0,0,51200,0.022210377,0
1,2018,9,2,18,2,0,0,51198,0.037691327,0
1,2018,9,2,18,2,0,0,50263,0.004205607,0
1,2018,9,2,18,2,0,0,51202,0.005520982,0
1,2018,9,2,18,2,0,0,50523,0.072999532,0
1,2018,9,2,18,2,0,0,50272,0.012921053,0
1,2018,9,2,18,2,0,0,50841,0.023231765,0
1,2018,9,2,18,3,0,0,50911,8.619310345,0
1,2018,9,2,18,3,0,0,51548,5.088870968,0
1,2018,9,2,18,3,0,0,51425,7.52505,0
1,2018,9,2,18,3,0,0,51422,7.93925,0
1,2018,9,2,18,3,0,0,50238,0.000244698,0
1,2018,9,2,18,3,0,0,51087,0.803823529,0
1,2018,9,2,18,3,0,0,51086,0.268578947,0
1,2018,9,2,18,3,0,0,50840,0.882692308,0
1,2018,9,2,18,3,0,0,50912,0.603674699,0
1,2018,9,2,18,3,0,0,50272,0.383785714,0
1,2018,9,2,18,3,0,0,50910,0.189980901,0
1,2018,9,2,18,3,0,0,50522,0,0
1,2018,9,2,18,3,0,0,50913,0.231756374,0
1,2018,9,2,18,3,0,0,50316,0.185874799,0
1,2018,9,2,18,3,0,0,50914,0.75703125,0
1,2018,9,2,18,3,0,0,50240,0.015877128,0
1,2018,9,2,18,3,0,0,50912,0.093524632,0
1,2018,9,2,18,3,0,0,50268,0.034312839,0
1,2018,9,2,18,3,0,0,50240,0.013190407,0
1,2018,9,2,18,3,0,0,51086,0.010357315,0
1,2018,9,2,18,3,0,0,51203,0.009306707,0
1,2018,9,2,18,3,0,0,50261,0,0
1,2018,9,2,18,3,0,0,51201,0.03864223,0
1,2018,9,2,18,3,0,0,51200,0.003694949,0
1,2018,9,2,18,3,0,0,50236,0,0
1,2018,9,2,18,3,0,0,51202,0,0
1,2018,9,2,18,3,0,0,51198,0.006077001,0
1,2018,9,2,18,3,0,0,50234,0,0
1,2018,9,2,18,3,0,0,51199,0.013455772,0
1,2018,9,2,18,3,0,0,50271,0.036889693,0
1,2018,9,2,18,3,0,0,50269,0.032013081,0
1,2018,9,2,18,3,0,0,50522,0.015044494,0
1,2018,9,2,18,3,0,0,50264,0.012202015,0
1,2018,9,2,18,3,0,0,50263,0.040496215,0
1,2018,9,2,18,3,0,0,50267,0.024265166,0
1,2018,9,2,18,3,0,0,50267,0,0
1,2018,9,2,18,3,0,0,51201,0.007501786,0
1,2018,9,2,18,3,0,0,51200,0.022210377,0
1,2018,9,2,18,3,0,0,51198,0.037691327,0
1,2018,9,2,18,3,0,0,50263,0.004205607,0
1,2018,9,2,18,3,0,0,51202,0.005520982,0
1,2018,9,2,18,3,0,0,50523,0.072999532,0
1,2018,9,2,18,3,0,0,50272,0.012921053,0
1,2018,9,2,18,3,0,0,50841,0.023231765,0
1,2018,9,2,19,0,0,0,50911,10.77413793,0
1,2018,9,2,19,0,0,0,51548,5.871774194,0
1,2018,9,2,19,0,0,0,51422,7.93925,0
1,2018,9,2,19,0,0,0,50238,0.000244698,0
1,2018,9,2,19,0,0,0,51087,0.803823529,0
1,2018,9,2,19,0,0,0,51086,0.268578947,0
1,2018,9,2,19,0,0,0,50840,0.882692308,0
1,2018,9,2,19,0,0,0,50912,0.603674699,0
1,2018,9,2,19,0,0,0,50272,0.383785714,0
1,2018,9,2,19,0,0,0,50910,0.189980901,0
1,2018,9,2,19,0,0,0,50522,0,0
1,2018,9,2,19,0,0,0,50913,0.231756374,0
1,2018,9,2,19,0,0,0,50316,0.185874799,0
1,2018,9,2,19,0,0,0,50914,0.75703125,0
1,2018,9,2,19,0,0,0,50240,0.015877128,0
1,2018,9,2,19,0,0,0,50912,0.093524632,0
1,2018,9,2,19,0,0,0,50268,0.034312839,0
1,2018,9,2,19,0,0,0,50240,0.013190407,0
1,2018,9,2,19,0,0,0,51086,0.010357315,0
1,2018,9,2,19,0,0,0,51203,0.009306707,0
1,2018,9,2,19,0,0,0,50261,0,0
1,2018,9,2,19,0,0,0,51201,0.03864223,0
1,2018,9,2,19,0,0,0,51200,0.003694949,0
1,2018,9,2,19,0,0,0,50236,0,0
1,2018,9,2,19,0,0,0,51202,0,0
1,2018,9,2,19,0,0,0,51198,0.006077001,0
1,2018,9,2,19,0,0,0,50234,0,0
1,2018,9,2,19,0,0,0,51199,0.013455772,0
1,2018,9,2,19,0,0,0,50271,0.036889693,0
1,2018,9,2,19,0,0,0,50269,0.032013081,0
1,2018,9,2,19,0,0,0,50522,0.015044494,0
1,2018,9,2,19,0,0,0,50264,0.012202015,0
1,2018,9,2,19,0,0,0,50263,0.040496215,0
1,2018,9,2,19,0,0,0,50267,0.024265166,0
1,2018,9,2,19,0,0,0,50267,0,0
1,2018,9,2,19,0,0,0,51201,0.007501786,0
1,2018,9,2,19,0,0,0,51200,0.022210377,0
1,2018,9,2,19,0,0,0,51198,0.037691327,0
1,2018,9,2,19,0,0,0,50263,0.004205607,0
1,2018,9,2,19,0,0,0,51202,0.005520982,0
1,2018,9,2,19,0,0,0,50523,0.072999532,0
1,2018,9,2,19,0,0,0,50272,0.012921053,0
1,2018,9,2,19,0,0,0,50841,0.023231765,0
1,2018,9,2,19,1,0,0,50911,1.436551724,0
1,2018,9,2,19,1,0,0,51548,1.174354839,0
1,2018,9,2,19,1,0,0,51422,6.3514,0
1,2018,9,2,19,1,0,0,50238,0.000244698,0
1,2018,9,2,19,1,0,0,51087,0.803823529,0
1,2018,9,2,19,1,0,0,51086,0.268578947,0
1,2018,9,2,19,1,0,0,50840,0.823846154,0
1,2018,9,2,19,1,0,0,50912,0.603674699,0
1,2018,9,2,19,1,0,0,50272,0.383785714,0
1,2018,9,2,19,1,0,0,50910,0.189980901,0
1,2018,9,2,19,1,0,0,50522,0,0
1,2018,9,2,19,1,0,0,50913,0.231756374,0
1,2018,9,2,19,1,0,0,50316,0.185874799,0
1,2018,9,2,19,1,0,0,50914,0.75703125,0
1,2018,9,2,19,1,0,0,50240,0.015877128,0
1,2018,9,2,19,1,0,0,50912,0.093524632,0
1,2018,9,2,19,1,0,0,50268,0.034312839,0
1,2018,9,2,19,1,0,0,50240,0.013190407,0
1,2018,9,2,19,1,0,0,51086,0.010357315,0
1,2018,9,2,19,1,0,0,51203,0.009306707,0
1,2018,9,2,19,1,0,0,50261,0,0
1,2018,9,2,19,1,0,0,51201,0.03864223,0
1,2018,9,2,19,1,0,0,51200,0.003694949,0
1,2018,9,2,19,1,0,0,50236,0,0
1,2018,9,2,19,1,0,0,51202,0,0
1,2018,9,2,19,1,0,0,51198,0.006077001,0
1,2018,9,2,19,1,0,0,50234,0,0
1,2018,9,2,19,1,0,0,51199,0.013455772,0
1,2018,9,2,19,1,0,0,50271,0.036889693,0
1,2018,9,2,19,1,0,0,50269,0.032013081,0
1,2018,9,2,19,1,0,0,50522,0.015044494,0
1,2018,9,2,19,1,0,0,50264,0.012202015,0
1,2018,9,2,19,1,0,0,50263,0.040496215,0
1,2018,9,2,19,1,0,0,50267,0.024265166,0
1,2018,9,2,19,1,0,0,50267,0,0
1,2018,9,2,19,1,0,0,51201,0.007501786,0
1,2018,9,2,19,1,0,0,51200,0.022210377,0
1,2018,9,2,19,1,0,0,51198,0.037691327,0
1,2018,9,2,19,1,0,0,50263,0.004205607,0
1,2018,9,2,19,1,0,0,51202,0.005520982,0
1,2018,9,2,19,1,0,0,50523,0.072999532,0
1,2018,9,2,19,1,0,0,50272,0.012921053,0
1,2018,9,2,19,1,0,0,50841,0.023231765,0
1,2018,9,2,19,2,0,0,51087,0.218516644,0
1,2018,9,2,19,2,0,0,50268,0.169888889,0
1,2018,9,2,19,2,0,0,50692,4.164285714,0
1,2018,9,2,19,2,0,0,50238,0.000244698,0
1,2018,9,2,19,2,0,0,51087,0.803823529,0
1,2018,9,2,19,2,0,0,51086,0.268578947,0
1,2018,9,2,19,2,0,0,50912,0.603674699,0
1,2018,9,2,19,2,0,0,50272,0.383785714,0
1,2018,9,2,19,2,0,0,50910,0.189980901,0
1,2018,9,2,19,2,0,0,50522,0,0
1,2018,9,2,19,2,0,0,50913,0.231756374,0
1,2018,9,2,19,2,0,0,50316,0.185874799,0
1,2018,9,2,19,2,0,0,50914,0.75703125,0
1,2018,9,2,19,2,0,0,50240,0.015877128,0
1,2018,9,2,19,2,0,0,50912,0.093524632,0
1,2018,9,2,19,2,0,0,50268,0.034312839,0
1,2018,9,2,19,2,0,0,50240,0.013190407,0
1,2018,9,2,19,2,0,0,51086,0.010357315,0
1,2018,9,2,19,2,0,0,51203,0.009306707,0
1,2018,9,2,19,2,0,0,50261,0,0
1,2018,9,2,19,2,0,0,51201,0.03864223,0
1,2018,9,2,19,2,0,0,51200,0.003694949,0
1,2018,9,2,19,2,0,0,50236,0,0
1,2018,9,2,19,2,0,0,51202,0,0
1,2018,9,2,19,2,0,0,51198,0.006077001,0
1,2018,9,2,19,2,0,0,50234,0,0
1,2018,9,2,19,2,0,0,51199,0.013455772,0
1,2018,9,2,19,2,0,0,50271,0.036889693,0
1,2018,9,2,19,2,0,0,50269,0.032013081,0
1,2018,9,2,19,2,0,0,50522,0.015044494,0
1,2018,9,2,19,2,0,0,50264,0.012202015,0
1,2018,9,2,19,2,0,0,50263,0.040496215,0
1,2018,9,2,19,2,0,0,50267,0.024265166,0
1,2018,9,2,19,2,0,0,50267,0,0
1,2018,9,2,19,2,0,0,51201,0.007501786,0
1,2018,9,2,19,2,0,0,51200,0.022210377,0
1,2018,9,2,19,2,0,0,51198,0.037691327,0
1,2018,9,2,19,2,0,0,50263,0.004205607,0
1,2018,9,2,19,2,0,0,51202,0.005520982,0
1,2018,9,2,19,2,0,0,50523,0.072999532,0
1,2018,9,2,19,2,0,0,50272,0.012921053,0
1,2018,9,2,19,2,0,0,50841,0.023231765,0
1,2018,9,2,19,3,0,0,51087,0.364194407,0
1,2018,9,2,19,3,0,0,50268,0.231666667,0
1,2018,9,2,19,3,0,0,50692,3.785714286,0
1,2018,9,2,19,3,0,0,50238,0.000244698,0
1,2018,9,2,19,3,0,0,51086,0.268578947,0
1,2018,9,2,19,3,0,0,50912,0.603674699,0
1,2018,9,2,19,3,0,0,50272,0.383785714,0
1,2018,9,2,19,3,0,0,50910,0.189980901,0
1,2018,9,2,19,3,0,0,50522,0,0
1,2018,9,2,19,3,0,0,50913,0.231756374,0
1,2018,9,2,19,3,0,0,50316,0.185874799,0
1,2018,9,2,19,3,0,0,50914,0.75703125,0
1,2018,9,2,19,3,0,0,50240,0.015877128,0
1,2018,9,2,19,3,0,0,50912,0.093524632,0
1,2018,9,2,19,3,0,0,50268,0.034312839,0
1,2018,9,2,19,3,0,0,50240,0.013190407,0
1,2018,9,2,19,3,0,0,51086,0.010357315,0
1,2018,9,2,19,3,0,0,51203,0.009306707,0
1,2018,9,2,19,3,0,0,50261,0,0
1,2018,9,2,19,3,0,0,51201,0.03864223,0
1,2018,9,2,19,3,0,0,51200,0.003694949,0
1,2018,9,2,19,3,0,0,50236,0,0
1,2018,9,2,19,3,0,0,51202,0,0
1,2018,9,2,19,3,0,0,51198,0.006077001,0
1,2018,9,2,19,3,0,0,50234,0,0
1,2018,9,2,19,3,0,0,51199,0.013455772,0
1,2018,9,2,19,3,0,0,50271,0.036889693,0
1,2018,9,2,19,3,0,0,50269,0.032013081,0
1,2018,9,2,19,3,0,0,50522,0.015044494,0
1,2018,9,2,19,3,0,0,50264,0.012202015,0
1,2018,9,2,19,3,0,0,50263,0.040496215,0
1,2018,9,2,19,3,0,0,50267,0.024265166,0
1,2018,9,2,19,3,0,0,50267,0,0
1,2018,9,2,19,3,0,0,51201,0.007501786,0
1,2018,9,2,19,3,0,0,51200,0.022210377,0
1,2018,9,2,19,3,0,0,51198,0.037691327,0
1,2018,9,2,19,3,0,0,50263,0.004205607,0
1,2018,9,2,19,3,0,0,51202,0.005520982,0
1,2018,9,2,19,3,0,0,50523,0.072999532,0
1,2018,9,2,19,3,0,0,50272,0.012921053,0
1,2018,9,2,19,3,0,0,50841,0.023231765,0
1,2018,9,2,20,0,0,0,51087,0.364194407,0
1,2018,9,2,20,0,0,0,50268,0.231666667,0
1,2018,9,2,20,0,0,0,50238,0.000244698,0
1,2018,9,2,20,0,0,0,51086,0.268578947,0
1,2018,9,2,20,0,0,0,50912,0.603674699,0
1,2018,9,2,20,0,0,0,50272,0.383785714,0
1,2018,9,2,20,0,0,0,50910,0.189980901,0
1,2018,9,2,20,0,0,0,50522,0,0
1,2018,9,2,20,0,0,0,50913,0.231756374,0
1,2018,9,2,20,0,0,0,50316,0.185874799,0
1,2018,9,2,20,0,0,0,50914,0.75703125,0
1,2018,9,2,20,0,0,0,50240,0.015877128,0
1,2018,9,2,20,0,0,0,50912,0.093524632,0
1,2018,9,2,20,0,0,0,50268,0.034312839,0
1,2018,9,2,20,0,0,0,50240,0.013190407,0
1,2018,9,2,20,0,0,0,51086,0.010357315,0
1,2018,9,2,20,0,0,0,51203,0.009306707,0
1,2018,9,2,20,0,0,0,50261,0,0
1,2018,9,2,20,0,0,0,51201,0.03864223,0
1,2018,9,2,20,0,0,0,51200,0.003694949,0
1,2018,9,2,20,0,0,0,50236,0,0
1,2018,9,2,20,0,0,0,51202,0,0
1,2018,9,2,20,0,0,0,51198,0.006077001,0
1,2018,9,2,20,0,0,0,50234,0,0
1,2018,9,2,20,0,0,0,51199,0.013455772,0
1,2018,9,2,20,0,0,0,50271,0.036889693,0
1,2018,9,2,20,0,0,0,50269,0.032013081,0
1,2018,9,2,20,0,0,0,50522,0.015044494,0
1,2018,9,2,20,0,0,0,50264,0.012202015,0
1,2018,9,2,20,0,0,0,50263,0.040496215,0
1,2018,9,2,20,0,0,0,50267,0.024265166,0
1,2018,9,2,20,0,0,0,50267,0,0
1,2018,9,2,20,0,0,0,51201,0.007501786,0
1,2018,9,2,20,0,0,0,51200,0.022210377,0
1,2018,9,2,20,0,0,0,51198,0.037691327,0
1,2018,9,2,20,0,0,0,50263,0.004205607,0
1,2018,9,2,20,0,0,0,51202,0.005520982,0
1,2018,9,2,20,0,0,0,50523,0.072999532,0
1,2018,9,2,20,0,0,0,50272,0.012921053,0
1,2018,9,2,20,0,0,0,50841,0.023231765,0
1,2018,9,2,20,1,0,0,51549,0.883,0
1,2018,9,2,20,1,0,0,51423,7.603548387,0
1,2018,9,2,20,1,0,0,51087,0.364194407,0
1,2018,9,2,20,1,0,0,50268,0.231666667,0
1,2018,9,2,20,1,0,0,50238,0.000244698,0
1,2018,9,2,20,1,0,0,51086,0.268578947,0
1,2018,9,2,20,1,0,0,50912,0.603674699,0
1,2018,9,2,20,1,0,0,50272,0.383785714,0
1,2018,9,2,20,1,0,0,50910,0.189980901,0
1,2018,9,2,20,1,0,0,50522,0,0
1,2018,9,2,20,1,0,0,50913,0.154504249,0
1,2018,9,2,20,1,0,0,50316,0.185874799,0
1,2018,9,2,20,1,0,0,50914,0.75703125,0
1,2018,9,2,20,1,0,0,50240,0.015877128,0
1,2018,9,2,20,1,0,0,50912,0.093524632,0
1,2018,9,2,20,1,0,0,50268,0.034312839,0
1,2018,9,2,20,1,0,0,50240,0.013190407,0
1,2018,9,2,20,1,0,0,51086,0.010357315,0
1,2018,9,2,20,1,0,0,51203,0.009306707,0
1,2018,9,2,20,1,0,0,50261,0,0
1,2018,9,2,20,1,0,0,51201,0.03864223,0
1,2018,9,2,20,1,0,0,51200,0.003694949,0
1,2018,9,2,20,1,0,0,50236,0,0
1,2018,9,2,20,1,0,0,51202,0,0
1,2018,9,2,20,1,0,0,51198,0.006077001,0
1,2018,9,2,20,1,0,0,50234,0,0
1,2018,9,2,20,1,0,0,51199,0.013455772,0
1,2018,9,2,20,1,0,0,50271,0.036889693,0
1,2018,9,2,20,1,0,0,50269,0.032013081,0
1,2018,9,2,20,1,0,0,50522,0.015044494,0
1,2018,9,2,20,1,0,0,50264,0.012202015,0
1,2018,9,2,20,1,0,0,50263,0.040496215,0
1,2018,9,2,20,1,0,0,50267,0.024265166,0
1,2018,9,2,20,1,0,0,50267,0,0
1,2018,9,2,20,1,0,0,51201,0.007501786,0
1,2018,9,2,20,1,0,0,51200,0.022210377,0
1,2018,9,2,20,1,0,0,51198,0.037691327,0
1,2018,9,2,20,1,0,0,50263,0.004205607,0
1,2018,9,2,20,1,0,0,51202,0.005520982,0
1,2018,9,2,20,1,0,0,50523,0.072999532,0
1,2018,9,2,20,1,0,0,50272,0.012921053,0
1,2018,9,2,20,1,0,0,50841,0.023231765,0
1,2018,9,2,20,2,0,0,50913,0.430046512,0
1,2018,9,2,20,2,0,0,51550,4.905625,0
1,2018,9,2,20,2,0,0,51547,3.598,0
1,2018,9,2,20,2,0,0,51549,6.6225,0
1,2018,9,2,20,2,0,0,51423,7.603548387,0
1,2018,9,2,20,2,0,0,51087,0.364194407,0
1,2018,9,2,20,2,0,0,50268,0.231666667,0
1,2018,9,2,20,2,0,0,50238,0.000244698,0
1,2018,9,2,20,2,0,0,51086,0.268578947,0
1,2018,9,2,20,2,0,0,50912,0.442694779,0
1,2018,9,2,20,2,0,0,50272,0.383785714,0
1,2018,9,2,20,2,0,0,50910,0.189980901,0
1,2018,9,2,20,2,0,0,50522,0,0
1,2018,9,2,20,2,0,0,50316,0.185874799,0
1,2018,9,2,20,2,0,0,50914,0.75703125,0
1,2018,9,2,20,2,0,0,50240,0.015877128,0
1,2018,9,2,20,2,0,0,50912,0.093524632,0
1,2018,9,2,20,2,0,0,50268,0.034312839,0
1,2018,9,2,20,2,0,0,50240,0.013190407,0
1,2018,9,2,20,2,0,0,51086,0.010357315,0
1,2018,9,2,20,2,0,0,51203,0.009306707,0
1,2018,9,2,20,2,0,0,50261,0,0
1,2018,9,2,20,2,0,0,51201,0.03864223,0
1,2018,9,2,20,2,0,0,51200,0.003694949,0
1,2018,9,2,20,2,0,0,50236,0,0
1,2018,9,2,20,2,0,0,51202,0,0
1,2018,9,2,20,2,0,0,51198,0.006077001,0
1,2018,9,2,20,2,0,0,50234,0,0
1,2018,9,2,20,2,0,0,51199,0.013455772,0
1,2018,9,2,20,2,0,0,50271,0.036889693,0
1,2018,9,2,20,2,0,0,50269,0.032013081,0
1,2018,9,2,20,2,0,0,50522,0.015044494,0
1,2018,9,2,20,2,0,0,50264,0.012202015,0
1,2018,9,2,20,2,0,0,50263,0.040496215,0
1,2018,9,2,20,2,0,0,50267,0.024265166,0
1,2018,9,2,20,2,0,0,50267,0,0
1,2018,9,2,20,2,0,0,51201,0.007501786,0
1,2018,9,2,20,2,0,0,51200,0.022210377,0
1,2018,9,2,20,2,0,0,51198,0.037691327,0
1,2018,9,2,20,2,0,0,50263,0.004205607,0
1,2018,9,2,20,2,0,0,51202,0.005520982,0
1,2018,9,2,20,2,0,0,50523,0.072999532,0
1,2018,9,2,20,2,0,0,50272,0.012921053,0
1,2018,9,2,20,2,0,0,50841,0.023231765,0
1,2018,9,2,20,3,0,0,51422,5.118,0
1,2018,9,2,20,3,0,0,51548,4.20552,0
1,2018,9,2,20,3,0,0,51426,7.295555556,0
1,2018,9,2,20,3,0,0,50913,1.612674419,0
1,2018,9,2,20,3,0,0,51550,2.943375,0
1,2018,9,2,20,3,0,0,51547,5.397,0
1,2018,9,2,20,3,0,0,51549,6.6225,0
1,2018,9,2,20,3,0,0,51423,0.506903226,0
1,2018,9,2,20,3,0,0,51087,0.364194407,0
1,2018,9,2,20,3,0,0,50268,0.231666667,0
1,2018,9,2,20,3,0,0,50238,0.000244698,0
1,2018,9,2,20,3,0,0,51086,0.268578947,0
1,2018,9,2,20,3,0,0,50272,0.383785714,0
1,2018,9,2,20,3,0,0,50910,0.189980901,0
1,2018,9,2,20,3,0,0,50522,0,0
1,2018,9,2,20,3,0,0,50316,0.185874799,0
1,2018,9,2,20,3,0,0,50914,0.75703125,0
1,2018,9,2,20,3,0,0,50240,0.015877128,0
1,2018,9,2,20,3,0,0,50912,0.093524632,0
1,2018,9,2,20,3,0,0,50268,0.034312839,0
1,2018,9,2,20,3,0,0,50240,0.013190407,0
1,2018,9,2,20,3,0,0,51086,0.010357315,0
1,2018,9,2,20,3,0,0,51203,0.009306707,0
1,2018,9,2,20,3,0,0,50261,0,0
1,2018,9,2,20,3,0,0,51201,0.03864223,0
1,2018,9,2,20,3,0,0,51200,0.003694949,0
1,2018,9,2,20,3,0,0,50236,0,0
1,2018,9,2,20,3,0,0,51202,0,0
1,2018,9,2,20,3,0,0,51198,0.006077001,0
1,2018,9,2,20,3,0,0,50234,0,0
1,2018,9,2,20,3,0,0,51199,0.013455772,0
1,2018,9,2,20,3,0,0,50271,0.036889693,0
1,2018,9,2,20,3,0,0,50269,0.032013081,0
1,2018,9,2,20,3,0,0,50522,0.015044494,0
1,2018,9,2,20,3,0,0,50264,0.012202015,0
1,2018,9,2,20,3,0,0,50263,0.040496215,0
1,2018,9,2,20,3,0,0,50267,0.024265166,0
1,2018,9,2,20,3,0,0,50267,0,0
1,2018,9,2,20,3,0,0,51201,0.007501786,0
1,2018,9,2,20,3,0,0,51200,0.022210377,0
1,2018,9,2,20,3,0,0,51198,0.037691327,0
1,2018,9,2,20,3,0,0,50263,0.004205607,0
1,2018,9,2,20,3,0,0,51202,0.005520982,0
1,2018,9,2,20,3,0,0,50523,0.072999532,0
1,2018,9,2,20,3,0,0,50272,0.012921053,0
1,2018,9,2,20,3,0,0,50841,0.023231765,0
1,2018,9,2,21,0,0,0,51421,0.848368421,0
1,2018,9,2,21,0,0,0,51422,3.184,0
1,2018,9,2,21,0,0,0,51422,3.412,0
1,2018,9,2,21,0,0,0,51548,5.35248,0
1,2018,9,2,21,0,0,0,51426,2.084444444,0
1,2018,9,2,21,0,0,0,50913,1.612674419,0
1,2018,9,2,21,0,0,0,51547,5.397,0
1,2018,9,2,21,0,0,0,51549,6.6225,0
1,2018,9,2,21,0,0,0,51087,0.364194407,0
1,2018,9,2,21,0,0,0,50268,0.231666667,0
1,2018,9,2,21,0,0,0,50238,0.000244698,0
1,2018,9,2,21,0,0,0,51086,0.268578947,0
1,2018,9,2,21,0,0,0,50272,0.383785714,0
1,2018,9,2,21,0,0,0,50910,0.189980901,0
1,2018,9,2,21,0,0,0,50522,0,0
1,2018,9,2,21,0,0,0,50316,0.185874799,0
1,2018,9,2,21,0,0,0,50914,0.75703125,0
1,2018,9,2,21,0,0,0,50240,0.015877128,0
1,2018,9,2,21,0,0,0,50912,0.093524632,0
1,2018,9,2,21,0,0,0,50268,0.034312839,0
1,2018,9,2,21,0,0,0,50240,0.013190407,0
1,2018,9,2,21,0,0,0,51086,0.010357315,0
1,2018,9,2,21,0,0,0,51203,0.009306707,0
1,2018,9,2,21,0,0,0,50261,0,0
1,2018,9,2,21,0,0,0,51201,0.03864223,0
1,2018,9,2,21,0,0,0,51200,0.003694949,0
1,2018,9,2,21,0,0,0,50236,0,0
1,2018,9,2,21,0,0,0,51202,0,0
1,2018,9,2,21,0,0,0,51198,0.006077001,0
1,2018,9,2,21,0,0,0,50234,0,0
1,2018,9,2,21,0,0,0,51199,0.013455772,0
1,2018,9,2,21,0,0,0,50271,0.036889693,0
1,2018,9,2,21,0,0,0,50269,0.032013081,0
1,2018,9,2,21,0,0,0,50522,0.015044494,0
1,2018,9,2,21,0,0,0,50264,0.012202015,0
1,2018,9,2,21,0,0,0,50263,0.040496215,0
1,2018,9,2,21,0,0,0,50267,0.024265166,0
1,2018,9,2,21,0,0,0,50267,0,0
1,2018,9,2,21,0,0,0,51201,0.007501786,0
1,2018,9,2,21,0,0,0,51200,0.022210377,0
1,2018,9,2,21,0,0,0,51198,0.037691327,0
1,2018,9,2,21,0,0,0,50263,0.004205607,0
1,2018,9,2,21,0,0,0,51202,0.005520982,0
1,2018,9,2,21,0,0,0,50523,0.072999532,0
1,2018,9,2,21,0,0,0,50272,0.012921053,0
1,2018,9,2,21,0,0,0,50841,0.023231765,0
1,2018,9,2,21,1,0,0,50264,0.622081448,0
1,2018,9,2,21,1,0,0,51421,4.241842105,0
1,2018,9,2,21,1,0,0,51422,3.98,0
1,2018,9,2,21,1,0,0,50913,1.612674419,0
1,2018,9,2,21,1,0,0,51547,1.799,0
1,2018,9,2,21,1,0,0,51549,2.2075,0
1,2018,9,2,21,1,0,0,51087,0.364194407,0
1,2018,9,2,21,1,0,0,50268,0.231666667,0
1,2018,9,2,21,1,0,0,50238,0.000244698,0
1,2018,9,2,21,1,0,0,51086,0.268578947,0
1,2018,9,2,21,1,0,0,50272,0.383785714,0
1,2018,9,2,21,1,0,0,50910,0.189980901,0
1,2018,9,2,21,1,0,0,50522,0,0
1,2018,9,2,21,1,0,0,50316,0.185874799,0
1,2018,9,2,21,1,0,0,50914,0.75703125,0
1,2018,9,2,21,1,0,0,50240,0.015877128,0
1,2018,9,2,21,1,0,0,50912,0.093524632,0
1,2018,9,2,21,1,0,0,50268,0.034312839,0
1,2018,9,2,21,1,0,0,50240,0.013190407,0
1,2018,9,2,21,1,0,0,51086,0.010357315,0
1,2018,9,2,21,1,0,0,51203,0.009306707,0
1,2018,9,2,21,1,0,0,50261,0,0
1,2018,9,2,21,1,0,0,51201,0.03864223,0
1,2018,9,2,21,1,0,0,51200,0.003694949,0
1,2018,9,2,21,1,0,0,50236,0,0
1,2018,9,2,21,1,0,0,51202,0,0
1,2018,9,2,21,1,0,0,51198,0.006077001,0
1,2018,9,2,21,1,0,0,50234,0,0
1,2018,9,2,21,1,0,0,51199,0.013455772,0
1,2018,9,2,21,1,0,0,50271,0.036889693,0
1,2018,9,2,21,1,0,0,50269,0.032013081,0
1,2018,9,2,21,1,0,0,50522,0.015044494,0
1,2018,9,2,21,1,0,0,50264,0.012202015,0
1,2018,9,2,21,1,0,0,50263,0.040496215,0
1,2018,9,2,21,1,0,0,50267,0.024265166,0
1,2018,9,2,21,1,0,0,50267,0,0
1,2018,9,2,21,1,0,0,51201,0.007501786,0
1,2018,9,2,21,1,0,0,51200,0.022210377,0
1,2018,9,2,21,1,0,0,51198,0.037691327,0
1,2018,9,2,21,1,0,0,50263,0.004205607,0
1,2018,9,2,21,1,0,0,51202,0.005520982,0
1,2018,9,2,21,1,0,0,50523,0.072999532,0
1,2018,9,2,21,1,0,0,50272,0.012921053,0
1,2018,9,2,21,1,0,0,50841,0.023231765,0
1,2018,9,2,21,2,0,0,51549,0.739055556,0
1,2018,9,2,21,2,0,0,51426,1.5162,0
1,2018,9,2,21,2,0,0,51547,5.134846154,0
1,2018,9,2,21,2,0,0,50841,0.117972028,0
1,2018,9,2,21,2,0,0,50264,0.666515837,0
1,2018,9,2,21,2,0,0,51421,0.282789474,0
1,2018,9,2,21,2,0,0,50913,1.612674419,0
1,2018,9,2,21,2,0,0,51087,0.364194407,0
1,2018,9,2,21,2,0,0,50268,0.231666667,0
1,2018,9,2,21,2,0,0,50238,0.000244698,0
1,2018,9,2,21,2,0,0,51086,0.268578947,0
1,2018,9,2,21,2,0,0,50272,0.383785714,0
1,2018,9,2,21,2,0,0,50910,0.189980901,0
1,2018,9,2,21,2,0,0,50522,0,0
1,2018,9,2,21,2,0,0,50316,0.185874799,0
1,2018,9,2,21,2,0,0,50914,0.75703125,0
1,2018,9,2,21,2,0,0,50240,0.015877128,0
1,2018,9,2,21,2,0,0,50912,0.093524632,0
1,2018,9,2,21,2,0,0,50268,0.034312839,0
1,2018,9,2,21,2,0,0,50240,0.013190407,0
1,2018,9,2,21,2,0,0,51086,0.010357315,0
1,2018,9,2,21,2,0,0,51203,0.009306707,0
